window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend
11,0.8575296402,0.627607882,4.88525629,2.758654594,0.7527742386,0.6676117778,2.874545813,7.320737362,3.047940016,2.255062103,0.6763507724,0.5862466693,1.397201419,2.309411287,1.645677209
12,0.7672136426,0.6364238262,4.226144314,2.684176683,0.7466612458,0.6694436669,2.844466448,6.765087128,2.932303667,1.894390225,0.7033881545,0.6009146571,1.367390633,2.174815893,1.508580565
13,0.7915220261,0.6330308914,4.45980978,2.602136374,0.7373204827,0.6733148694,2.8064785,7.406635284,3.035307884,2.099188089,0.6620256901,0.5952410102,1.331678271,2.182112694,1.556739211
14,0.6858616471,0.6393797398,3.978314161,2.525585413,0.7301318049,0.6753053665,2.770874023,7.062606812,2.956679344,1.849395156,0.6740420461,0.6022624969,1.300790906,2.074269056,1.45611608
15,0.6867696643,0.63467592,4.352871418,2.439115286,0.7195308805,0.6816228032,2.727265596,7.956378937,3.115769625,2.150928736,0.6294879317,0.6088929176,1.26248157,2.107801676,1.536746025
16,0.6391997933,0.6388821602,3.967636108,2.356230497,0.7114259601,0.6866803169,2.687964201,7.746065617,3.059392214,1.955749154,0.6336478591,0.6082001328,1.228042006,2.0109303,1.455525041
17,0.5580130219,0.6417161226,3.74222374,2.273895502,0.7051858902,0.6915295124,2.653164864,7.775441647,3.048626661,1.869357586,0.6305557489,0.6126523018,1.195256352,1.938942313,1.406421065
18,0.6016381383,0.643152535,3.646046638,2.189620972,0.6997483373,0.6977559924,2.620103121,8.017187119,3.080033302,1.868916392,0.6222126484,0.6216605306,1.162081361,1.88769865,1.384554863
19,0.5604044795,0.6480915546,3.273410082,2.109000206,0.6958414912,0.701136291,2.590041876,7.796136856,3.015539169,1.68553412,0.6290311813,0.622007668,1.132191181,1.786261201,1.301464677
20,0.5579977036,0.6530101299,2.940094948,2.031452417,0.6932477355,0.7020598054,2.563094139,7.620432377,2.959849596,1.530661941,0.6349880695,0.6250072122,1.105053186,1.691370845,1.225668192
21,0.5784694552,0.648925364,2.99877739,1.948166728,0.6882731318,0.7068187594,2.52794528,8.175299644,3.062096357,1.630257487,0.6179514527,0.6364067197,1.073715091,1.668545365,1.236826301
22,0.5828806758,0.6518322825,2.717440844,1.867553353,0.6833171248,0.7097417712,2.489649534,8.073535919,3.0257442,1.501637101,0.6195349097,0.6361452937,1.044222593,1.584589839,1.174339175
23,0.6199825406,0.6747880578,2.714204788,1.816032052,0.6956444383,0.7428612709,2.429426908,8.478981018,3.150499105,1.556644797,0.6276368499,0.667871654,1.038071036,1.59485209,1.205851078
24,0.6522786021,0.7040832639,3.049843788,1.773319244,0.715813458,0.7966122627,2.363552094,9.602398872,3.461256266,1.855793595,0.6427280307,0.7531562448,1.039905906,1.689591408,1.328505397
25,0.668132484,0.7456244826,2.672541618,1.73421824,0.7409216762,0.8457401395,2.306007385,9.226592064,3.422884941,1.645325184,0.6772800088,0.7586846352,1.04687798,1.629759789,1.281182647
26,0.714533329,0.7874016762,2.466462612,1.698060393,0.7697274089,0.8933497071,2.253187895,9.198565483,3.464421511,1.561443329,0.7136067748,0.7887474895,1.057656407,1.602610946,1.270930886
27,0.7625219226,0.7976775765,2.28248477,1.629560113,0.7745565772,0.9074440002,2.201831341,9.274746895,3.490027428,1.49162066,0.7259199023,0.8009088039,1.040593982,1.543300748,1.234605908
28,0.7723037601,0.8018469214,2.055046082,1.554427147,0.7753073573,0.911245048,2.158431053,9.235606194,3.474342346,1.389057159,0.7356834412,0.8029887676,1.018500328,1.462155223,1.177666783
29,0.7764024734,0.8227569461,2.110484362,1.505307794,0.7968910336,0.9503853917,2.105015993,9.941153526,3.683959007,1.494060874,0.7651792169,0.8673450351,1.019885182,1.478571534,1.217644334
30,0.7909449935,0.8356902003,2.044094086,1.442669749,0.8097671866,0.980401516,2.05068326,10.3400383,3.804007292,1.507714868,0.7911465168,0.909969151,1.010364056,1.45178926,1.21541822
31,0.7696606517,0.8429484963,1.920538306,1.372203827,0.8183012009,1.004297256,1.998152137,10.58918667,3.877198458,1.475065231,0.8144869804,0.9388165474,0.9950259328,1.401338577,1.190791726
32,0.7107672691,0.8389835358,1.748577118,1.285747409,0.8196141124,1.013412595,1.962547421,10.6984396,3.888596773,1.402065873,0.8304753304,0.9507861733,0.9683685303,1.320750356,1.140239358
33,0.7568640709,0.8400537372,1.417747378,1.204444408,0.8215771317,1.010547638,1.937071323,10.14394855,3.7216084,1.190933943,0.84106493,0.9109802246,0.9449911118,1.189611077,1.039318442
34,0.8052188754,0.8352448344,1.357048512,1.12901938,0.8270418048,1.021587372,1.892687917,10.6032362,3.840993166,1.19750309,0.86525774,0.9516633153,0.9264798164,1.147919774,1.022672772
35,0.8228983283,0.8737614751,1.061092496,1.092268825,0.8597734571,1.047190547,1.856932282,9.674832344,3.620970488,0.9922160506,0.9084655643,0.9184579849,0.9411194921,1.040491223,0.9451068044
36,0.8272109032,0.8680679202,1.187300205,1.043125987,0.9944729209,1.08727181,1.025005937,1.065085411,1.053864241,1.164356112,0.9684433341,1.053966165,1.003712177,1.086702704,1.082378387
37,0.8231838346,0.897116363,1.154226422,1.076919556,1.033987999,1.118997097,1.120003104,0.9823426604,1.021830201,1.12480557,0.9906675816,1.042968631,1.040079236,1.094100833,1.091218472
38,0.8439494967,0.9201658368,1.22702837,1.111293435,1.068378091,1.152580857,1.162086606,1.009884953,1.052623272,1.184249282,1.020434976,1.080797076,1.074495316,1.145483613,1.143399835
39,0.8005344272,0.9449076056,1.270272255,1.145133018,1.092674136,1.184441566,1.113762379,1.120136619,1.132354736,1.214354157,1.047544599,1.103095889,1.104010224,1.184436083,1.176632881
40,0.7926844954,0.9653098583,1.407560945,1.181067824,1.133166194,1.223405838,1.198828101,1.126892209,1.152665377,1.335567474,1.084054351,1.173214078,1.141866922,1.262705803,1.260220766
41,0.7576174736,0.9831442833,1.329875469,1.199446082,1.143581033,1.23584044,1.147710204,1.172318339,1.185602188,1.252399921,1.089223981,1.13277483,1.156632662,1.242725849,1.232424617
42,0.8268942237,0.9836838841,1.337299347,1.199447989,1.145777583,1.228459716,1.159655094,1.152253747,1.17494452,1.254819274,1.088901401,1.131191373,1.157662988,1.246155739,1.237020135
43,0.7709723115,0.977273941,1.521254659,1.199411511,1.156088829,1.236906052,1.213389039,1.16793859,1.183293939,1.418785453,1.104709625,1.209538817,1.162377715,1.321279645,1.322810054
44,0.9137275815,0.9773387909,1.556538701,1.199479699,1.14802897,1.245030403,1.117121339,1.354605198,1.271039963,1.439981103,1.106108069,1.213604093,1.15871191,1.336002707,1.332635999
45,0.8391087055,0.9775152206,1.629603505,1.199162602,1.151571274,1.256812572,1.108012438,1.424627185,1.300661802,1.500914931,1.114730954,1.241556048,1.160101652,1.364628911,1.364758372
46,0.8335625529,0.9823143482,1.555609226,1.198924065,1.168375373,1.260434747,1.213910103,1.15950346,1.178614378,1.427999377,1.108719826,1.20334959,1.167683959,1.336404204,1.344896674
47,0.8547948003,0.9871747494,1.466763854,1.198840141,1.158441663,1.254013181,1.124955177,1.244021535,1.220800757,1.339314818,1.097851157,1.154025674,1.163156867,1.301685929,1.301040769
48,0.8967507482,0.984408915,1.566051364,1.201176524,1.167570472,1.257893682,1.163843513,1.229425669,1.215051293,1.424303889,1.108827949,1.194192171,1.168553948,1.342980742,1.348728061
49,0.9481536746,1.021223903,1.749295831,1.257340193,1.222646832,1.319995403,1.225095868,1.32288909,1.288994431,1.581038952,1.166699767,1.287755609,1.223884225,1.450455666,1.4587183
50,0.9474174976,1.063503861,1.672711015,1.307279587,1.264483809,1.36625731,1.215553641,1.385383606,1.344902039,1.502511859,1.194115043,1.262631059,1.270020485,1.453291535,1.452346802
51,0.9467930794,1.102989674,1.685799241,1.354755402,1.327761769,1.406613469,1.388762593,1.209664226,1.274518013,1.509849906,1.232419968,1.282934427,1.324758768,1.488547325,1.495132446
52,0.9854776263,1.139459252,1.844383359,1.407232761,1.346411228,1.456823707,1.19439733,1.815859199,1.58862114,1.640590668,1.285263538,1.361045837,1.361557603,1.586238027,1.574445248
53,1.001348972,1.170253754,1.926099658,1.44841063,1.387176394,1.498559356,1.223000884,1.921529412,1.657481074,1.714608669,1.328950524,1.41581285,1.402602196,1.645411372,1.633668303
54,1.037824035,1.210723042,1.673362374,1.480423927,1.439446807,1.509784698,1.390146732,1.38707304,1.431757092,1.493237853,1.333379388,1.322155356,1.444386601,1.558736682,1.551365018
55,1.063148856,1.234269619,2.151236773,1.533622861,1.471815705,1.571094155,1.29982233,2.122279406,1.79244864,1.91665411,1.424387574,1.552484632,1.487571359,1.790293336,1.779838681
56,1.056617379,1.289067626,1.742685914,1.575012803,1.516862273,1.589254498,1.360992432,1.684879303,1.628195763,1.554008842,1.418467164,1.389760494,1.530944943,1.643012404,1.625248313
57,1.087975979,1.316904426,2.062072277,1.623517871,1.573713422,1.636449456,1.458106995,1.838924408,1.725550056,1.843552232,1.495927215,1.559699893,1.583499551,1.810154557,1.802336097
58,1.125401378,1.370398879,1.815723419,1.667646885,1.632371545,1.657299399,1.611439109,1.463526845,1.557621002,1.624260545,1.508656144,1.467104316,1.634662628,1.727282047,1.720653415
59,1.177861691,1.402813077,1.919130921,1.707780957,1.684144616,1.680280566,1.750259995,1.412295699,1.541613579,1.715326309,1.553890824,1.529494643,1.68040514,1.796862721,1.797420502
60,1.152256608,1.43483448,2.099338531,1.753137589,1.702847362,1.718179703,1.588033676,1.851279259,1.801088333,1.870138526,1.608253479,1.622554183,1.713225484,1.903483748,1.891760826
61,1.1858325,1.469870567,2.505807638,1.809558272,1.776014447,1.788667321,1.763034225,1.904415727,1.856007218,2.237228155,1.701531887,1.834237933,1.777523994,2.110038996,2.113795519
62,1.128158092,1.515105247,2.312322617,1.858309746,1.814543366,1.832834363,1.733601451,1.909513831,1.883631706,2.052695513,1.713522077,1.751329899,1.821430802,2.057777405,2.050608397
63,1.165279865,1.559149742,2.310735464,1.907610416,1.869588375,1.873208404,1.827955365,1.82472074,1.865387559,2.049556017,1.753819466,1.768202305,1.87353003,2.085677147,2.080279112
64,1.176126838,1.598149896,2.529353857,1.959990501,1.926252961,1.927066445,1.912389755,1.916458011,1.938029766,2.242898941,1.820966363,1.886699557,1.927945733,2.21169591,2.211078882
65,1.193321109,1.639591575,2.86240387,2.018758059,1.974002361,2.0020504,1.880099893,2.332206964,2.168006659,2.536297083,1.904860973,2.056357384,1.981294632,2.388301611,2.385108232
66,1.188710809,1.691582084,2.471947908,2.070094109,2.041485071,2.037310839,2.062859774,1.808553696,1.931848049,2.178001165,1.895710945,1.885217667,2.040440083,2.250146151,2.248123407
67,1.234932899,1.734560847,2.832500458,2.129283667,2.100144625,2.100488663,2.116327286,2.044755936,2.086389542,2.496467829,1.985191345,2.070446968,2.099367142,2.442978382,2.445204735
68,1.241645336,1.781641364,3.326138735,2.194504499,2.15039587,2.192905426,2.053492546,2.64186573,2.405807257,2.932596207,2.094712496,2.315608025,2.157172441,2.690257072,2.689557076
69,1.239114285,1.832710266,2.751932859,2.24977994,2.185663939,2.229669094,1.968694806,2.49007225,2.366161108,2.404164314,2.059156895,2.052340269,2.202866793,2.47769618,2.456125021
70,1.261103749,1.881617188,3.261010885,2.310423136,2.304023504,2.304774523,2.461060762,2.061014414,2.180638313,2.869269609,2.18068552,2.326654196,2.291276693,2.734782457,2.752085686
71,1.424951553,1.925623298,3.109510183,2.366985321,2.333932638,2.35618186,2.300562143,2.292919159,2.329571009,2.712250948,2.193445444,2.249818563,2.335226297,2.703887224,2.701363802
72,1.403961778,1.975423813,3.425077438,2.428459406,2.331713676,2.427226543,1.904255867,3.749233007,3.019783735,2.989695787,2.281731606,2.414862871,2.365795135,2.876777649,2.840288162
73,1.473626494,2.026248693,3.182866096,2.48376441,2.451842308,2.473569155,2.399555922,2.400741577,2.441823721,2.783644915,2.303872347,2.337383747,2.453110456,2.803870201,2.800093889
74,1.512256622,2.071628571,3.37104702,2.537456751,2.432936192,2.525079727,1.944656014,3.903628111,3.152292013,2.949058771,2.371096373,2.442901373,2.471491098,2.918071032,2.874704361
75,1.565314293,2.12333107,3.66900444,2.590092659,2.460135698,2.598566294,1.805988669,5.104061127,3.67074585,3.239020586,2.475239515,2.637349606,2.512164831,3.078959703,3.021644354
76,1.582652688,2.164647341,3.521322966,2.633873701,2.489328384,2.654423952,1.721939445,5.657424927,3.918177605,3.131379366,2.514476538,2.620670557,2.549983263,3.041467428,2.973568678
77,1.577532411,2.199542999,3.622911453,2.663483858,2.560606241,2.710375786,1.893433213,5.157513142,3.747191191,3.263589859,2.594008684,2.742738962,2.602227926,3.105475187,3.059259653
78,1.661447167,2.235791445,3.467937708,2.703528166,2.605488539,2.759939909,1.909165978,5.138694286,3.768638611,3.147764921,2.627717018,2.71858573,2.645881891,3.060337067,3.015060186
79,1.756909847,2.281762838,3.524864197,2.74946785,2.720010757,2.821046114,2.321724653,3.906905413,3.285842896,3.232174873,2.705595732,2.814437151,2.727169991,3.113022089,3.104369164
80,1.875882983,2.332982063,3.698434114,2.802516222,2.776802778,2.894284487,2.359458447,4.155053139,3.425193787,3.406363249,2.791179657,2.946733236,2.782316446,3.221377134,3.214917421
81,1.989143729,2.365738392,3.435534716,2.848155975,2.806624174,2.934847832,2.281190157,4.2825284,3.507807016,3.170532942,2.789365053,2.835303545,2.820426702,3.126649857,3.11011529
82,1.981504083,2.398576498,3.476880074,2.87961483,2.816158533,2.967107773,2.143361807,4.996796608,3.829888105,3.230390549,2.842455149,2.901974916,2.841485739,3.163294792,3.134547472
83,2.037160635,2.413710356,3.609485388,2.877512217,2.892940283,2.986744642,2.593767405,3.790580511,3.309262037,3.38666153,2.90175128,3.026202917,2.879615068,3.224549055,3.237543821
84,2.030492544,2.397613049,3.0649755,2.878437757,2.888042688,2.950729609,2.604515076,3.236619234,3.053171158,2.880968809,2.79382515,2.723350763,2.877766371,2.966751099,2.974838495
85,2.020957232,2.409901857,3.124820709,2.878930807,2.838110685,2.928750992,2.284895897,4.24831152,3.512581587,2.953768015,2.817908525,2.780860186,2.853249311,2.996005058,2.978537798
86,2.032136202,2.42469883,3.191987991,2.876695395,2.832694054,2.922084093,2.247267485,4.554822445,3.643566847,3.044440508,2.857454062,2.862358809,2.850028992,3.027660608,3.008101225
87,2.107259035,2.445097446,3.31531024,2.873337746,2.909817934,2.934526682,2.75248909,3.322743177,3.091397524,3.189121962,2.914789915,2.981056452,2.887612104,3.08548522,3.107414961
88,1.995735168,2.428953409,2.936803818,2.874549866,2.854525805,2.908494711,2.394217491,3.870788336,3.343722582,2.831004381,2.823687315,2.752620697,2.86062932,2.902292967,2.894994736
89,1.984695435,2.444544792,2.997594833,2.873389244,2.895565748,2.896636009,2.701553106,3.194205523,3.030293703,2.910650253,2.859097719,2.825250864,2.88101387,2.932092667,2.945944071
90,2.002717257,2.477296591,3.275603533,2.873219252,2.883068323,2.916272402,2.571677923,3.852918386,3.335063696,3.188730478,2.944676161,3.01897645,2.874731064,3.066727877,3.074162483
91,1.997655272,2.49308157,3.330980301,2.871861458,2.879421949,2.940865278,2.497661591,4.169722557,3.474877596,3.252262115,2.974971771,3.073331833,2.872378111,3.092607498,3.098415613
92,2.027139664,2.477882624,3.040107012,2.870852232,2.868682861,2.936758757,2.420706272,4.103519917,3.445351362,2.981279373,2.906911135,2.904285192,2.866755724,2.952167511,2.953190804
93,1.995374084,2.474941254,2.890321732,2.8698349,2.92106986,2.921515226,2.819726944,2.958239317,2.913757086,2.851407051,2.879396677,2.832229614,2.892941236,2.877637148,2.905553818
94,1.827283382,2.500964165,3.057072401,2.869733095,2.921577692,2.926507711,2.814506531,3.152326584,3.008319139,3.019584656,2.93719101,2.954712629,2.893160582,2.960349321,2.988577604
95,1.943122268,2.534050226,3.255292892,2.869457006,2.896553755,2.95169425,2.579277754,3.97913909,3.389724016,3.216871262,3.007316589,3.096739054,2.880476236,3.056304693,3.071421862
96,1.703722,2.320436478,3.615167856,2.888548613,2.643388033,2.185605288,2.599985361,3.127741814,1.32608676,3.530691147,1.7451092,1.837898612,2.743188858,1.274308562,1.251736045
97,1.725897789,2.349963188,4.006937504,2.901321411,2.376153946,1.681882501,2.315015793,3.024956942,1.475285411,3.781900167,1.73489058,1.891103268,2.594167709,1.369828582,1.30681932
98,1.730162263,2.376109123,4.451759338,2.93047452,2.181972265,1.381103516,2.41376996,3.869138718,1.666724801,4.059158325,1.731523633,1.949966431,2.490470648,1.492971063,1.385661721
99,1.71970427,2.399722576,4.895489693,2.94711113,1.980457306,1.232288957,2.265576363,4.083826065,1.827778816,4.329300404,1.731252789,2.010100365,2.375375986,1.622846007,1.487156391
100,1.702190042,2.424396276,5.365019321,2.965639114,1.797460198,1.197956204,2.077765226,4.142603397,1.974161744,4.60789156,1.736040115,2.07191968,2.269603968,1.766811371,1.611850858
101,1.685166001,2.451806068,5.864925385,2.987116575,1.651877761,1.247666001,2.056646585,4.719395161,2.163954973,4.896421909,1.745837808,2.13432312,2.184958458,1.924530506,1.74982059
102,1.6640414,2.482144594,6.370738983,3.003776312,1.522299767,1.358928323,2.016255379,5.264131069,2.356530428,5.183702946,1.75987184,2.19867444,2.105823517,2.090469122,1.903042793
103,1.656124592,2.51775527,6.881650448,3.016690016,1.402390122,1.514096618,1.873493314,5.412528992,2.501055002,5.469898701,1.778374672,2.265016794,2.028598785,2.263961554,2.076050758
104,1.66930294,2.559354067,7.409761906,3.029268503,1.304679036,1.697616458,1.80763042,5.859771729,2.68193984,5.75940752,1.801359177,2.33117795,1.963210225,2.445482492,2.257654428
105,1.201404214,2.056101084,1.43174994,3.029525042,1.318885326,1.458927155,1.792125106,3.13065052,3.079146624,1.434966683,1.85652256,1.988463044,1.973142624,2.031437159,1.324216962
106,1.282688737,2.06138134,1.496881127,3.029601336,1.345975399,1.299566627,1.957139969,2.919840574,2.973406553,1.520877242,1.891578317,2.06782794,1.991666794,2.079688787,1.374574661
107,1.227938652,2.06470418,1.554176807,3.029846191,1.355623841,1.206311107,1.834767938,3.205412149,3.11491847,1.587803245,1.914293885,2.11586833,1.998163223,2.118004322,1.412555814
108,1.209646344,2.070360422,1.619294524,3.030040741,1.382784843,1.164933562,1.949994087,3.046808243,3.038396597,1.661339164,1.943798423,2.172563076,2.01571393,2.158862829,1.461326718
109,1.189720154,2.065228701,1.629188895,3.030161858,1.394292235,1.16010654,1.869828224,3.153982878,3.090669632,1.645829678,1.930861592,2.130109549,2.023212671,2.159292936,1.472864985
110,1.089617133,2.048391104,1.590165973,3.030485868,1.420269489,1.179934621,2.026647329,2.752598047,2.881272554,1.540063858,1.873258114,1.987354279,2.039954424,2.118196249,1.458368897
111,1.083717465,2.053031206,1.646586895,3.030834198,1.433232665,1.217557311,1.970713735,2.883752823,2.954773188,1.611989379,1.900441527,2.043902636,2.0484128,2.158599854,1.499489188
112,1.050530791,2.052035093,1.677793503,3.031344175,1.449363589,1.265375257,1.962976098,2.900247574,2.963804245,1.63667047,1.905001044,2.046747923,2.058658123,2.176588774,1.525071144
113,1.055837989,2.07279706,1.785026431,3.03138423,1.469069004,1.324427724,1.995686889,2.987808228,3.009392977,1.788710237,1.974676728,2.189045906,2.070700884,2.248861074,1.596013427
114,1.316373467,2.096558809,1.905508637,3.031358004,1.483852386,1.396333694,1.944121718,3.227657557,3.126076937,1.94848907,2.045078278,2.327070713,2.079493046,2.320310354,1.66692698
115,1.156888604,2.092601061,1.906823516,3.031358004,1.497783542,1.468755364,1.902378082,3.276704073,3.148862123,1.934995532,2.035827875,2.291498423,2.087648153,2.31835866,1.676492333
116,1.103929043,2.095736265,1.930781722,3.031304121,1.522169709,1.541613221,1.989935279,3.10326314,3.066786051,1.954761863,2.043334246,2.291275263,2.101675034,2.32982707,1.702265263
117,1.049160957,2.065745115,1.849328041,3.031474113,1.535706043,1.60147512,1.957229257,3.005584478,3.018459082,1.824523926,1.971331596,2.135840416,2.109598875,2.278039455,1.667507529
118,1.02431643,2.004838943,1.719473958,3.032034636,1.549525619,1.631690621,1.990641236,2.719002962,2.86135745,1.60897541,1.833083034,1.872367859,2.117959976,2.181607485,1.593196392
119,0.9745939374,1.676679254,3.17708683,3.033676863,1.505299687,1.446340561,2.089930058,3.837439775,2.53098464,2.332113504,1.093311429,1.084681988,2.090914011,1.988010526,1.511251092
120,0.8778085709,1.650772452,4.209364414,3.031659365,1.432330012,1.297608733,1.924466491,4.459352493,2.667334557,3.128627062,1.042503476,1.251821518,2.043873072,2.175640821,1.719391227
121,0.874107182,1.642136931,4.592536926,3.033075333,1.370958328,1.217496753,1.82385695,4.609006882,2.75606823,3.377561331,1.036683083,1.313247561,2.003997087,2.297382593,1.840648532
122,0.9314715266,1.637379766,5.033251762,3.032341242,1.316758156,1.190883994,1.754240632,4.887950897,2.86035347,3.667919874,1.034732699,1.386002183,1.966304183,2.431204081,1.978278279
123,0.9542577267,1.704368234,2.567904711,3.036067963,1.309259772,1.204728127,1.716046691,2.965431452,2.69918704,1.714433193,1.191217899,1.094652295,1.962705731,2.13122797,1.551989198
124,1.073664069,1.783148766,2.06018424,3.035311699,1.314239621,1.2109586,1.770475507,2.754029274,2.746523142,1.435038209,1.353028893,1.266430736,1.96612072,2.134727001,1.500729918
125,0.9604546428,1.593110442,4.412494183,3.039297342,1.288632393,1.230689883,1.752981663,4.612207413,2.934017181,3.0729599,1.027644515,1.243031979,1.949197769,2.454579115,1.949391723
126,0.8678485751,1.619302392,3.513989687,3.037629366,1.276939988,1.25485599,1.732727528,3.878810883,2.865631819,2.341046095,1.077411175,1.122688413,1.9397012,2.35165,1.797373176
127,0.9216430187,1.648646474,3.003607512,3.034910917,1.273009658,1.270935416,1.713216305,3.474514008,2.842396975,1.961019516,1.13506043,1.11334455,1.935487747,2.307193756,1.717434406
128,0.8417780995,1.90338552,1.967484593,3.034759283,1.279739976,1.247849226,1.64330864,2.873262405,2.940567017,1.530031562,1.571556449,1.642371297,1.94071579,2.275630236,1.564286351
129,0.9473491311,1.966944098,1.977787971,3.034864426,1.290523887,1.238090277,1.679139614,2.935663223,2.981421709,1.653183341,1.687170625,1.830271363,1.948917747,2.317485809,1.592576981
130,1.043912053,1.65262413,2.436741829,3.030928373,1.284843564,1.243416429,1.553310871,2.917449713,2.838644028,1.641442299,1.215867639,1.176809549,1.943244338,2.256248474,1.626621246
131,0.8425200582,1.384640813,5.555513859,3.037525892,1.262950778,1.262694716,1.630812526,5.692083836,3.27991128,3.978569031,0.9435531497,1.483597279,1.928796172,2.827956438,2.326626062
132,0.7764425278,1.396966577,4.960802555,3.039451599,1.249068737,1.306940675,1.548388481,4.922338009,3.184303999,3.43992734,0.9622285366,1.345844746,1.916894317,2.764416933,2.241456747
133,0.7595523,1.376187682,5.197874546,3.034612656,1.236737251,1.360258937,1.518626571,5.128530979,3.259893417,3.585398674,0.9650270343,1.384018302,1.902869582,2.85424161,2.338082075
134,0.9903435707,1.357066751,5.427520275,3.035896301,1.230773568,1.428711891,1.47580719,5.251915455,3.327275991,3.725065947,0.9724972844,1.424120426,1.895019412,2.95061183,2.441436529
135,0.8629307747,1.339999795,5.624969006,3.030637503,1.225412965,1.499739051,1.471384048,5.590112209,3.43213439,3.839585543,0.9800505042,1.456636786,1.885035634,3.033926964,2.52936554
136,0.9423561096,1.327971339,5.734520435,3.029566526,1.227836609,1.577585578,1.395932794,5.375441074,3.425703287,3.888130188,0.9916761518,1.475561738,1.880259871,3.103462219,2.609079599
137,0.9824005961,1.395947099,4.398228168,3.030902863,1.236102939,1.599529386,1.378741622,4.31367445,3.226338148,2.819998503,1.027187943,1.232864857,1.883783698,2.842063189,2.284562826
138,1.079728484,1.848968148,2.169707537,3.030946016,1.228647232,1.445560336,1.431582808,2.996443987,3.007351637,1.572565675,1.508410096,1.606998086,1.884622216,2.399695396,1.641270638
139,1.013538241,1.929419637,2.110133886,3.031341553,1.221287847,1.325962067,1.434975743,3.03398037,3.032649755,1.678985119,1.632331967,1.797263026,1.884617209,2.390866995,1.611650586
140,0.9929030538,1.867629409,2.071294069,3.032104492,1.21505177,1.257732868,1.452711105,3.000005007,3.012289047,1.624762535,1.579129338,1.693855166,1.885256886,2.362545729,1.596658826
141,0.9691131711,1.887091041,2.044048071,3.032090425,1.213058949,1.222706556,1.428436756,3.024866104,3.028380156,1.670772195,1.627914429,1.753665924,1.88675499,2.351222754,1.58478868
142,1.001116872,1.919980049,2.036970139,3.03219223,1.21116817,1.21113503,1.397147775,3.091277122,3.058304071,1.7400316,1.692475677,1.835597396,1.887637496,2.345959902,1.579164863
143,0.7057608962,1.891913772,2.007455587,3.03213501,1.211726785,1.219746232,1.424326777,3.043785095,3.037765741,1.725176454,1.684054375,1.801144004,1.889856696,2.326942205,1.570589185
144,0.8361930847,1.541185737,2.047791243,3.031553984,1.216902375,1.228468537,1.450178504,3.123666763,3.004416227,1.520443559,1.325818062,1.323216677,1.894314408,2.285876989,1.57194531
145,0.5907078385,0.6657626033,6.523338318,3.012025118,1.194443703,1.19972086,1.355856419,7.337819576,3.935775042,4.990118027,0.7637149692,1.896020532,1.865515351,3.274595261,2.712817907
