window_index,DLinear,PatchTST,iTransformer,TimesNet,ZeroPred,Persistence,HAR_EWM
0,0.5643882751,0.5743860602,0.5706912875,0.5773288608,0.5704450607,0.5609387755,0.5609387755
1,0.5874221921,0.6073111296,0.6064836383,0.5976038575,0.5939142704,0.5867348909,0.5867348909
2,0.5884312391,0.5995839238,0.6070600152,0.6003919244,0.5985251069,0.5913892984,0.5904597044
3,0.6138252616,0.6402302384,0.6330043077,0.6338189244,0.6302233338,1.009916306,0.62053895
4,0.6367540359,0.6370744705,0.6462474465,0.6500945091,0.6452867389,1.271093011,0.6321378946
5,0.603458941,0.59960109,0.6206138134,0.6198896766,0.618924439,2.81126976,0.6077978015
6,0.6003721356,0.602948904,0.6007262468,0.6077666879,0.605447948,2.185689688,0.5922768712
7,0.5996479392,0.5950265527,0.6121455431,0.6180925965,0.6119115353,0.7371935844,0.6004034877
8,0.5823344588,0.6298947334,0.6047253013,0.6116918921,0.6062681675,1.024010777,0.5955435634
9,0.5925700068,0.6236577034,0.5892286301,0.6031370759,0.6062704325,0.6191577315,0.5956373811
10,0.5905361176,0.5903006196,0.6068056822,0.6103124022,0.6103246212,0.6035999656,0.5987171531
11,0.6047037244,0.6117222905,0.6060946584,0.6181263924,0.613414824,0.8056237102,0.6006650925
12,0.6028384566,0.6158616543,0.6301381588,0.6249354482,0.6175915599,0.6054084897,0.6060698032
13,0.5948143601,0.6198731661,0.6043714881,0.6209511161,0.6092441678,1.657452583,0.5989702344
14,0.6064736843,0.6030640006,0.6041858792,0.6126077771,0.6054289341,0.8348662257,0.5942101479
15,0.5932101011,0.588350594,0.6061477065,0.6140005589,0.6064677238,0.6190469861,0.5959389806
16,0.5947025418,0.6164157987,0.6064385772,0.6115432382,0.6046187282,0.7670269012,0.5933941007
17,0.5885519981,0.6076247096,0.5934195518,0.6048018932,0.6035509706,0.6427714825,0.592681706
18,0.5545650125,0.5667874813,0.5666285157,0.5672106147,0.5680744648,3.770196199,0.5621717572
19,0.5620197654,0.5578743815,0.5730981827,0.5768310428,0.5757774711,0.6325318813,0.568766892
20,0.5669298768,0.5879282951,0.568728745,0.5767871737,0.5810739994,0.6181702018,0.571039021
21,0.3145895004,0.3357220888,0.3121427894,0.3215709925,0.3227474988,25.00498009,0.3729176819
22,0.3054846823,0.2970006764,0.3113886416,0.3155130446,0.3152290583,1.055078506,0.3809707463
23,0.3037193716,0.3320584595,0.3061422706,0.3102291524,0.3116346896,0.7704731822,0.3595292568
24,0.3043825328,0.3112649024,0.3085075915,0.3079747856,0.3103635609,0.6688790321,0.343536526
25,0.3076408803,0.3236275911,0.3141576648,0.3135626018,0.3159683943,0.3899018764,0.3556512892
26,0.3130057156,0.3206044734,0.3134156168,0.3178136647,0.3134557307,0.5339832306,0.3595335484
27,0.3141221404,0.3326562047,0.3251765072,0.3194463551,0.3159001172,0.4605558813,0.3628810346
28,0.3086643815,0.3246294856,0.3157420456,0.3156512082,0.3158297241,0.3194819391,0.3611571491
29,0.3216629028,0.3168966472,0.3186249435,0.3270557225,0.3250168562,0.3530882597,0.365994215
30,0.3330738246,0.3272280991,0.3337387741,0.334659934,0.3351792395,0.7037425041,0.3781957328
31,0.334715873,0.3310334384,0.3332787454,0.3402540684,0.3381308615,0.338542074,0.3770081997
32,0.3394819796,0.330747962,0.3379223347,0.3420245647,0.3377698362,0.5719408393,0.3801818192
33,0.3264017403,0.332752943,0.336302191,0.3401404321,0.3377974927,1.03141737,0.3683960736
34,0.3330418766,0.3304781914,0.3338339329,0.3457098007,0.3374782503,0.3907953501,0.3689268529
35,0.3329553306,0.3334727287,0.3286007941,0.3346352875,0.3329414129,0.9645068049,0.3530464172
36,0.3290192187,0.3366765976,0.3289669454,0.3329820335,0.3326489329,0.3965183794,0.3489181995
37,0.3395321071,0.3438677788,0.328745991,0.3335711062,0.3355364501,0.3533920944,0.3471402228
38,0.3340048492,0.3258512318,0.3282542229,0.3311477005,0.3336001933,0.5878058076,0.3397091329
39,0.3307613432,0.3376760483,0.3357435167,0.3362249434,0.3352600634,0.331797421,0.34265697
40,0.3363242447,0.3234932721,0.3284202218,0.3362219632,0.3351472318,0.4312373698,0.3439105749
41,0.3337005079,0.3404740095,0.3314287364,0.3337080181,0.3350554407,0.3323003948,0.3437512815
42,0.3437124193,0.3310057521,0.3317743838,0.3350279629,0.3348897398,0.3957834244,0.3411854804
43,0.3679126203,0.3559947014,0.3601278365,0.3620875776,0.3614367545,0.3640549183,0.3719058931
44,0.3684533536,0.3691197932,0.3637095392,0.3677384853,0.3614061773,0.3695584536,0.3703874648
45,0.3684326708,0.381762296,0.3726324737,0.3686015308,0.3700041473,0.4615868628,0.3731728494
46,0.3727456629,0.36366418,0.3688267767,0.370887965,0.3705990016,0.3752737939,0.3734316528
47,0.4683164656,0.4769192636,0.4596067965,0.4531297386,0.45910725,0.4509652555,0.4533728659
48,0.5385536551,0.538554132,0.5129230618,0.5094378591,0.5229613781,0.5161150694,0.5106076598
49,0.5403580666,0.5402031541,0.5172256231,0.5184226632,0.5309535265,0.6010001302,0.5173444152
50,0.5400421023,0.5344982743,0.515969038,0.5210514665,0.5377297997,0.8539252281,0.5196425915
51,0.5491409302,0.5495528579,0.5219826698,0.5240558982,0.5367107987,0.5790799856,0.52030617
52,0.5469629169,0.5507778525,0.515576005,0.5245950222,0.5398361683,0.7023045421,0.5241767168
53,0.5414344668,0.5442953706,0.5241241455,0.5252076983,0.5399647951,0.5568855405,0.5244865417
54,0.5464988351,0.548483789,0.5268407464,0.5270614624,0.5433831811,0.9984900355,0.5276561975
55,0.5475844741,0.5389998555,0.5244076848,0.5206419826,0.5409139395,0.9982373714,0.5242572427
56,0.5458211303,0.5365501046,0.527349174,0.522649467,0.5410112143,0.5431819558,0.5242637396
57,0.5447763801,0.5592846274,0.523090899,0.5262106061,0.54077214,0.6269605756,0.5234336853
58,0.5404096842,0.5329813957,0.5135597587,0.5166640282,0.5325163007,1.694394708,0.5147853494
59,0.5474607944,0.5242220759,0.5091442466,0.5171396732,0.5362291932,1.471142173,0.522519052
60,0.5476958156,0.5441015363,0.5175533295,0.5166891217,0.5333316326,0.667057693,0.5184466243
61,0.5504505038,0.5231072307,0.5163972378,0.516874373,0.5358808041,0.5210509896,0.5199777484
62,0.5470118523,0.5319021344,0.525762856,0.5203937888,0.5350849628,0.7399399877,0.5197003484
63,0.5592350364,0.5448105931,0.5269010663,0.5175523758,0.5375505686,0.5490993261,0.5214793086
64,0.5577972531,0.5279877782,0.526604116,0.5259654522,0.5418665409,0.5316471457,0.5271906257
65,0.5554029942,0.5677598715,0.5370674133,0.5303450227,0.5436063409,0.561168611,0.5298853517
66,0.564314127,0.5599095821,0.5311923027,0.524495542,0.5449929833,0.6305188537,0.5308761597
67,0.5594148636,0.5513985157,0.5322955847,0.5322029591,0.5467074513,0.6244291663,0.5337612033
68,0.5606273413,0.5495777726,0.5354472995,0.5361618996,0.5491574407,0.5507668853,0.5371548533
69,0.5721102357,0.542775929,0.551379025,0.5420732498,0.5557047129,0.5727258325,0.5451070666
70,0.5795320272,0.5782814026,0.5461440682,0.5465083718,0.5605828762,0.5968932509,0.5486645699
71,0.5698022842,0.5791673064,0.5578746796,0.5522759557,0.5650165081,0.5764759183,0.5543001294
72,0.5933622718,0.5848076344,0.574887991,0.5639304519,0.5779160857,0.5662469268,0.565505743
73,0.6113149524,0.631475389,0.5883134007,0.5894579291,0.6024364233,0.6931406856,0.5926900506
74,0.6026601195,0.6124350429,0.5903573036,0.5902624726,0.6023831367,0.6936308742,0.5928538442
75,0.6225026846,0.6049125791,0.5940694213,0.5915951729,0.603704989,0.6356636882,0.5932096839
76,0.5898974538,0.5967960954,0.5695040226,0.56346035,0.5660312176,3.828706503,0.5579780936
77,0.5809993148,0.5647970438,0.5664644241,0.5683362484,0.56872648,0.6517543197,0.5610630512
78,0.5863592625,0.5822758079,0.5726975799,0.571118176,0.5686988235,0.6065308452,0.5603322387
79,0.5938324332,0.5889673829,0.5644293427,0.5567674041,0.5637863278,1.345298767,0.5537013412
80,0.5647020936,0.5489760041,0.5421701074,0.5264189839,0.540866971,3.142528296,0.5341441035
81,0.5628964901,0.5549251437,0.5483489037,0.5327597857,0.5444498062,0.6734042168,0.536732018
82,0.5669198632,0.5636286139,0.55382967,0.5332980752,0.5429139733,0.658221066,0.5346542001
83,0.5560987592,0.5477272868,0.5374189615,0.5255061984,0.5406754613,1.314843297,0.5341516137
84,0.5599368215,0.5522382259,0.5378534794,0.5277712941,0.5417814851,0.5913637877,0.5357790589
85,0.568641603,0.5493869781,0.5417131782,0.5361234546,0.5494965911,0.7208547592,0.5456328988
86,0.5723737478,0.5704931617,0.5334362984,0.5364949107,0.5470666289,0.9019744992,0.5461596847
87,0.5638341308,0.5560822487,0.5365021825,0.5312324166,0.5432646275,0.7795956731,0.5388888717
88,0.5550228953,0.5496126413,0.5302366614,0.5348626971,0.5465311408,0.5392823815,0.5418422222
89,0.5674034357,0.5461188555,0.5286072493,0.5327305198,0.5464458466,0.6157063842,0.5428398848
90,0.576782763,0.5930871367,0.5645832419,0.5499508977,0.5656934381,0.5667593479,0.56012398
91,0.615101397,0.6314824224,0.5903809071,0.5783386827,0.5993606448,0.9125939012,0.5962142944
92,0.6286064982,0.6283816695,0.5986818671,0.5931648016,0.6118189096,0.5917696953,0.6079282761
93,0.6385343075,0.6364709735,0.594076097,0.5924188495,0.6133676171,0.7545189857,0.6113877892
94,0.6433441043,0.635269165,0.6154516339,0.5969407558,0.6157084107,0.6608096957,0.6147301793
95,0.6379525661,0.6234531999,0.6209103465,0.6056005359,0.6216642857,0.6172730923,0.6189604998
96,0.6565181613,0.6371639371,0.6336200237,0.6191754341,0.6313939691,1.222396255,0.6247449517
97,0.6361865997,0.6287045479,0.6041834354,0.5958251953,0.6136860847,3.277284622,0.6160042882
98,0.6293658614,0.639552176,0.5977137089,0.5930913091,0.611659348,0.893418014,0.609100163
99,0.5900734663,0.608948946,0.5811216831,0.5664176345,0.5773006678,3.506195068,0.5683355331
100,0.5702083707,0.5763530135,0.5539409518,0.542045176,0.5533633828,2.588428736,0.5460786223
101,0.5650386214,0.5731089711,0.5498021245,0.5465713739,0.5549013019,0.5508000851,0.5467889905
102,0.5680336356,0.5705603957,0.5447349548,0.5495294333,0.5559818149,0.5477386117,0.5473933816
103,0.5811626315,0.5883662701,0.5675523877,0.5628702641,0.5681253672,1.400356174,0.5606094003
104,0.5899556279,0.5879781246,0.5724765658,0.5548891425,0.5686865449,0.6362321377,0.5607252121
105,0.5775671601,0.581813395,0.5702714324,0.5594015718,0.5691669583,0.5813512802,0.561612308
106,0.582056582,0.5766990781,0.5776574612,0.5611668229,0.5653454661,0.8810853958,0.5586913824
107,0.5802713037,0.5728104115,0.5748214722,0.558010757,0.5647727847,0.8701295257,0.5584508777
108,0.5797687173,0.5869520307,0.5665132999,0.555703342,0.5633638501,1.079285979,0.556625843
109,0.5773592591,0.5711381435,0.5612454414,0.5547310114,0.563883841,0.5622396469,0.556932807
110,0.58634305,0.5988867879,0.5717789531,0.5613383651,0.5700447559,0.5844701529,0.5618599057
111,0.5841170549,0.5745183229,0.5605826378,0.5566874146,0.5694952011,0.7338040471,0.5611191392
112,0.5807279944,0.5912504792,0.5678533316,0.5598604679,0.5688111186,0.6113434434,0.5607326031
113,0.5800281167,0.5834050775,0.5735898018,0.560941875,0.57082057,0.5939262509,0.5622224212
114,0.5746366382,0.579772532,0.5657143593,0.5652714372,0.5695896149,0.6352601051,0.5608822703
115,0.5624971986,0.5767465234,0.562974453,0.5572478175,0.562148273,1.274179459,0.5557419658
116,0.5776303411,0.5753824115,0.562159121,0.5521134138,0.5578325391,0.9670470357,0.5533147454
117,0.5515691638,0.5637428164,0.5428454876,0.5492782593,0.5542156696,1.003233075,0.5474462509
118,0.5526624322,0.5694286227,0.544323802,0.5477199554,0.5538331866,0.6808579564,0.5467575192
119,0.5566864014,0.5662758946,0.5460410118,0.5505376458,0.5544398427,0.5717607737,0.5472120047
120,0.5599363446,0.5681651235,0.5461247563,0.5477699041,0.5550655723,0.6604635715,0.5478872657
121,0.5431479812,0.5597423911,0.535517931,0.5442333817,0.5489326715,1.334350705,0.5408055186
122,0.5523015857,0.5535681844,0.5486639738,0.5473926067,0.5498989224,0.5871379375,0.5422951579
123,0.5494530797,0.5773457885,0.5477051139,0.5413615704,0.5469798446,0.8563110232,0.5407263637
124,0.5466663837,0.560882628,0.5416558981,0.5432785153,0.5473403335,0.5409431458,0.5408563614
125,0.5414826274,0.5469258428,0.535497129,0.5308460593,0.5376788974,1.332273126,0.5343241096
126,0.5352821946,0.5408942699,0.5268976092,0.5243009925,0.5255095363,1.811496139,0.5304278731
127,0.5291600823,0.5407199264,0.5220048428,0.5192428231,0.522423625,0.7677238584,0.5312318802
128,0.5277706981,0.5326513648,0.5197101235,0.5170685649,0.5209301114,0.7338581085,0.5325434804
129,0.5166151524,0.5296028852,0.5171377659,0.513659656,0.5146200061,1.209943056,0.5182781816
130,0.5192714334,0.5125629902,0.5181512237,0.5127090812,0.5141277909,0.5439064503,0.5186741352
131,0.5224587321,0.5311866999,0.5022602677,0.5110857487,0.5131008029,0.6592787504,0.5149596334
132,0.5285699964,0.5493404865,0.5314012766,0.5236101151,0.5241909027,0.5461373329,0.5274416804
133,0.5282968283,0.531826973,0.524425745,0.521396935,0.5235266089,0.7602850795,0.5288075805
134,0.5347797275,0.5398780704,0.5447890162,0.5270261765,0.5298945308,0.546397686,0.5319253802
135,0.5639224052,0.5699748993,0.5570706725,0.5475328565,0.553534925,0.7815362811,0.5492280722
136,0.5614452362,0.5512679219,0.5549168587,0.5522927642,0.5541790128,0.6401285529,0.5523770452
137,0.5671769977,0.5674935579,0.5551550388,0.5522137284,0.5542854667,0.5581519604,0.5522828102
138,0.5646477938,0.5595282912,0.5484202504,0.5488911271,0.5541664958,0.5943260193,0.5510111451
139,0.5324570537,0.5429658294,0.5264430046,0.5241298079,0.5281195045,3.337820053,0.5221150517
140,0.5524733663,0.5580784678,0.5367158651,0.5381762981,0.5421332717,0.5430726409,0.537524879
141,0.5407038331,0.5428478718,0.5384321213,0.5283407569,0.532915175,1.306556582,0.5296435952
142,0.5454826355,0.5723292232,0.5274780393,0.5297172666,0.5327045321,0.5791771412,0.5297570825
143,0.4614655972,0.4712581635,0.4575124085,0.4507544041,0.4459036887,8.802253723,0.4650379121
144,0.3890215158,0.4069273472,0.4051527083,0.3977605402,0.3846313059,6.527632236,0.4360869229
145,0.3889844418,0.3937433958,0.3890290558,0.3933417797,0.3754089773,1.326085091,0.443089962
146,0.3791722357,0.3960083723,0.3922064304,0.3887206614,0.3688174188,1.23875761,0.4493441582
147,0.3794180453,0.3958602846,0.3855610192,0.3874084055,0.3686956465,0.4053218365,0.4397914708
148,0.3710699081,0.3862533867,0.3884006441,0.3827933371,0.365429759,0.7476539612,0.42206797
149,0.3767312765,0.3862353861,0.3912033141,0.3792851865,0.365321964,0.3797092736,0.416972369
150,0.3707474172,0.372351557,0.387160629,0.3731642663,0.3556460142,1.368188739,0.4215876162
151,0.3615676463,0.391992718,0.3810241222,0.3726845086,0.3548943996,0.4251843691,0.4124073684
152,0.3807553053,0.4015282094,0.4007385671,0.3905356824,0.3699212968,0.4651279449,0.4355019033
153,0.3766406476,0.3851673603,0.3949173689,0.3960383832,0.3701944351,0.3887902498,0.4336585104
154,0.3812853396,0.4077880383,0.4072633684,0.4010504782,0.3719619811,0.4873835146,0.4405317307
155,0.3758978844,0.4011138976,0.4049482346,0.3946503103,0.3704245985,1.396132946,0.4133675992
156,0.3859212399,0.4080478847,0.4011705816,0.3939572275,0.3714475632,0.3720274866,0.4103441238
157,0.3892884254,0.3938055336,0.4020397663,0.3991202116,0.3763561249,0.6722869873,0.4179071486
158,0.404471308,0.4329577386,0.4085994065,0.4059738815,0.3915546238,0.6899035573,0.4181992114
159,0.4079853296,0.4327100515,0.4091306627,0.4073720276,0.3891976774,0.6199887395,0.4211325645
160,0.4012820721,0.4235827923,0.4037906826,0.3972146511,0.38458848,0.8602475524,0.4057163298
161,0.3943680823,0.4193694592,0.3883665502,0.3924611509,0.3835252225,0.5726578832,0.3980936706
162,0.3914971352,0.4095644951,0.3943674564,0.3935177028,0.3821281195,0.5349733829,0.3993290961
163,0.394297272,0.4125492275,0.393640548,0.3925693035,0.3822887838,0.5972643495,0.3953155577
164,0.3903821409,0.4058151245,0.3933194578,0.3895968199,0.3800399303,0.6383520961,0.3884272277
165,0.3867863715,0.3944249153,0.382352978,0.3853509426,0.3773771226,1.050297141,0.381170243
166,0.3870791495,0.4019415379,0.3913826048,0.3829332888,0.3730766475,0.9240579009,0.3806034625
167,0.3866380751,0.4133543074,0.3744072914,0.3736124933,0.3686974943,0.8350550532,0.3714183867
168,0.3913183212,0.3877720833,0.3770302832,0.3803733289,0.3759783804,1.571581364,0.3824274838
169,0.3589471877,0.3552365303,0.3580922186,0.3533509672,0.3526369333,2.915610075,0.3501981497
170,0.3571495116,0.3710575104,0.3526411951,0.3529570103,0.352263093,0.3711486757,0.3501931727
171,0.3630975485,0.3763714731,0.3576301038,0.354572773,0.3515957892,0.543070972,0.3518289626
172,0.3584423959,0.370590657,0.349427104,0.3523908854,0.3521852195,0.3520855904,0.35178864
173,0.3598245382,0.357509166,0.3518380821,0.3485895097,0.3492893279,0.706708014,0.3472356796
174,0.3573356569,0.3629108369,0.3484485149,0.3498688638,0.349804014,0.3511122465,0.3476047516
175,0.3541486263,0.3601108789,0.3423512876,0.351450175,0.3493421078,0.4627982676,0.3486587107
176,0.3533717096,0.3523655236,0.3619055748,0.3550403118,0.3501384258,0.3729417026,0.3505725861
177,0.3483322859,0.3609806299,0.3526449203,0.3458601534,0.3441157043,0.9911398888,0.3421849012
178,0.3472694457,0.3519866467,0.3541355133,0.3459323943,0.3465096951,0.4331600666,0.3436918557
179,0.3605264127,0.3826660216,0.3514584601,0.356566906,0.3530785739,0.6884000897,0.352481097
180,0.3631003201,0.3510150909,0.36375916,0.3606237173,0.3522429168,0.451316148,0.3523720503
181,0.3509200513,0.3793431222,0.3470582962,0.3473355472,0.3468807936,1.257461309,0.3454139531
182,0.3486115038,0.3702183664,0.3532913923,0.3526445329,0.3470015228,0.3578895032,0.3455599546
183,0.3540775478,0.3704000413,0.355606705,0.3518494666,0.349081248,0.3512005806,0.3473394811
184,0.3550725877,0.3584786952,0.3586384058,0.3562993109,0.3525702059,0.6177250743,0.350769639
185,0.3546655178,0.3664293289,0.3590741158,0.3596392572,0.3541236818,0.3865821064,0.3524977267
186,0.3404779434,0.3419007063,0.345903188,0.3464436531,0.3347640932,2.171393156,0.3374423981
187,0.3050475419,0.3407108486,0.3259425461,0.3186396062,0.2996394634,3.666889191,0.3155635595
188,0.2982378304,0.3128473759,0.3172019422,0.3145403266,0.2971793115,1.545520425,0.305137068
189,0.2988924682,0.302029103,0.3208421469,0.3154235184,0.2968145311,0.4982681274,0.3068118393
190,0.3007312715,0.3030540347,0.3045343161,0.3098665476,0.2944344282,0.5505039692,0.3000985086
191,0.2988657355,0.3081489503,0.3050535023,0.3031497002,0.2926915288,0.9602826238,0.2948805094
192,0.274043113,0.2743419707,0.2839149237,0.2823690474,0.2748471498,2.090404272,0.2736172676
193,0.2813247442,0.3007490039,0.3026496172,0.2969437242,0.2806152999,0.8141784668,0.2816458642
194,0.2776724398,0.2878181934,0.2868922055,0.2893094718,0.2784119546,0.5491330028,0.2783228457
195,0.285674274,0.3010733128,0.2891209424,0.2885070741,0.2847388983,0.2916408777,0.2850516737
196,0.2903380096,0.3042852581,0.293935895,0.2917721868,0.2847302258,0.286297828,0.2849483192
197,0.2946546972,0.2867821753,0.2916244566,0.2954940498,0.2877992988,0.4349302351,0.2894256413
198,0.2920902073,0.3039140403,0.2924085855,0.298980087,0.289098084,0.4105900824,0.2923609912
199,0.2760341167,0.2783437371,0.2816199064,0.2787034512,0.2698140144,2.143088102,0.2697656155
200,0.2948621511,0.2911201417,0.3003579378,0.2928320169,0.2876601219,0.364271313,0.2873220146
201,0.2955829799,0.3114298284,0.2950230539,0.2953895628,0.2906973064,0.3513646126,0.2902114093
202,0.3005405664,0.3024070561,0.303113848,0.3026210964,0.2963042259,0.3610422611,0.296130985
203,0.3045010269,0.3189703226,0.3059971035,0.3038544953,0.3002495468,0.6259378791,0.2996844947
204,0.2985589206,0.317124337,0.2974735796,0.3011420667,0.2986572087,0.6008372903,0.2983902991
205,0.3038491309,0.2994200587,0.3071214855,0.2982963622,0.298476845,0.3590633869,0.2979751527
206,0.3078511059,0.3035928905,0.2980649173,0.2955569923,0.2931745946,0.8660944104,0.2934009731
207,0.2962846458,0.2996626198,0.3119209111,0.3025149405,0.294315964,0.3399617672,0.2953120172
208,0.3388717175,0.3424274623,0.353453517,0.3446947038,0.3382853568,0.3696634769,0.3402189314
209,0.3426728547,0.3537004888,0.3544279039,0.3534940779,0.3405791819,0.5489377975,0.3435305655
210,0.3710416555,0.376475364,0.3807269633,0.373021245,0.3626995087,0.3878246546,0.3675374687
211,0.3694166243,0.3782843351,0.3823855817,0.3696521819,0.3611394465,0.4937509596,0.3640096188
212,0.3701390028,0.3886248171,0.3750138283,0.3722758293,0.3627501428,0.4833555222,0.3664845526
213,0.3670582771,0.3762383461,0.3858189583,0.3764246404,0.3650338948,0.3653891385,0.3687665462
214,0.3828604519,0.3857717514,0.3844440877,0.3846108913,0.3760977089,0.4141193628,0.3780550063
215,0.3867423534,0.3888444006,0.3903153837,0.3885016739,0.3759340346,0.5053685308,0.379358381
216,0.3766553402,0.3862685859,0.3915608227,0.3871311247,0.3745625019,0.6387646794,0.3806429803
217,0.4149524868,0.4180103838,0.4111634493,0.411328584,0.4035541117,0.4502122104,0.4064977169
218,0.4214096367,0.4274062216,0.4189304113,0.4167306721,0.4077014923,0.5180435181,0.4087889194
219,0.4383119345,0.4471513331,0.4320732057,0.4277271032,0.4277720749,0.5747249722,0.4272798002
220,0.4395802915,0.4436236918,0.437533468,0.4316432476,0.4274967909,0.4594614208,0.4272588789
221,0.4420040846,0.4431774914,0.4381825924,0.4305440485,0.4276756346,0.4319084883,0.4272825718
222,0.4410065711,0.4350169897,0.436986059,0.4276734293,0.4278362691,0.7015061975,0.4271701872
223,0.4377110898,0.4455242157,0.4260042608,0.4299435914,0.4308834374,0.4312566221,0.4303813875
224,0.4518139362,0.4451720715,0.4347602427,0.4412470162,0.4393297732,0.5327136517,0.43838346
225,0.445664376,0.4464724958,0.4457719028,0.4388688505,0.4400626719,0.4410975873,0.4392597675
226,0.4491091967,0.4476066828,0.4348891079,0.441344589,0.4399986267,0.4423225224,0.4392393529
227,0.4487517774,0.4617913663,0.445609957,0.4425915182,0.4442434609,0.4630632102,0.4431777894
228,0.4482009709,0.455517143,0.4479792118,0.439270854,0.4440743625,1.639149189,0.4451301396
229,0.4451269209,0.4524868727,0.4308668077,0.4435776472,0.4421305656,0.6153203249,0.4416529238
230,0.4464897215,0.4510258734,0.4352799654,0.4368494451,0.4365296066,0.993711412,0.4351423085
231,0.4133779705,0.4160225391,0.4104652405,0.4161763489,0.4114315808,2.78247714,0.4134693146
232,0.417753458,0.4255917966,0.4053561985,0.4087543488,0.4094288349,0.6274434924,0.4097745717
233,0.420925349,0.4217195511,0.4105778635,0.4161945879,0.4125461876,0.4276273549,0.4131156206
234,0.4246754348,0.419326067,0.419051379,0.4200286865,0.4160313308,0.422809124,0.4174369574
235,0.4217732847,0.4325034618,0.4174630642,0.4201963842,0.4157277644,0.471736908,0.4162364304
236,0.4014095962,0.4064749181,0.4126470983,0.4034050405,0.4018011987,1.812389016,0.4013061523
237,0.4065183103,0.3989549577,0.3973022997,0.4032608569,0.4037385881,0.4029646814,0.4031118453
238,0.4106419981,0.4047003686,0.4019782543,0.4039870501,0.4031945765,0.4493738115,0.4024741948
239,0.4007653892,0.4008449614,0.396474272,0.4015398026,0.4015926421,0.5983448625,0.4012321234
240,0.4035003185,0.427025795,0.3937216699,0.3975165784,0.3997034132,0.6608211398,0.3991909325
241,0.3989352286,0.4079464376,0.3964201212,0.4008766711,0.3991964161,0.4610793591,0.3986981213
242,0.3938227594,0.3985410929,0.3985520601,0.3972583711,0.3971129656,0.5945962071,0.3968472779
243,0.3957393169,0.4001514912,0.3997739255,0.3996905088,0.398701638,0.422875315,0.398906678
244,0.395408392,0.3942382336,0.3921874464,0.3985097408,0.3980652094,0.4816497266,0.3978359699
245,0.4264464676,0.4253994524,0.4242217839,0.4245158136,0.4226057529,0.432407409,0.421687603
246,0.4258109331,0.4315651953,0.422254324,0.42789042,0.4234922826,0.47021842,0.4227861464
247,0.4371767044,0.4391318858,0.4323259592,0.4310917854,0.4296147525,0.4354112148,0.4292677343
248,0.4228254855,0.4226759672,0.4318448603,0.4228026867,0.4169849455,2.033646584,0.4180422723
249,0.4251048565,0.4302749634,0.4191509783,0.4206686318,0.4175335467,0.4438043535,0.4179666042
250,0.4233310223,0.4319937229,0.4138776958,0.4200565517,0.4170045853,0.71571666,0.4187892377
251,0.4178746641,0.4098657072,0.4169311523,0.4122971296,0.4110154808,1.282323718,0.4108201563
252,0.4193513393,0.4293654859,0.4110001624,0.4135793746,0.4113885462,0.4995600283,0.4110743105
253,0.5213809609,0.528736949,0.5248901248,0.5203655362,0.5186352134,1.20407927,0.5167627931
254,0.5038161874,0.5123605132,0.5053206086,0.5058322549,0.5042210221,2.152304411,0.5046015382
255,0.5030633807,0.5073783994,0.5043475032,0.5046969056,0.5048950315,0.5254129767,0.5042986274
256,0.5025313497,0.5022717118,0.5049895644,0.5051109195,0.5048846602,0.5086710453,0.5046830773
257,0.5047033429,0.5072837472,0.4994945526,0.508869648,0.504453361,0.5536330342,0.5048136115
258,0.5146069527,0.5171656013,0.5095825791,0.5079445243,0.5103406906,0.53581357,0.512597084
259,0.5105671883,0.4992922843,0.5091357827,0.5102155805,0.5111145973,0.7473980784,0.5120308995
260,0.5149416924,0.5168651938,0.513481915,0.5140452981,0.5165400505,0.5456035137,0.5159379244
261,0.5112883449,0.5173122883,0.5120382309,0.5082555413,0.5128619075,0.93807441,0.5112845302
262,0.5192392468,0.5239672065,0.5126485825,0.5138268471,0.5127766728,0.6517537236,0.5113421082
263,0.5160031915,0.5092942715,0.5134665966,0.5135555863,0.5151259899,0.5165426731,0.5143303275
264,0.5070921779,0.508452177,0.5138214231,0.5116784573,0.5100228786,2.388890266,0.5124799609
265,0.5118274689,0.5134106278,0.508846283,0.5070046782,0.5087280869,0.6435976624,0.5127338171
266,0.5103365779,0.5136094689,0.5031337142,0.5101124644,0.5087770224,0.5088956356,0.5129222274
267,0.5736433864,0.5558492541,0.5634230971,0.5727207661,0.570302248,0.7858194709,0.5676096082
268,0.5703551769,0.5733516216,0.5676515698,0.5743495822,0.5723978877,0.6000723839,0.5694553852
269,0.5717576146,0.5811614394,0.5718177557,0.5745897889,0.5726032853,0.6177084446,0.5694125295
270,0.5700033903,0.5621073842,0.5588228106,0.5735804439,0.5734016299,0.608576417,0.5715433955
271,0.6043677926,0.608786881,0.6044977307,0.6065905094,0.6094539762,0.7602594495,0.6035723686
272,0.6609541178,0.6589112878,0.6536762714,0.6618338227,0.6652516127,0.8165363669,0.6621744633
273,0.6573614478,0.6667987704,0.6576679349,0.6679282784,0.6654202938,0.6647979617,0.6621694565
274,0.663417995,0.6768462062,0.6639304757,0.6647809148,0.6665909886,0.8941636086,0.6634805799
275,0.6456987262,0.6593727469,0.6527346373,0.6556734443,0.6577810049,1.798234344,0.6540580988
276,0.6547124982,0.6702449322,0.653560102,0.6558672786,0.6574702263,0.6755190492,0.6539055705
277,0.6533216834,0.6643529534,0.6488115191,0.6512037516,0.6555091739,1.061224103,0.6520885229
