window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend
13,0.460128665,0.3120379448,0.3284599185,0.6278640628,0.4422458708,0.2175351381,0.5804635882,0.1442514062,0.2953803539,0.2574585378,0.5363911986,0.3120957613,0.4649288952,0.1104723588,0.1675641537
14,0.4598843157,0.3244681358,0.1602505893,0.6306977272,0.4472294748,0.2183764726,0.6326456666,0.2410684079,0.4004621804,0.1823444217,0.5878355503,0.4030300677,0.4685329199,0.1702010185,0.1933795065
15,0.4746426344,0.3607698381,0.1529856622,0.6364683509,0.4422894418,0.2225561887,0.5256797671,0.7494018078,0.6915183067,0.2641704679,0.6606276631,0.5662505031,0.4677817822,0.2625573874,0.2519807518
16,0.4729475975,0.3329733312,0.1523968577,0.6421356797,0.4461499751,0.2299459726,0.533513546,0.4483836591,0.5395923257,0.1827326566,0.609608531,0.4316664636,0.4718799591,0.178342104,0.1942468435
17,0.4840370715,0.3400264978,0.1460728794,0.6479063034,0.4573526084,0.239075765,0.6084843278,0.3712695539,0.4968364239,0.1868547946,0.6274163127,0.4591837823,0.4807147086,0.1871787757,0.199548915
18,0.4994963109,0.3711667061,0.1453522593,0.6550347805,0.4674516022,0.2547825873,0.6404998302,0.5502481461,0.6012246013,0.2573355734,0.6886763573,0.5928700566,0.4897932708,0.2563123405,0.2468257397
19,0.4834671915,0.3360628188,0.1619223952,0.6546215415,0.4661240876,0.2604843676,0.6644110084,0.2728733718,0.4350565672,0.1781492978,0.6226950288,0.4423484504,0.488576442,0.1742837876,0.1897040606
20,0.477714628,0.3197406232,0.2806987464,0.6535146236,0.4615651667,0.2581898868,0.7346079946,0.1376690269,0.2932255566,0.2021450847,0.5747899413,0.3558438718,0.4851055145,0.1339686066,0.1677571535
21,0.4709267318,0.3220699728,0.2858812809,0.653514564,0.4592853487,0.2603241503,0.8092439771,0.1487675756,0.2732718587,0.2035022527,0.5733138919,0.367272526,0.4836708605,0.1522818655,0.1781628877
22,0.4735144377,0.3226462603,0.4600076377,0.6549314857,0.4445681274,0.2593332529,0.7677639127,0.1951688677,0.2536132634,0.2875601649,0.5397434235,0.3242971599,0.4751032889,0.1507862955,0.1879795045
23,0.4674600065,0.3288707137,0.5165609121,0.6602002978,0.4311259985,0.2631700337,0.703777492,0.2156686932,0.2962511182,0.3153187335,0.5326375365,0.3275375068,0.4688098431,0.1770385951,0.2084578872
24,0.4646944106,0.3342224061,0.5758473277,0.6658676267,0.4305967391,0.2680481076,0.7991585732,0.3024497926,0.2801346183,0.3433251381,0.5262408257,0.33059901,0.4707934856,0.2034030408,0.228392005
25,0.4534839094,0.3365902901,0.5354365706,0.6658676267,0.4290122688,0.2732555568,0.8724395633,0.3551973104,0.289152205,0.3161347508,0.5279065967,0.3464407921,0.4698866308,0.2270627022,0.2388509959
26,0.4461640418,0.3384899199,0.5243635774,0.661144793,0.4235173762,0.2768143415,0.8891706467,0.379991889,0.2991881073,0.3080116808,0.524091661,0.3542609215,0.4646653831,0.2428305596,0.2476201057
27,0.4441883862,0.3455273807,0.6900388598,0.6580750346,0.4184645414,0.2811808288,0.9327142835,0.5792638063,0.2998817563,0.3983814716,0.5012282729,0.3320205212,0.4603666365,0.260047704,0.2736503184
28,0.4381817877,0.3491391838,0.7213464379,0.6513008475,0.4146206379,0.2847300768,1.008496284,0.7545526624,0.3171937168,0.4140662253,0.492100209,0.3320928514,0.4554200172,0.2768753767,0.287191391
29,0.4126442373,0.3480174243,0.642378211,0.6396118999,0.4102313519,0.2868590355,1.057299614,0.7857229114,0.326934427,0.3670827448,0.4901374578,0.3418761194,0.4483835399,0.2843218148,0.285464853
30,0.4040975273,0.3485046625,0.6007851362,0.6252222061,0.4084358215,0.2878645957,1.144676924,0.9196580052,0.3385347426,0.345546335,0.4850355387,0.3468897343,0.4421004355,0.2877061367,0.2849295437
31,0.3909328878,0.349552393,0.5546646714,0.6085301638,0.3996448815,0.2889415026,1.063028574,0.7785502076,0.330830723,0.324871093,0.4799786806,0.3529070318,0.4307910502,0.2893924415,0.2847771645
32,0.3792583048,0.3512483537,0.5088781714,0.5943618417,0.385335654,0.2898083031,0.8407232761,0.4710973203,0.3287054598,0.305775404,0.477306217,0.3608701229,0.4166762531,0.2896759808,0.2837828696
33,0.3562995493,0.3524027169,0.5099007487,0.5859936476,0.3719700873,0.2910779715,0.65563941,0.3436264992,0.3624438345,0.3066868186,0.4704394341,0.3584025204,0.4048247337,0.2923699319,0.2874537706
34,0.3422475755,0.3563210964,0.428891331,0.5833371282,0.378542304,0.2936020792,0.776696682,0.3719041348,0.3497513533,0.2763838768,0.4845935404,0.3971317708,0.4084543288,0.3023784459,0.2843221724
35,0.3369468749,0.3604385555,0.403367877,0.5789242387,0.3786324263,0.2973208427,0.7744930387,0.3600234091,0.3547102511,0.2721719444,0.4871425331,0.4121085107,0.4073570967,0.3077861965,0.2857967317
36,0.3385383189,0.3879100084,0.3327756822,0.5796917081,0.3728087842,0.3075157106,0.6096910238,0.4264965057,0.4942388833,0.3131715357,0.5383934379,0.5444431901,0.4047994912,0.3508840501,0.3045391142
37,0.3528527319,0.3986806571,0.3345712423,0.5823482871,0.3744565547,0.3218661249,0.5706464052,0.5119788647,0.5457467437,0.3348765075,0.5506861806,0.5743100643,0.4074612558,0.364220053,0.3133303225
38,0.3311515749,0.4028824568,0.3383023739,0.5840750337,0.3800841272,0.338198185,0.5932231545,0.4819744527,0.5298368931,0.3391478956,0.5519488454,0.5759129524,0.4121669829,0.3680277169,0.3179865777
39,0.3375305235,0.4222085476,0.3594072163,0.5845915675,0.3773635924,0.359978646,0.4965192378,0.7609873414,0.6671221256,0.3916327059,0.5772073269,0.6378930211,0.4108728468,0.3960451782,0.338170141
40,0.3244742155,0.3957550228,0.352000922,0.5846506357,0.38027668,0.3728242218,0.4966762066,0.5846506357,0.5846506357,0.3139194548,0.5290715098,0.5205450654,0.4128112495,0.3578623235,0.314801842
41,0.3298293054,0.3853031695,0.3731171191,0.5846505761,0.3821341097,0.3800634444,0.4962624311,0.5135727525,0.5476948619,0.2944482863,0.506074369,0.4699549377,0.4140223563,0.346393019,0.3102026582
42,0.3228022754,0.3663811684,0.4472631514,0.5853147507,0.3817025423,0.3766207695,0.4946100712,0.4087418318,0.4842767715,0.2897896767,0.4646203518,0.3870117664,0.414032191,0.3304817975,0.3065737486
43,0.3216399252,0.360171169,0.520892024,0.5868644118,0.3745203018,0.3692615032,0.4290117919,0.4602939188,0.5179118514,0.3129697144,0.4447619021,0.3549494445,0.4100048542,0.3353250921,0.316370517
44,0.3124102652,0.3616482019,0.5566450953,0.5895209908,0.3781692982,0.363761425,0.4742538035,0.4014953375,0.4781519473,0.3261830211,0.4425349236,0.3552690446,0.4134513438,0.3498741388,0.3285137713
45,0.3136321902,0.3597618043,0.6203190684,0.5914691091,0.379249692,0.3570301533,0.5055071712,0.3718598783,0.4462436736,0.3517518044,0.4316170216,0.3419905603,0.4149428904,0.3626377583,0.3421281576
46,0.3062753379,0.3621327877,0.6545179486,0.5937714577,0.3851036131,0.3526051044,0.5972847342,0.3821319342,0.4082547724,0.3663530052,0.4283947945,0.3425926864,0.4196871221,0.3787257671,0.3549585342
47,0.3101162016,0.3771392405,0.5851268172,0.5937715173,0.384321332,0.3548227251,0.574047029,0.3840210438,0.4460370541,0.3420386016,0.4494377673,0.3854930401,0.419344753,0.394364357,0.3598453104
48,0.3154069185,0.3915170133,0.5562207103,0.5940518975,0.3862781525,0.3607833385,0.5722514987,0.4019823372,0.4693262577,0.3416475952,0.4659912586,0.4213688374,0.4208452404,0.4103257656,0.3688426018
49,0.3149521649,0.3785627782,0.6527626514,0.5952473283,0.3857224286,0.3613581657,0.5505601764,0.4004327059,0.4549808502,0.3725059032,0.4346364439,0.3703012466,0.4210616648,0.4166455269,0.3833229244
50,0.3167395592,0.386793226,0.6454065442,0.5958967209,0.3904260099,0.3633622229,0.6060925722,0.4109408855,0.4435575902,0.3730099201,0.4408768713,0.3858332932,0.4244596064,0.4294840395,0.3915856779
51,0.3195792437,0.3831337988,0.6859130263,0.5941994786,0.3907800913,0.3624245822,0.6224394441,0.4334774017,0.4341415167,0.3899880946,0.4276064336,0.3696202338,0.4242279828,0.4362579584,0.4002723992
52,0.3055564463,0.3570394814,0.9882411361,0.5899489522,0.390599817,0.3495866358,0.7242693305,0.7883942723,0.4309536517,0.5528828502,0.3714476526,0.3058565557,0.4223720133,0.4615375996,0.4420973957
53,0.3047965765,0.3524150848,1.17037046,0.5799868703,0.3826975822,0.3361915648,0.7339715958,1.024695754,0.4619468749,0.6720915437,0.3521703184,0.3035481572,0.4132281244,0.4887344837,0.4771318436
54,0.3107457459,0.3549368382,1.535573483,0.566763103,0.3687490225,0.3234052956,0.6907745004,1.325064421,0.512008369,0.9307505488,0.3364249766,0.3345983028,0.3984004259,0.5493054986,0.553769052
55,0.316485554,0.3572191298,1.644227028,0.5524176359,0.3536363542,0.3179900646,0.6076583266,1.226476312,0.5037139058,1.004997492,0.3334225118,0.3495704234,0.3818308413,0.5744044781,0.587567389
56,0.3233086169,0.3605642319,1.76322937,0.5386772752,0.3430823386,0.3190293014,0.6112051606,1.403388619,0.5371276736,1.084502339,0.33298558,0.3666729033,0.3681128323,0.6011691689,0.6200380325
57,0.321079731,0.3562241495,1.624808431,0.5243908763,0.3340350688,0.3242382109,0.5775685906,1.220528722,0.5097503066,0.9726715684,0.3305341303,0.3449138701,0.3551471233,0.5808981061,0.5986098647
58,0.303445667,0.3517280519,1.277593255,0.5148272514,0.3309153318,0.3277800381,0.6074271798,1.05325377,0.486151129,0.7186553478,0.3307171166,0.3076696098,0.3490012586,0.5259124637,0.5275751948
59,0.3113039434,0.3519717455,1.280623794,0.5038910508,0.3274158537,0.3317068517,0.6171678305,1.137924194,0.502120018,0.7215120196,0.328134805,0.3089806139,0.342118293,0.5289842486,0.5319085121
60,0.3198827803,0.3521721363,1.283033252,0.4931024611,0.3239119947,0.3365337849,0.605348289,1.165213108,0.5103701353,0.7250397801,0.325645566,0.3108192682,0.3353447914,0.5330404043,0.5380401015
61,0.319217205,0.3535934389,1.2256459,0.4854722321,0.3217308223,0.3425333798,0.5554248691,1.013065815,0.491051048,0.6878190041,0.3249961138,0.3095984757,0.3306728005,0.5301092267,0.5350725651
62,0.325155735,0.3601679504,1.060484886,0.4828747213,0.3226138055,0.347066015,0.4814760983,0.7013033032,0.4504056275,0.5808716416,0.3300075531,0.3081092834,0.3298544586,0.5112754107,0.5103315115
63,0.3375170231,0.380522877,0.834871769,0.4838192463,0.3273777068,0.3459737003,0.4947133958,0.5829976201,0.4427311122,0.4512161911,0.3487805426,0.3304788768,0.3338026702,0.4841293097,0.4666984379
64,0.3498997688,0.4027303457,0.7370307446,0.4866529405,0.3357420862,0.3462954462,0.5440734029,0.600944221,0.4531211853,0.4130042493,0.3690164387,0.3642332256,0.341137141,0.480506897,0.4537010193
65,0.3701369464,0.3963911831,0.8099226952,0.4890142977,0.3460403383,0.3516560495,0.7006187439,1.073812604,0.5419685245,0.4548096955,0.3610590398,0.3498118818,0.3500706851,0.5004834533,0.476248771
66,0.3960407972,0.4204956293,0.7065911889,0.4877155721,0.3565764129,0.3567993641,0.7915611863,1.168327212,0.5698034167,0.4231371582,0.3846372068,0.3877665997,0.3579059541,0.4921529293,0.4635326862
67,0.4363316,0.4486625195,0.6284884214,0.4839963913,0.3663369715,0.3615661561,0.8386566043,1.134795547,0.5699509978,0.4191492498,0.4135647714,0.4376944304,0.3645944893,0.4857450724,0.4569712579
68,0.4698205888,0.4636083841,0.6058116555,0.4812807739,0.3778409064,0.3717840612,0.8105949759,1.046597481,0.5599150658,0.4350670278,0.4316906929,0.4632903636,0.3727124929,0.4869211614,0.463735193
69,0.4922814369,0.4688966274,0.5978391767,0.4792883396,0.3903188705,0.3839240074,0.8590192795,1.199925542,0.6001620293,0.4483788908,0.441660136,0.471573025,0.3815355301,0.4881688058,0.471737951
70,0.5410788059,0.4821925461,0.5819202065,0.4748459756,0.3998943865,0.3957900107,0.8306820393,1.102503419,0.5846505761,0.4680675268,0.4605891705,0.4970115721,0.3878451884,0.4865059555,0.4769002497
71,0.51734972,0.4115424454,0.6666328907,0.4697099626,0.4079539776,0.4058576524,0.7308494449,1.408598542,0.6614548564,0.4817620814,0.4042220414,0.4034340084,0.3928235471,0.4958140552,0.495988518
72,0.5310114026,0.3806294501,0.7952198982,0.4636146128,0.4129646719,0.4112923145,0.6998484731,1.773713708,0.7559547424,0.5768269897,0.3865188658,0.4003004134,0.3949119747,0.5242718458,0.5305026174
73,0.5739888549,0.4082531929,0.6296183467,0.4566337764,0.4162868559,0.4153782129,0.6551539302,1.263933897,0.6389035583,0.4821504653,0.414475292,0.4146212041,0.3956979215,0.4865624905,0.4956592023
74,0.6053170562,0.4126767814,0.5885041952,0.4502580166,0.4185377061,0.4180943072,0.6154348254,1.090548873,0.5989665389,0.4696522951,0.4240292013,0.4238048494,0.3959073126,0.4738069475,0.4865817726
75,0.6807627678,0.5325923562,0.5975117087,0.4486050308,0.4180541039,0.4205051959,0.5835489631,0.5468978882,0.46906057,0.5786627531,0.5310921669,0.5914725661,0.3962447345,0.4755037725,0.4908209741
76,0.6981914639,0.5795593858,0.681332171,0.4490183294,0.4168559015,0.4285683632,0.5844313502,0.4886896312,0.4561024606,0.6884768605,0.5772585869,0.6720787883,0.3965013921,0.4920656979,0.51243788
77,0.6262682676,0.4758308828,0.5222518444,0.4468930066,0.417314142,0.4341115952,0.6005539298,0.7014508247,0.5047470927,0.5026493669,0.490644902,0.5105030537,0.3968139589,0.4437656403,0.4639897048
78,0.5251325965,0.3691898882,0.4855308533,0.4394546747,0.4183374941,0.4293763936,0.666474998,1.450011373,0.6865150332,0.4413394034,0.4093391895,0.410933733,0.3950338662,0.4260352552,0.4420382082
79,0.4957034588,0.3458716869,0.4839517176,0.4274115562,0.4159964025,0.423730731,0.5609053373,1.1809901,0.6168245673,0.4485950172,0.3983005583,0.4075068235,0.3906064332,0.4187114239,0.4376602471
80,0.4571523666,0.3258835077,0.495508194,0.4184235632,0.4150494039,0.4182882011,0.5564200282,1.329772353,0.6527176499,0.4664361477,0.3890224397,0.4106220007,0.3870746195,0.4169496298,0.4372054636
81,0.4499029219,0.3502381742,0.4396727383,0.4115164578,0.4157516062,0.4171845019,0.5854254365,1.265159011,0.6343135834,0.4266994298,0.4086127281,0.4119644165,0.3852906227,0.3972387016,0.4232557714
82,0.4035284817,0.3221348524,0.4519537389,0.4008902311,0.415112704,0.4155788124,0.514942646,1.136640191,0.5973283648,0.4464701712,0.3939940929,0.4146639407,0.381827265,0.3956872523,0.4231361449
83,0.4005629122,0.3300323188,0.4260945618,0.3944406509,0.415086478,0.4149626791,0.5021884441,1.017847538,0.5644606948,0.4282838404,0.401532799,0.4144915044,0.3797939718,0.3844861686,0.4156672657
84,0.358538121,0.2838118076,0.518434763,0.3846999705,0.4140309095,0.4143650234,0.5335709453,1.68411386,0.7365176082,0.527718544,0.3797945976,0.4517018497,0.3751113117,0.4079519212,0.4353760779
85,0.3577660024,0.295797199,0.4572923183,0.3744721413,0.4130089283,0.4159339964,0.51568681,1.454276681,0.6749295592,0.4731161594,0.3889730275,0.4365603626,0.3710002005,0.3860118389,0.4197735488
86,0.3228544891,0.2645246983,0.5734644532,0.3640673161,0.4113356173,0.4220168591,0.4842303693,1.73196137,0.7501251101,0.6013400555,0.3836853206,0.5011380315,0.3662623465,0.4183553755,0.4510769546
87,0.3392879069,0.2798013389,0.4791097641,0.3578686416,0.4120646417,0.429611057,0.4515116513,1.275740862,0.6294284463,0.5085522532,0.3928595483,0.4656457007,0.3647992611,0.3882931173,0.4280584157
88,0.3578736782,0.3152993321,0.3895075321,0.3542822897,0.4137607515,0.431789428,0.4248707294,0.7456235886,0.4805280864,0.4135467112,0.4118133485,0.4276572764,0.3649247587,0.3538192213,0.4006517828
89,0.3268902898,0.2988284826,0.4050501883,0.3519799709,0.4162647426,0.436206311,0.4098707736,0.6211488843,0.4437051713,0.4366830885,0.4067983925,0.4424191713,0.3657341897,0.3602234423,0.4078883231
90,0.306633383,0.2849313915,0.4371303022,0.3512715101,0.4185488522,0.4432275295,0.4100476503,0.5888863206,0.4346581399,0.4746229947,0.4034249783,0.4640175998,0.3667337894,0.3728637695,0.4214192331
91,0.3125563562,0.3004631996,0.4047807157,0.3510501385,0.4209522903,0.4468872249,0.4181211889,0.4366505146,0.3849951029,0.436522603,0.4102190435,0.4458806217,0.3679389656,0.3600330055,0.4111851156
92,0.3146165013,0.309334904,0.3945119679,0.3522898853,0.4229053557,0.4495866001,0.4231970012,0.3963887691,0.3711514473,0.4230041504,0.414992094,0.4397988617,0.3695492744,0.3560073078,0.4079538286
93,0.2898465693,0.2874043286,0.4486264884,0.3550792634,0.4266278446,0.4580644667,0.435842663,0.4220246375,0.3828846216,0.4834223092,0.4079751968,0.4714172781,0.3727318943,0.3803402483,0.4328400195
94,0.2603727579,0.2652580738,0.5728636384,0.3579129279,0.4290319383,0.473431915,0.4362983704,0.5428097248,0.4276920259,0.6115121245,0.4052687883,0.5360528827,0.3750317395,0.4268850386,0.4804707766
95,0.2207086235,0.2464478463,0.9260005355,0.3678750694,0.4350127876,0.5085359812,0.4450075626,0.8290545344,0.5290399194,0.9645188451,0.4253018796,0.7166454196,0.3819569647,0.5479970574,0.6052111983
96,0.1984998435,0.2594275773,1.562826514,0.3843457401,0.4484221935,0.5725192428,0.510518074,0.986027956,0.5945094228,1.580879569,0.4881694019,1.029458761,0.3942640126,0.7547262311,0.8288357854
97,0.2007961422,0.2769985497,1.873469472,0.4094502628,0.467063576,0.6557559371,0.5947816372,0.8672351837,0.5784814954,1.844913125,0.5255108476,1.147157788,0.4128983021,0.8692250848,0.9594798684
98,0.2041216642,0.2986892164,2.239220381,0.4347023666,0.4789362848,0.7537782192,0.5831434131,1.094002366,0.6736750007,2.144648075,0.5661449432,1.272569537,0.4283592403,1.00077939,1.100407243
99,0.2155851573,0.3124227524,2.425868273,0.4663597643,0.4983589649,0.8623225689,0.593002975,1.156357884,0.7206814289,2.263836145,0.589510262,1.305136204,0.4504652917,1.08544457,1.192585588
100,0.2287460119,0.3273072541,2.620654821,0.4994782507,0.5193407536,0.9751852155,0.5848527551,1.28980577,0.7922757268,2.386820555,0.6144810319,1.339088082,0.4741035998,1.174695969,1.28763485
101,0.2641491294,0.376091212,3.211374283,0.5484918356,0.5486090183,1.119480968,0.5633015037,1.779720426,0.9926692843,2.876074553,0.6954981685,1.558551669,0.5090916157,1.395632148,1.518857598
102,0.2956692278,0.3893462121,3.317649126,0.5969002843,0.5887634754,1.258908391,0.6009473801,1.70793438,1.010733962,2.906277418,0.718018055,1.548672199,0.548786521,1.472992539,1.603885293
103,0.3291789591,0.4122209251,3.555079699,0.6423718333,0.6139418483,1.394343019,0.5184033513,2.266565561,1.233088374,3.055147886,0.7556074262,1.596076846,0.5807607174,1.588505149,1.715049624
104,0.3953417242,0.4918291569,4.375223637,0.6923152804,0.6564323306,1.56595993,0.5118729472,2.937111616,1.495925784,3.741308451,0.8812098503,1.916320682,0.6215835214,1.887657523,2.037368536
105,0.4667383432,0.5548012257,4.966421604,0.7454465032,0.7110671401,1.756008148,0.5443163514,3.200495481,1.632576466,4.206167698,0.9809657931,2.12545681,0.6689727902,2.122208834,2.297661781
106,0.4944556952,0.5552814007,4.928078175,0.8012785912,0.7674633861,1.925141692,0.5619571805,3.098792315,1.652146339,4.089603901,0.9905998707,2.044343233,0.7194547653,2.167244196,2.348058462
107,0.9791705608,0.4227201939,3.517977953,0.8514139056,0.8239399791,1.975934982,0.6129106879,1.948840141,1.297760844,2.762889862,0.8002335429,1.378372788,0.7699001431,1.76887846,1.909781098
108,0.8433046937,0.4136334956,3.299466848,0.8998961449,0.8676199913,1.99565506,0.5951144099,1.944574952,1.331558347,2.52731061,0.7854463458,1.257784009,0.8146848679,1.740087509,1.865155578
109,0.8202095628,0.3719605505,2.69776845,0.9414565563,0.8803958893,1.953666687,0.4536309242,2.20173049,1.456830025,1.977747083,0.7168270946,0.9948052764,0.8434605002,1.571513295,1.64775598
110,0.7993806005,0.3770315349,2.551013947,0.9807146192,0.8965654969,1.903616905,0.3612184227,2.801523447,1.703742623,1.845336914,0.7250037193,0.9456340671,0.8731368184,1.552648544,1.601971745
111,0.8049519658,0.3676148951,2.253820658,1.007413149,0.9535606503,1.825668812,0.4850188196,1.964897633,1.416730523,1.602692962,0.7129731178,0.8504504561,0.9148225784,1.468059182,1.521549225
112,0.8642331958,0.4645595253,3.015904188,1.056426764,1.004936695,1.839905143,0.4966767132,2.751137495,1.747576118,2.250091076,0.8692385554,1.183377147,0.9651204944,1.781613469,1.85868752
113,0.8784223199,0.4872304499,2.98658824,1.109100461,1.042547584,1.853587508,0.4357059896,3.329545021,1.997942567,2.21949935,0.9060840607,1.189272761,1.01162231,1.813451409,1.873283744
114,0.8749262691,0.4822356701,2.685842752,1.155088544,1.122778296,1.840026855,0.5922957063,2.410875559,1.692304969,1.968629003,0.9030313492,1.092992425,1.07450366,1.739925504,1.806940913
115,0.831451416,0.4102899134,1.725782037,1.197593689,1.184680581,1.73662889,0.7614795566,1.25659883,1.22674191,1.170278311,0.7804002762,0.7221529484,1.126891494,1.391942501,1.429962754
116,0.7976229191,0.3836876452,0.933013916,1.23571527,1.208475232,1.554902196,0.7893236279,0.7894126773,0.9771431088,0.5668157935,0.689989388,0.459467411,1.159058452,1.044651508,1.033720613
117,0.8268737793,0.4185117781,0.6989714503,1.267372727,1.245633721,1.364894032,0.9610273838,0.6386526227,0.8113293052,0.4318761826,0.7022440434,0.430356741,1.193057895,0.9122872353,0.8895125389
118,0.8509619832,0.4749094546,0.5988724828,1.292152524,1.259500504,1.187618136,1.0201298,0.6663842201,0.7578880787,0.4073852599,0.7416993976,0.4561767578,1.211872101,0.8232181072,0.791097343
119,0.9206412435,0.5500662327,0.5892849565,1.316637158,1.277148604,1.04114747,1.087381721,0.7371225357,0.7289905548,0.4545195401,0.8085496426,0.5211164355,1.231547713,0.7697069049,0.7387250066
120,0.9936368465,0.6128746867,0.6429318786,1.34810257,1.29794991,0.9530181885,1.1003232,0.6980710626,0.783641994,0.5040305257,0.8934777379,0.5846789479,1.256423354,0.8133444786,0.7958593965
121,1.185047865,0.6719291806,0.7479273677,1.395876527,1.343284965,0.9271285534,1.155903697,0.6979086995,0.8906866908,0.5773116946,0.9939907193,0.6655203104,1.301952243,0.9281355739,0.9284811616
122,1.274093747,0.7383951545,0.9313344955,1.456387162,1.419617057,0.9458138943,1.343430519,0.7430112958,0.97183007,0.7244227529,1.108184338,0.7899926305,1.369487643,1.090071082,1.110747814
123,1.371890664,0.7990007997,0.8240590096,1.484782815,1.443306446,0.9230882525,1.404005408,0.7352778316,0.9060062766,0.6723191142,1.150184274,0.7924357057,1.394119382,0.9947006106,1.015814304
124,1.418430328,0.835164547,0.9068543315,1.509503722,1.452476859,0.9144576192,1.385985374,0.7675254941,1.01064539,0.7449467778,1.210899472,0.8608919978,1.410049081,1.074286819,1.098917365
125,1.46947062,0.8724360466,1.134702086,1.542445064,1.475839019,0.9351382256,1.401465535,0.9420617223,1.191247463,0.9431653023,1.292364955,1.000794768,1.437697291,1.247466087,1.275070548
126,1.53318131,0.923854351,1.417402864,1.584758162,1.510902047,0.9803463817,1.420338154,1.225236773,1.392245889,1.202863812,1.385473847,1.175163388,1.476204872,1.42860651,1.456264138
127,1.580039024,0.9588335156,1.49361372,1.619824886,1.537560105,1.021309257,1.428974986,1.363614082,1.486052155,1.284222484,1.437041879,1.244395733,1.506918073,1.485251784,1.51026094
128,1.606390953,1.023283243,1.878091931,1.667761207,1.584600806,1.09158814,1.478078365,1.740610003,1.703831315,1.645829797,1.548367977,1.476389527,1.554431796,1.702000976,1.727152348
129,1.658890247,1.032772422,1.608512878,1.707535744,1.60749054,1.138357401,1.423517346,1.707535744,1.707535744,1.410500526,1.54355669,1.365550399,1.585615754,1.586801887,1.604706168
130,1.692672253,1.085477591,1.913403869,1.745686889,1.640067577,1.200262904,1.428753257,2.153617144,1.940796852,1.707521796,1.638896346,1.563549399,1.621063828,1.758848786,1.773295045
131,1.716074824,1.106258631,1.913518071,1.775204301,1.640727997,1.253572822,1.273238063,2.782396317,2.235940933,1.72338295,1.673957705,1.595698953,1.636085629,1.773928046,1.773795128
132,1.732565045,1.144188046,2.141716719,1.795925498,1.661038756,1.315835118,1.262550235,3.278287888,2.457409859,1.961953163,1.753309131,1.763559341,1.657159209,1.894533753,1.891951561
