window_index,DLinear,PatchTST,iTransformer,TimeMixer,FreTS,TimeXer,ZeroPred,Persistence,HAR_EWM
22,0.1349147409,0.1649003178,0.1442286819,0.1527872533,0.1430209428,0.1360354275,0.1585139632,0.9631893039,0.2454763502
23,0.1222039163,0.140221253,0.1195076704,0.1423686147,0.1420166939,0.1418503523,0.1419782043,0.5811776519,0.1981144994
24,0.1129928455,0.1278045923,0.108567737,0.1195364594,0.1340347975,0.1295300722,0.1310469955,0.4953999519,0.1616248488
25,0.1140590981,0.1336595565,0.1210215017,0.1080759689,0.1254989654,0.1191119552,0.1338965893,0.194594577,0.1633306593
26,0.1274958253,0.1349811703,0.09732518345,0.1231568679,0.1325259358,0.1274794191,0.1314164847,0.36425367,0.1836439371
27,0.1326847225,0.1336580068,0.1172850356,0.1279697269,0.1261866838,0.1288799495,0.1298122555,0.2883141041,0.1852909327
28,0.1349412054,0.1431444734,0.1276009828,0.1320287436,0.1440015286,0.1408016533,0.1329963356,0.1437932402,0.1950404197
29,0.1207387671,0.1460432559,0.1357125789,0.1248388663,0.1274728775,0.153545469,0.1311344355,0.1820111126,0.198452428
30,0.1473542303,0.1508304328,0.1460284442,0.1538410336,0.1468285322,0.1306322515,0.1405153126,0.5767679811,0.2106224746
31,0.1528999805,0.1723557711,0.188980028,0.1735078841,0.1421258152,0.1690006852,0.1530064791,0.1724839211,0.2354335338
32,0.1510503739,0.166289553,0.1513045728,0.1640038192,0.147830084,0.1948338151,0.1437511444,0.4807631671,0.2370035648
33,0.1174678579,0.131238386,0.1506944001,0.1343527883,0.1160083115,0.1127394661,0.1199018285,0.7038556933,0.1839614362
34,0.1426222473,0.1900914907,0.2007112503,0.189870283,0.1430379003,0.2159500122,0.1533452272,0.2771907151,0.2427895218
35,0.176616475,0.1912864596,0.1881699115,0.1894640177,0.1676107198,0.198532775,0.1595921516,0.6001825333,0.23442702
36,0.1841142774,0.1941214055,0.232263878,0.1883992702,0.1693545431,0.1773012131,0.169561103,0.1934208423,0.2257617265
37,0.1880028695,0.1866568327,0.2071110457,0.2010714561,0.163541019,0.1902535409,0.17115587,0.1733743697,0.2188147902
38,0.2004410774,0.1842329502,0.1966771036,0.1949701756,0.1828774661,0.1998547167,0.1781109124,0.3845539987,0.2031137943
39,0.1938622147,0.1905121356,0.2207959145,0.1959987283,0.1635500044,0.1825547963,0.1778338403,0.1841477752,0.2039022893
40,0.1987399608,0.1831119806,0.1981514245,0.2210695148,0.1851313859,0.2394964546,0.1734748334,0.3165938556,0.2041662931
41,0.186110422,0.1874746829,0.2063223124,0.1960007548,0.1874042153,0.187395528,0.1732222885,0.1834828109,0.205384329
42,0.1892676353,0.1978573352,0.2426322848,0.1946182251,0.1709346175,0.1995058507,0.1732149869,0.2082716227,0.2017349154
43,0.200924173,0.1947149038,0.2110528201,0.1759335399,0.1827035993,0.2116353065,0.1745466441,0.1745682806,0.2033881396
44,0.2013047338,0.1910229474,0.2346192747,0.1950953007,0.1782503575,0.1885653883,0.1744241863,0.1764468104,0.2006149888
45,0.1837942153,0.1918592006,0.2078613043,0.2072666287,0.1818578839,0.2278897613,0.1719948798,0.2334058434,0.192371726
46,0.2022237033,0.1867156774,0.200838998,0.1961369067,0.1749784946,0.1933264285,0.1758704334,0.1971033067,0.1941057891
47,0.1947240978,0.1893904656,0.23863177,0.1843192726,0.1713597178,0.1859289408,0.1756676584,0.1821182519,0.1949094683
48,0.1947510242,0.1924176663,0.2190184146,0.1768731326,0.1807172745,0.2163378596,0.1753840894,0.212504223,0.1952665299
49,0.1935592443,0.2005186081,0.213075161,0.1889164001,0.1742439717,0.2056745291,0.1702293158,0.3597283363,0.2001064271
50,0.1808089465,0.1909226626,0.2246912271,0.1906228811,0.1632088572,0.2098012716,0.1638765931,0.347130686,0.1855618209
51,0.1580961794,0.189714551,0.1819594651,0.2020886093,0.1631472558,0.2005968094,0.1625163257,0.3131544888,0.1868038177
52,0.3317972124,0.3071960211,0.3391997814,0.310600847,0.3173566163,0.2953055203,0.3095385134,0.4418319464,0.3067965806
53,0.3108935654,0.3077176511,0.3403864801,0.3063766062,0.3007889092,0.3248208761,0.3112859428,0.3219123185,0.3096132278
54,0.2841981947,0.3001227975,0.3222239316,0.2870626748,0.2985572517,0.3613403738,0.2843999267,0.8979964852,0.2962813973
55,0.2915570736,0.3140963614,0.3585928977,0.3292360008,0.3021228611,0.3098106682,0.2971103489,0.6314958334,0.3071894646
56,0.4123950899,0.4223421514,0.4387927055,0.4491268098,0.39929685,0.4638289511,0.3873648643,0.4875724018,0.4167819917
57,0.4399490356,0.4234116971,0.4198715389,0.425760895,0.4342227876,0.4268781245,0.3956292868,0.421684593,0.4153441489
58,0.3861472607,0.3790012896,0.417696625,0.3924216032,0.3638385236,0.3321428597,0.3673114479,1.315494418,0.3692332208
59,0.3728551865,0.3696068227,0.3774150908,0.3649265766,0.3537258804,0.4028409421,0.3631415367,1.116561055,0.3625844717
60,0.3652541637,0.3682246506,0.3614114523,0.3758536279,0.365783304,0.3955133259,0.3522314727,0.6239115596,0.3565974236
61,0.3694603145,0.3787433207,0.3901928663,0.4007236958,0.3466949165,0.3789662421,0.3544783294,0.4059236944,0.362801075
62,0.3843167722,0.3741641939,0.3870107234,0.4003323615,0.355393976,0.3942497969,0.349414587,0.7816260457,0.3691056669
63,0.3931679726,0.3891588449,0.4277195632,0.367043823,0.3713298738,0.3588851988,0.3650132716,0.3639495671,0.378768295
64,0.4035983384,0.3952516019,0.4457233846,0.3867838085,0.3576836586,0.3935855627,0.3633913696,0.4195606709,0.3791945875
65,0.3856897652,0.3876405656,0.3743965328,0.394400984,0.3759870827,0.4521537721,0.3644483089,0.3626592159,0.3799575269
66,0.3816265166,0.3864527941,0.4196389616,0.4130432308,0.3645135164,0.3840211928,0.3658822477,0.3926751614,0.3763123453
67,0.378357321,0.3942866325,0.4184700251,0.4139703214,0.3685944974,0.3992624283,0.3720862567,0.3917125463,0.3824962676
68,0.4208875597,0.3879388869,0.3932643831,0.38631019,0.3946038783,0.4032366276,0.373008579,0.3726718426,0.3820287883
69,0.3927124441,0.3996429443,0.4546108246,0.39841488,0.3728114069,0.3740486205,0.3755700588,0.3746773899,0.3849523962
70,0.40147385,0.4090869725,0.4146446288,0.403985709,0.3812716305,0.4331897199,0.3712440431,0.5259416699,0.3851167262
71,0.4003756046,0.4005391896,0.3925050795,0.4131560028,0.3674120903,0.3986717761,0.3737990856,0.3718720675,0.3850674927
72,0.4172672033,0.4233875275,0.4165666103,0.4429139197,0.3955103457,0.410605073,0.4053990543,0.4410552979,0.4129638672
73,0.5153585076,0.5267275572,0.508823812,0.556404531,0.4956252277,0.5587010384,0.4976020157,0.5139210224,0.5108671188
74,0.5483819246,0.5435906053,0.5503495336,0.5680377483,0.5406312346,0.5590296388,0.514321804,0.5454948545,0.5213059187
75,0.6667888761,0.6612833142,0.7149727941,0.6385410428,0.6707950234,0.6423562169,0.6475893855,0.7327325344,0.6478348374
76,0.596559763,0.6161605716,0.6656357646,0.6686125398,0.5970672965,0.6740248799,0.5926782489,4.153047085,0.6030599475
77,0.608535707,0.6111031175,0.657720983,0.6346662045,0.5845514536,0.5968052745,0.5908312798,0.6463617086,0.5972115993
78,0.63858217,0.6076014042,0.6349765658,0.6229926944,0.5926138759,0.6608767509,0.5907372832,0.614435792,0.5940499902
79,0.6281985641,0.6045752168,0.6354587674,0.6748111844,0.6275696754,0.6689007878,0.5936258435,1.263005376,0.594456017
80,0.5348302126,0.4999074638,0.5361406207,0.5299716592,0.5257053375,0.5176579356,0.5018001795,3.001039505,0.4972511828
81,0.5221300125,0.5020162463,0.5595772266,0.5175381899,0.4811173975,0.458819896,0.4921524525,0.6633252501,0.4883270562
82,0.5397680402,0.4954543412,0.516497314,0.5627871156,0.5008971691,0.5321183801,0.5010628104,0.6421208978,0.4959849417
83,0.5020849705,0.4721622467,0.5160253644,0.5081298947,0.4943387508,0.5008456111,0.4933066666,1.292308927,0.4857282639
84,0.5082411766,0.5006917119,0.4860612452,0.5355808735,0.5025609732,0.557017386,0.5096778274,0.5565783381,0.5042436123
85,0.5281968117,0.4892863333,0.4869085848,0.507389009,0.4989383221,0.4995867312,0.5065689683,0.68786484,0.502127707
86,0.5133202672,0.4727003574,0.4958879054,0.4541661441,0.4967618883,0.4839767516,0.4967731535,0.8803448677,0.4956389368
87,0.4968005717,0.4792704582,0.5162505507,0.4910243452,0.4914539754,0.4977427423,0.4853601754,0.7268371582,0.4811625481
88,0.5038577914,0.4814018905,0.5084847212,0.4969558716,0.5027074218,0.489492625,0.4895353317,0.4821354151,0.4847549498
89,0.4915249348,0.4745973647,0.5376297235,0.4951260984,0.4724802077,0.4605661929,0.4886235297,0.5597333312,0.4848410785
90,0.5084383488,0.4739077985,0.4768411219,0.499522686,0.4946575165,0.5123254657,0.4913458824,0.4934326708,0.4858657122
91,0.5338699222,0.4887515604,0.523727715,0.4773308039,0.5144692063,0.4780172408,0.5198005438,0.8593373299,0.5160045624
92,0.5766162872,0.5062438846,0.5457312465,0.5130592585,0.5430742502,0.5235261321,0.5406073928,0.5003597736,0.5347557664
93,0.5755832791,0.522469759,0.5951375961,0.5405341983,0.5568664074,0.5635372996,0.55249542,0.7172647119,0.5498870015
94,0.5821860433,0.5395812392,0.5767028928,0.5598692298,0.5691373944,0.5438502431,0.5552877784,0.6100500226,0.5540157557
95,0.5912430882,0.532110393,0.5003572106,0.5494558215,0.5480373502,0.5340003371,0.5550939441,0.5237279534,0.5512672067
96,0.5326256156,0.4972500801,0.5014714003,0.5341938734,0.5459367037,0.5243281722,0.5296242237,1.019113421,0.518923521
97,0.4896810353,0.436288625,0.4906219542,0.4471515119,0.4607584774,0.4382952452,0.4621456861,3.315140486,0.4655142128
98,0.4968476295,0.4281995296,0.4492911994,0.4318875968,0.4594639838,0.4701322019,0.4442079961,0.6695588231,0.4407270849
99,0.4375883639,0.3084859252,0.3818768263,0.3227396309,0.3378454745,0.3255795538,0.3236825764,3.205653429,0.3131079972
100,0.2548969388,0.2301473618,0.26216802,0.247613132,0.2271862626,0.2519700825,0.2281057388,2.357877016,0.2273002118
101,0.3108199537,0.2610643208,0.2729724646,0.2620166838,0.2639722526,0.2751460969,0.2668156922,0.2624971569,0.2578696907
102,0.344188422,0.2998020947,0.3153289855,0.3160613477,0.3167130947,0.3052406311,0.3250644207,0.3062550724,0.3070040047
103,0.324260205,0.2731237411,0.2811444104,0.325565666,0.325450927,0.3362064362,0.3087808192,1.322131872,0.2847947776
104,0.3201260567,0.2851604223,0.2987371385,0.28392151,0.3339652717,0.312074095,0.3181631863,0.4345131814,0.2920976877
105,0.3500882089,0.3172742128,0.354426384,0.2863408327,0.3428246081,0.3096796274,0.3435063362,0.3665833771,0.3224573433
106,0.3310678303,0.2976803482,0.3208322525,0.2860212624,0.337785691,0.3301326931,0.3281936347,0.518859446,0.3058923483
107,0.3024119437,0.2953826785,0.3478266895,0.2932258844,0.3366171122,0.302264899,0.3157252967,0.5490535498,0.2984649241
108,0.3196749091,0.2828804553,0.2911784351,0.2475021034,0.2988779247,0.2907465398,0.2991254032,0.913987577,0.2806300819
109,0.3111104965,0.2783212364,0.2691186965,0.2603637874,0.307851851,0.2776096761,0.3099426627,0.2795881927,0.2886103392
110,0.3085103035,0.2800664008,0.3130747974,0.2838525772,0.3046247065,0.2991702855,0.3101021945,0.3342327178,0.2897079289
111,0.3205664158,0.287766099,0.2736489475,0.278108567,0.3084927201,0.3285830915,0.3128331602,0.523458302,0.2952720523
112,0.3418347836,0.2853371203,0.2767541111,0.2838692665,0.3310715556,0.2987506092,0.3141874969,0.3058613539,0.2948437631
113,0.3445784152,0.2889948785,0.3918015957,0.3035339415,0.3162451982,0.3002024591,0.3139276505,0.3497432768,0.2951729894
114,0.3226007819,0.2929032743,0.3082600236,0.2761006057,0.3239641786,0.3263364136,0.3091159761,0.3321343362,0.291763097
115,0.3606613576,0.3845729828,0.4210822582,0.3469440937,0.3677771091,0.3794225752,0.3793137372,1.154127002,0.3796035051
116,0.3549762666,0.3661156595,0.3526540697,0.373418957,0.3481639624,0.40368101,0.3575845659,0.8534803391,0.3670968115
117,0.3624447882,0.3694880903,0.3731375635,0.3701819181,0.3896118701,0.3644112051,0.3799562156,0.8269762397,0.3735131323
118,0.3655734956,0.3743480146,0.4085034132,0.3643252552,0.3698766232,0.3657922447,0.3799937665,0.5189231634,0.3692914546
119,0.7204001546,0.7141590118,0.7123856544,0.7001177669,0.7285583615,0.7113458514,0.7318684459,0.6855654716,0.7008755207
120,0.9709818959,0.9440208077,0.9724238515,0.9273648262,0.9868398309,0.9409067035,0.9814383388,0.9040777683,0.931004703
121,0.9778055549,0.9627081752,0.9561340213,0.9473789334,0.9987428784,1.006578445,0.9938370585,2.233664989,0.943510294
122,0.9987668395,1.000234485,0.9739944339,0.973441422,1.058909297,1.012639403,1.028512716,1.146976709,0.9756441712
123,0.9978497624,0.9845109582,0.982665062,0.9685416818,1.03021419,0.9740068316,1.013055205,0.9308927655,0.9549592137
124,0.99970752,1.002140999,0.9751676917,0.9759840965,1.073063374,1.034594178,1.029022098,0.9838193059,0.9760544896
125,0.9436846375,0.9691502452,0.965059936,0.9415746331,1.018191457,0.9459729791,0.9909262657,1.322134376,0.9349346757
126,0.9417605996,0.9487455487,0.9560821652,0.9684903026,0.9734897017,0.9183521271,0.9733309746,1.666058898,0.9082129598
127,0.9557349086,0.9272630811,0.8896689415,1.002901435,0.9655382633,0.9438630939,0.9641388059,0.9684954286,0.905784905
128,0.950253427,0.9296545386,0.9250242114,0.9219987988,0.9554281831,0.9488084912,0.9567167163,0.9521988034,0.8991311193
129,0.8947310448,0.9015069604,0.8742067814,0.9116743207,0.9160048366,0.9064328074,0.9318004251,2.005654812,0.8700655103
130,0.9302473664,0.8968518376,0.8764845729,0.9259640574,0.9282302856,0.9228897095,0.9334974289,0.8483684063,0.8700091243
131,0.9718399048,0.9462358356,0.9746773243,0.953117311,0.9685943127,0.9282817841,0.9727434516,1.261832833,0.9209456444
132,0.9698309898,0.9504224658,0.9407036901,0.9882308841,0.9858217239,0.9678480625,0.9722919464,1.044367671,0.9217481017
133,0.972486794,0.93536973,0.9109994769,0.965910852,0.9815337062,0.9290056825,0.972533226,0.9649001956,0.9183903337
134,0.9796772599,0.9486961365,0.981490314,0.9748232365,0.9872100353,0.9598485827,0.9840499759,1.035076022,0.9363101125
135,0.9698929787,0.9567343593,0.9717119336,0.9767543674,1.006082058,0.9560782313,0.986995697,1.393712044,0.9353780746
136,1.000292897,0.9683361053,1.005030274,0.9989312291,0.9914466739,0.9679100513,1.000351906,0.9519851804,0.956111908
137,1.001567006,0.9802368283,0.9918007851,0.9905460477,1.019698024,1.018983245,1.007425904,1.019702911,0.9678786397
138,1.008528233,0.9868475795,1.003525615,1.00421083,1.023485065,0.9855113626,1.013628006,1.108197093,0.9710646272
139,0.9060235023,0.891797781,0.8748890758,0.8928570747,0.9046388268,0.8728308678,0.9156293869,4.435754299,0.8847308159
140,0.9570531845,0.8966889381,0.8637452126,0.8765639663,0.9240263104,0.9376576543,0.9254293442,0.9291355014,0.8975756764
141,0.9631480575,0.8946385384,0.9024419188,0.9027888179,0.9365360141,0.8943819404,0.9147971272,1.403038383,0.8874552846
142,0.9838377833,0.9174537659,0.9423335195,0.9088924527,0.9602192044,0.9102301002,0.9358057976,0.8847369552,0.9035413861
143,0.68964535,0.5888077617,0.6027637124,0.633731544,0.6035273671,0.5668005943,0.5993046165,8.618168831,0.599245131
144,0.4261300564,0.4096366465,0.4414658546,0.4038199484,0.4026979506,0.4022136629,0.3952027857,6.430757046,0.4366284907
145,0.4910755455,0.4928488731,0.4983839989,0.496863991,0.4435675144,0.4877630174,0.456161052,1.543831468,0.5596307516
146,0.4486122131,0.4722238481,0.4511663616,0.4726219177,0.4457317293,0.5260389447,0.4224899113,1.469409466,0.5552681684
147,0.4396667182,0.4676640034,0.4938245714,0.4631293714,0.4255544245,0.4367818832,0.430492878,0.4384965003,0.5385633111
148,0.4537062347,0.4463154376,0.4683509171,0.4718607366,0.431922555,0.4574434459,0.4143187106,0.7352396846,0.49390769
149,0.463886857,0.4599331915,0.471085161,0.4506259859,0.4230971336,0.4493072033,0.4263327122,0.4239372313,0.5081147552
150,0.4098931253,0.4316070974,0.4500491619,0.4011026919,0.3947826624,0.4591235816,0.3856625855,1.590084672,0.4988912046
151,0.4034633338,0.4311226308,0.4444139302,0.4370185435,0.4047533274,0.4427493513,0.3885998726,0.4196355641,0.4789642394
152,0.4122539461,0.4229671955,0.440707773,0.4335997999,0.3881926239,0.4210544527,0.3867878616,0.5156961083,0.4798695147
153,0.431596756,0.4658208191,0.4796173573,0.439229697,0.4029990137,0.4368108809,0.4103399515,0.4509414136,0.5179471374
154,0.4381904304,0.4717436731,0.4861947596,0.4919318855,0.4091573656,0.5056080818,0.4089020193,0.5928031206,0.5287466049
155,0.4107351005,0.4237038195,0.4114805758,0.4363845289,0.402828902,0.4389098883,0.3809265196,1.276792526,0.4485457242
156,0.3914572895,0.4259735346,0.476087302,0.4253643751,0.3761232793,0.4075161517,0.386030823,0.3830723763,0.4440822303
157,0.4191062748,0.465239197,0.4445851147,0.4724144936,0.3976247311,0.4529383183,0.4089413881,0.8286502361,0.4960856438
158,0.4300322235,0.4397680461,0.4547676146,0.4230335951,0.4035681784,0.4519668519,0.397341162,0.5730804801,0.4648476541
159,0.3930972517,0.4372707903,0.4495309889,0.4609743655,0.3951945305,0.449718833,0.3878695071,0.7405317426,0.4663485587
160,0.4217550457,0.4177286327,0.4340202808,0.4131507874,0.4007898867,0.4340790808,0.38204965,0.7477181554,0.4295842648
161,0.3981978893,0.406046778,0.4305615425,0.4006438553,0.3558170497,0.3714973927,0.3758062422,0.5010631084,0.4128894806
162,0.488820076,0.4684017003,0.4909342527,0.4766477048,0.4658347666,0.4996024668,0.4486839473,0.629935801,0.4764437675
163,0.6344426274,0.5712608099,0.5848481655,0.5890448093,0.5853871703,0.5887081623,0.5826988816,0.8519805074,0.5790771842
164,0.6962892413,0.6258133054,0.6647503376,0.6501019597,0.6467339396,0.6622751355,0.6236543655,0.912799418,0.6245143414
165,0.6598930955,0.600505054,0.6292387843,0.602752924,0.6155928969,0.6304456592,0.6062218547,1.409980178,0.5948082805
166,0.671289444,0.5891636014,0.6234811544,0.6161697507,0.6202021837,0.5664255023,0.5917463899,1.091075778,0.5917386413
167,0.6830641627,0.6037736535,0.5960428119,0.5792908072,0.6232457757,0.6672727466,0.6003902555,1.093069196,0.5994979739
168,0.6449337602,0.6507815719,0.6307480931,0.619856894,0.6334853768,0.6588063836,0.6193107963,2.005032778,0.6458881497
169,0.5724787116,0.5498486757,0.5859342217,0.5284793973,0.5359923244,0.5293091536,0.5426005721,3.077702284,0.5414533019
170,0.5725390315,0.5520233512,0.5507423282,0.5733688474,0.5507116318,0.5517935157,0.5514268875,0.5848457217,0.5548853278
171,0.5587728024,0.5574159622,0.5448920727,0.5791977048,0.5412328839,0.5969890952,0.5419721603,0.7820525765,0.5509775281
172,0.57523489,0.557051003,0.575550437,0.5484035611,0.5293486118,0.5587510467,0.5420072079,0.5420301557,0.5507653356
173,0.570220232,0.5315445065,0.5478700995,0.5357418656,0.5389498472,0.5725224018,0.535530746,0.8717556,0.5360304713
174,0.5674223304,0.5443846583,0.5941035151,0.5394948125,0.5564772487,0.5384010673,0.5398690701,0.5436576009,0.539170742
175,0.6494215131,0.6377480626,0.6488110423,0.6437671185,0.6004042029,0.653811276,0.6109820008,0.7828766704,0.6220152974
176,0.6262174249,0.6349062324,0.6052392125,0.6368718147,0.6306294799,0.671286881,0.6130785346,0.6615689993,0.6241659522
177,0.6221157908,0.59820503,0.6603822112,0.6239748597,0.599532187,0.5903414488,0.5910211205,1.158780932,0.5949317813
178,0.6264362931,0.6117474437,0.6351209283,0.6433359385,0.6114761829,0.6377314925,0.5907888412,0.6480433941,0.5936462879
179,0.6201815605,0.6039190888,0.5884850025,0.5971440673,0.5874164104,0.5749561191,0.5896958113,0.9790574908,0.5946757793
180,0.6075500846,0.6176142693,0.636046648,0.6458464265,0.5885606408,0.6115295291,0.5960074067,0.7505364418,0.607465446
181,0.585909903,0.5804775357,0.5874468684,0.6018204689,0.578353107,0.6048321724,0.5641182065,1.414419174,0.5655272603
182,0.5916080475,0.5952388048,0.5407916903,0.5891751647,0.5892981887,0.5725468993,0.588685751,0.5999951959,0.5870110393
183,0.5937970281,0.5921452045,0.560949266,0.5961841345,0.5893630981,0.5860366225,0.5902825594,0.5915510654,0.5881951451
184,0.5932458043,0.5865449309,0.5758948922,0.5864736438,0.5869805813,0.6038346887,0.5786553025,0.8771641254,0.5802415013
185,0.6005349755,0.6004255414,0.6054653525,0.5988602638,0.6197069287,0.5849158764,0.5861226916,0.6179141998,0.5847352147
186,0.5212324262,0.5290613174,0.5384351611,0.5229070783,0.492246151,0.5389094353,0.5069304705,2.461481571,0.51720649
187,0.3276560605,0.4252373278,0.420532316,0.4693186283,0.3953400552,0.4332675934,0.3709510863,4.176271915,0.4199050963
188,0.3266830742,0.3646075428,0.3586068451,0.3581867218,0.3089458048,0.3222222626,0.3246620595,1.440343022,0.3451099396
189,0.3125673532,0.3571761549,0.3487290442,0.3917838633,0.3229171336,0.369363457,0.315887481,0.5924857855,0.3444346189
190,0.3101507723,0.3418106139,0.3043704629,0.383741945,0.299767226,0.3625519574,0.3077866733,0.4901555479,0.3281277716
191,0.2700096965,0.311450392,0.3367187083,0.3581468761,0.2800601423,0.282951951,0.2861962914,0.9069494605,0.2925913632
192,0.2166074365,0.2222898006,0.2057452053,0.2144144028,0.2279682904,0.2186757177,0.2243102938,2.121010542,0.2210930586
193,0.2028677016,0.208340764,0.1889752597,0.2343614101,0.1952080578,0.2042118162,0.2031320184,0.722884953,0.2031920403
194,0.1741057634,0.2082232088,0.20531106,0.2366973907,0.2080599666,0.2148684412,0.1971660703,0.48120296,0.1961005479
195,0.1920735091,0.2130370587,0.2163396627,0.2099493146,0.2057491541,0.210461542,0.2023991793,0.2105382681,0.2021320015
196,0.1922559589,0.2047418505,0.2045138329,0.2144343406,0.2078987211,0.1962747425,0.2040133029,0.2066126317,0.2030980438
197,0.1783652157,0.2045443058,0.2020587325,0.1944772005,0.1915951967,0.1893141717,0.1979257613,0.3368089199,0.198654294
198,0.189022541,0.2180364728,0.2069029659,0.2325601131,0.1987083405,0.216020301,0.2031754702,0.3351672888,0.2079895735
199,0.1073006019,0.1261043102,0.102792196,0.1381341368,0.1279681623,0.1234824285,0.1259737462,2.071339607,0.1253815442
200,0.1176728085,0.1284515262,0.1362397671,0.1438812762,0.1244302392,0.1260156184,0.1271373779,0.1934465617,0.1261585802
201,0.111985825,0.127542004,0.1120159626,0.1300364882,0.1234056577,0.1250795275,0.1253185272,0.1953749657,0.1243406162
202,0.1146196797,0.1188191399,0.1028911993,0.1081485152,0.1140125096,0.1087309495,0.1233230606,0.2068152279,0.1227824464
203,0.1007530689,0.1100895703,0.1119077802,0.1117028967,0.1077206209,0.1198652163,0.1090373322,0.4250723422,0.1081251875
204,0.1432357281,0.1513699144,0.1453706175,0.1610246897,0.1511065364,0.1746654063,0.1424336284,0.4287840128,0.1423433721
205,0.1504975408,0.1568478495,0.1549458653,0.155339241,0.1525213569,0.1515453011,0.1485137343,0.2126708031,0.148188144
206,0.1506965309,0.1521558017,0.1815653592,0.1438485533,0.1432923228,0.1240431741,0.1495013386,0.7144325376,0.1493649483
207,0.2482301444,0.240358755,0.2427988201,0.2418106645,0.2535291612,0.2488472015,0.2489921302,0.2647434175,0.2445464879
208,0.2582900226,0.2524689138,0.262986809,0.2538313866,0.2542494237,0.2589993775,0.2556593716,0.3159554601,0.2524265945
209,0.2549510896,0.2545740902,0.2404932976,0.2629137337,0.2495022565,0.2897315025,0.2477870733,0.4102365077,0.2460581064
210,0.2594475746,0.2469998598,0.233596161,0.2399914712,0.2613191307,0.2477496266,0.2474232912,0.2546900809,0.2458714396
211,0.2563194036,0.242298916,0.2468407154,0.2311937362,0.251365453,0.23567231,0.2431988269,0.4296093881,0.2411077023
212,0.310082227,0.3074192107,0.2967455685,0.2973534763,0.2983926535,0.2926799953,0.2947873175,0.4117365181,0.2980303466
213,0.3013946116,0.3050229251,0.3088246286,0.3030530512,0.2957240641,0.3097340763,0.2947542071,0.2967014611,0.2973136008
214,0.3088665009,0.3015209734,0.3051992953,0.304490298,0.305899471,0.3079397678,0.2954792082,0.3417781591,0.2960727215
215,0.29561764,0.3092374802,0.2967195213,0.3231705129,0.2879787385,0.3250715435,0.2977236509,0.4302915335,0.301540941
216,0.3218159378,0.3115282059,0.2935093939,0.3101702929,0.2935167849,0.2850369215,0.2997015417,0.5582208633,0.3051350117
217,0.3234088421,0.3061409891,0.3345154226,0.3144450784,0.2878531516,0.3094021678,0.299742192,0.3400941789,0.3040299714
218,0.3251166046,0.3116217554,0.3219592273,0.3498770297,0.3296338618,0.3552286327,0.3041868508,0.4198070467,0.3046816885
219,0.3202753067,0.3073213995,0.3249924481,0.3225040138,0.3013343811,0.2872699201,0.2999183834,0.4551166594,0.2988437116
