window_index,DLinear,PatchTST,iTransformer,TimeMixer,ZeroPred,Persistence,HAR_EWM
0,0.7305166721,0.805147171,0.6537843943,0.7250702977,0.8826746345,1.119442821,1.119442821
1,0.7554945946,0.7595820427,0.6611059308,0.8023590446,0.8919555545,1.125819087,1.125819087
2,0.7559164166,0.8089058995,0.6945957541,0.7509111762,0.898370564,0.7374213338,1.114116311
3,0.7513354421,0.8100067973,0.6863786578,0.8476314545,0.9074494243,0.6436784863,1.096936226
4,0.8096954226,0.7954631448,0.7026212811,0.797835052,0.9143040776,1.576004386,1.113496661
5,0.8208162189,1.01314199,0.7217114568,0.8213384151,0.9156999588,1.061781049,1.112480044
6,0.8421335816,0.9522099495,0.7317703366,0.8388292193,0.9151672721,1.220718384,1.115458965
7,0.8364127278,1.032629609,0.7358908653,0.8334908485,0.9154036045,0.9995329976,1.112958074
8,0.8217266202,1.061941624,0.7285037041,0.7672316432,0.9200192094,0.6471275687,1.089241028
9,0.8120172024,0.9876766205,0.7457854748,0.7922542095,0.9185268283,0.6661741734,1.0669204
10,0.7922241092,0.9434366226,0.7469094396,0.7170407176,0.9160593152,0.6492296457,1.040920734
11,0.7958956361,0.9699124694,0.7549851537,0.7869152427,0.9197106361,0.8994352221,1.038622499
12,0.7862341404,0.8057703972,0.7232062221,0.7494431138,0.9263439775,0.6625621319,1.023237824
13,0.7707249522,0.8045358658,0.7422248721,0.7976638675,0.931895256,0.6626031995,1.009167194
14,0.7766928673,0.8479297161,0.7657289505,0.7414363027,0.9370934367,0.6656624675,0.9966647625
15,0.7533813119,0.8247192502,0.7558164597,0.7675300241,0.9358474612,0.8870539665,0.961792469
16,0.7761799693,0.8928842545,0.7593460083,0.7602272034,0.9453031421,0.6759392619,0.951518774
17,0.7818625569,0.8787692189,0.7754461169,0.8353998661,0.9546050429,0.7445672154,0.9366340637
18,0.8561947346,0.9569661617,0.7686646581,0.8568808436,0.9616575241,2.097273827,0.9636531472
19,0.802306354,0.8976178169,0.7474713326,0.848541081,0.9590687156,0.6819739938,0.9395310283
20,0.7843502164,0.7994124293,0.7799911499,0.8071446419,0.9513008595,0.8133456111,0.9063691497
21,0.9699094296,0.8762332797,0.7930827141,0.9824201465,0.8860533834,10.47213459,0.9221039414
22,0.920316875,0.992485702,0.8235058188,0.8671070933,0.8901516795,1.942361832,0.9471914172
23,0.8668387532,1.411168575,0.8741304278,0.8306221962,0.8936109543,1.15866816,0.9567472935
24,0.8556526303,1.129876614,0.7611290812,0.9136527181,0.8944320679,0.7356831431,0.9502642751
25,0.9078144431,1.124715328,0.7796859145,0.9705414772,0.8890054822,2.301129103,0.9709975123
26,0.8965166211,1.081342101,0.8494747281,0.8055679202,0.8896489739,1.023535609,0.9735665321
27,0.9398744702,0.9350237846,0.8263887763,0.9231804013,0.8875233531,1.802749515,0.9903621674
28,0.8678722382,0.85766536,0.7780601978,0.7864332199,0.8955180049,0.5300303102,0.9768135548
29,0.8595659137,0.9116242528,0.7409399152,0.8808696866,0.8955633044,0.697283566,0.9671522975
30,0.8477016091,0.8626799583,0.837870121,0.8724863529,0.8976213336,0.7458293438,0.9611101151
31,0.8319990039,0.8634243011,0.7923777699,0.9858706594,0.9001840949,0.6417782903,0.9506549835
32,0.8689876199,0.9113699794,0.8018830419,0.8640344143,0.9004967809,0.8749311566,0.9488220215
33,0.8907936215,1.069102407,0.8659097552,0.9628448486,0.9059116244,1.060506225,0.9577634931
34,0.8057665825,0.8014087677,0.8931102753,0.79749614,0.9048380852,0.5587534308,0.926641643
35,0.8310706019,0.9429462552,0.9145071507,0.9542071223,0.9061301351,0.9931457639,0.9298739433
36,0.7653266788,0.88868016,0.7592279911,0.966334343,0.9062440395,0.5266030431,0.9080402255
37,0.7167062163,0.8294845223,0.7341899872,1.032258987,0.9071380496,0.5950823426,0.878565073
38,0.7059521675,0.7533658147,0.6730687618,0.8607301712,0.9047929645,0.5614024997,0.8505228162
39,0.6626547575,0.7094836235,0.773578167,0.9121713042,0.9063815475,0.5854683518,0.8261604905
40,0.6435388923,0.6456051469,0.5979040265,0.7564737201,0.8978785872,0.6553170681,0.7914736867
41,0.6022107005,0.6626448035,0.5747058988,0.8130452037,0.8949236274,0.7530260086,0.7605876923
42,0.51208359,0.5719885826,0.5632528663,0.6226926446,0.866892159,1.719454169,0.6955726743
43,0.5040019155,0.537404716,0.5488495827,0.6260094047,0.8560366631,0.9726329446,0.6675281525
44,0.4690039456,0.5101664066,0.5150690079,0.4955017567,0.8305638433,1.554235101,0.6227293015
45,0.4618932307,0.5064178705,0.5037750602,0.6163831949,0.8185629845,0.8023831248,0.6022050381
46,0.4491660595,0.4927698076,0.5019517541,0.5189208388,0.8035509586,0.9808416367,0.578733027
47,0.457202673,0.498178333,0.4759377539,0.4920166433,0.7815077901,1.773379326,0.5554359555
48,0.5830342174,0.6765272617,0.5720837712,0.6400893331,0.8589618802,3.298914671,0.6607408524
49,0.5631382465,0.5747628808,0.5389689207,0.6322317719,0.8585961461,0.6542084217,0.6633844972
50,0.5365540981,0.5791234374,0.5300034881,0.5401975513,0.8422667384,1.313220382,0.6471099257
51,0.5352013111,0.5479306579,0.5454189181,0.5372882485,0.8327512741,0.9537272453,0.6414893866
52,0.535872519,0.5393313766,0.5126965642,0.5266111493,0.8080387115,1.962317944,0.6184400916
53,0.5441591144,0.528447926,0.5024480224,0.5601896644,0.7914287448,1.36982286,0.6068363786
54,0.5347104669,0.5290773511,0.5480864048,0.5764632821,0.7864966989,0.7635417581,0.6043646336
55,0.5509473681,0.5358383656,0.5475560427,0.5990323424,0.7845644355,0.6770154834,0.6124690771
56,0.5422142148,0.5445528626,0.563505888,0.5427670479,0.7651994824,2.009474277,0.6015480161
57,0.5348128676,0.5104854703,0.556824863,0.5614026189,0.7539868355,1.199651003,0.5986347795
58,0.5380393863,0.5165011883,0.5610129237,0.5406389236,0.7581656575,0.7142850757,0.6079684496
59,0.55406636,0.5579906702,0.5554655194,0.5526822209,0.7588005066,0.9900748134,0.6073890924
60,0.5466421247,0.5499581695,0.5579082966,0.5126476884,0.755967617,0.748085022,0.6174333096
61,0.5386654139,0.5323747993,0.5521799922,0.5491494536,0.7481999993,0.8701311946,0.6183130145
62,0.5445334911,0.558811307,0.5508337021,0.5424628854,0.7429549694,0.7538599968,0.619615078
63,0.5269237161,0.5591314435,0.5410950184,0.4983228743,0.7233521342,1.960704923,0.6160264611
64,0.5163547397,0.5616958141,0.5484469533,0.5032121539,0.7049705386,1.666483283,0.6162518859
65,0.5184155107,0.5599313378,0.5751924515,0.4580253363,0.674759686,2.636516333,0.6148427129
66,0.5138165951,0.5457263589,0.5842320919,0.4724918306,0.6487177014,2.174832344,0.6200270653
67,0.5428491235,0.5709017515,0.5735043287,0.4945913851,0.6171239614,2.919243574,0.625056088
68,0.5138924718,0.5370256305,0.5479442477,0.5030556321,0.6111747622,0.9225500226,0.6436334848
69,0.5270306468,0.6094482541,0.5714310408,0.4701801836,0.5891219378,1.917946219,0.6598399282
70,0.553075552,0.5245633721,0.6086243987,0.4913015664,0.5743730664,1.42498529,0.6708237529
71,0.5561031699,0.5953461528,0.6035514474,0.4961563349,0.5639650822,1.079069257,0.6802480817
72,0.5635986924,0.5774711967,0.6324115396,0.49273929,0.5514899492,1.24046433,0.6967995763
73,0.6628975868,0.6210437417,0.6716154218,0.5273665786,0.5390372872,2.576701403,0.7534863353
74,0.6993196607,0.6869122982,0.6846404672,0.5586494207,0.5110123754,2.559542894,0.7785202861
75,0.6947849393,0.740136683,0.6487541795,0.5884188414,0.4964609146,1.553628325,0.8035421371
76,0.489703089,0.5445046425,0.5088841319,0.4689211845,0.4926687181,1.459853768,0.7295126915
77,0.4736820161,0.5128507018,0.5642216206,0.4786945283,0.4941143095,0.5090723634,0.7030546069
78,0.5307733417,0.6156485677,0.530685246,0.5458159447,0.4801435471,1.682512879,0.7170920968
79,0.4834269583,0.5524089932,0.4661941826,0.5112457871,0.4863761961,0.5342717767,0.7103824615
80,0.4249108732,0.4654278457,0.4224249423,0.4848720729,0.4893496931,1.92175138,0.63674438
81,0.4266518056,0.4703491926,0.4524473846,0.4737987518,0.4901879132,0.4497019351,0.6310887933
82,0.4280137122,0.4905307293,0.4200436175,0.4658106863,0.4880399406,0.5509988666,0.6296693683
83,0.4247132838,0.472312212,0.4324243069,0.4753448963,0.4912196696,0.4458663166,0.618109405
84,0.4302163422,0.5037849545,0.4020436108,0.5004478693,0.4991309941,0.4518056214,0.6089114547
85,0.4384430647,0.5194064975,0.4686819315,0.5017712712,0.5019329786,0.4977797568,0.604532063
86,0.4297852516,0.4947552979,0.4749141634,0.465605408,0.5083099008,0.4816510677,0.5997865796
87,0.4302657843,0.4788806438,0.4721196592,0.5278612375,0.5188245773,0.5036205649,0.586278379
88,0.4403370619,0.4588722289,0.4922858775,0.4810484946,0.5106775165,1.233299851,0.5943781734
