window_index,DLinear,PatchTST,iTransformer,TimeMixer
0,0.6875,0.3958333433,0.3958333433,0.4375
1,0.6458333135,0.3958333433,0.3125,0.5416666865
2,0.6458333135,0.4166666567,0.4375,0.5416666865
3,0.5416666865,0.3958333433,0.3541666567,0.5416666865
4,0.5416666865,0.4375,0.5,0.6041666865
5,0.625,0.4791666567,0.4166666567,0.4375
6,0.625,0.4583333433,0.4791666567,0.5
7,0.5833333135,0.4166666567,0.5416666865,0.5625
8,0.5416666865,0.4375,0.4583333433,0.4791666567
9,0.5208333135,0.5625,0.6041666865,0.5
10,0.5,0.4791666567,0.4166666567,0.5833333135
11,0.5,0.4375,0.4791666567,0.5625
12,0.5,0.4375,0.5625,0.4375
13,0.5416666865,0.4166666567,0.4583333433,0.4583333433
14,0.5208333135,0.4166666567,0.4791666567,0.5
15,0.5416666865,0.4166666567,0.3541666567,0.5208333135
16,0.6041666865,0.4166666567,0.375,0.4583333433
17,0.5208333135,0.3333333433,0.4791666567,0.5833333135
18,0.5625,0.5625,0.4583333433,0.4375
19,0.6041666865,0.5416666865,0.6458333135,0.5625
20,0.6041666865,0.5416666865,0.5833333135,0.4583333433
21,0.4583333433,0.5,0.5625,0.5
22,0.5,0.5,0.6041666865,0.5833333135
23,0.4583333433,0.5,0.5208333135,0.6041666865
24,0.5625,0.5208333135,0.4583333433,0.4791666567
25,0.6041666865,0.5,0.4375,0.5833333135
26,0.5833333135,0.4791666567,0.375,0.3958333433
27,0.5833333135,0.4791666567,0.5,0.5208333135
28,0.5625,0.4791666567,0.5,0.5208333135
29,0.5833333135,0.4583333433,0.4375,0.4791666567
30,0.5625,0.4375,0.4375,0.5416666865
31,0.4791666567,0.4166666567,0.4166666567,0.4166666567
32,0.5625,0.3958333433,0.375,0.4375
33,0.5,0.4166666567,0.4375,0.4375
34,0.5416666865,0.4166666567,0.3958333433,0.4166666567
35,0.5208333135,0.4166666567,0.4375,0.3958333433
36,0.4791666567,0.4166666567,0.4583333433,0.375
37,0.4583333433,0.4166666567,0.4166666567,0.4583333433
38,0.375,0.4166666567,0.4166666567,0.4791666567
39,0.4166666567,0.4166666567,0.375,0.4583333433
40,0.4583333433,0.4166666567,0.3958333433,0.4166666567
41,0.4375,0.3958333433,0.4375,0.4166666567
42,0.4583333433,0.4166666567,0.3958333433,0.4375
43,0.4791666567,0.4166666567,0.4375,0.4166666567
44,0.4375,0.4375,0.4583333433,0.4375
45,0.4375,0.4375,0.4583333433,0.4375
46,0.4791666567,0.4166666567,0.4166666567,0.3958333433
47,0.5416666865,0.4166666567,0.4166666567,0.4166666567
48,0.5416666865,0.4166666567,0.4166666567,0.4166666567
49,0.5,0.3958333433,0.3958333433,0.3958333433
50,0.3958333433,0.4166666567,0.4166666567,0.4166666567
51,0.4583333433,0.4166666567,0.4166666567,0.4166666567
52,0.5416666865,0.4375,0.4375,0.4375
53,0.4166666567,0.4583333433,0.4791666567,0.4791666567
54,0.4166666567,0.4583333433,0.4583333433,0.4375
55,0.4583333433,0.4583333433,0.4791666567,0.4583333433
56,0.4791666567,0.4375,0.4166666567,0.4166666567
57,0.375,0.4375,0.4375,0.4375
58,0.4583333433,0.4583333433,0.4583333433,0.4791666567
59,0.4791666567,0.4791666567,0.5,0.4791666567
60,0.5416666865,0.4583333433,0.4583333433,0.4791666567
61,0.5208333135,0.4583333433,0.4375,0.4583333433
62,0.4375,0.4375,0.4375,0.4166666567
