window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,ZeroPred,Persistence,HAR_EWM
0,0.2463690788,0.04395669326,0.06699424237,0.05192412063,0.04704875126,0.6694356799,0.04687639698,0.04687639698
1,0.2491172552,0.0431494005,0.06399043649,0.05042322353,0.04606390372,0.6690986753,0.04688405991,0.04688405991
2,0.236638546,0.04275974631,0.05710774288,0.04792575911,0.04526380822,0.6685623527,0.04803588986,0.04692954943
3,0.246537447,0.04253819212,0.05503867939,0.04372082278,0.04479902983,0.6686297059,0.04349698499,0.04680322483
4,0.2247856855,0.04248492047,0.04934099689,0.03754295781,0.04433999583,0.6682875752,0.04929361865,0.04686835408
5,0.2511231601,0.04306985438,0.05358953401,0.03511762992,0.04415405914,0.6674541831,0.05741712451,0.04708122835
6,0.2406860143,0.04303625226,0.0512791127,0.03394583985,0.04328739643,0.6672430038,0.05220144987,0.04719910026
7,0.2557134926,0.04366058111,0.05695979297,0.03366756439,0.04304597154,0.6670300364,0.0538200438,0.04734582826
8,0.263676703,0.04427425936,0.06313420087,0.03363277018,0.04321310297,0.6666097045,0.05383105949,0.04749082029
9,0.2816049755,0.0436729677,0.05019826815,0.03366982564,0.04309340194,0.6659092903,0.04413479194,0.04743405059
10,0.2988469303,0.04412095249,0.0535951145,0.03373132274,0.04269173741,0.6650893092,0.04418657348,0.04739927128
11,0.3484245539,0.04402002692,0.04978625476,0.03303924203,0.04297587276,0.6643019915,0.042121768,0.04726815224
12,0.4139306247,0.04415437579,0.04881261289,0.03235937655,0.04332943633,0.6632093787,0.04186626896,0.04718889669
13,0.3657239676,0.04407544807,0.04493787885,0.0320004262,0.04337656498,0.6625704169,0.04220281541,0.04693082348
14,0.4010629654,0.04569578171,0.0445664674,0.03227965906,0.04511993751,0.6614232063,0.07976380736,0.04680911824
15,0.4634429514,0.04822811484,0.06417561322,0.03252802417,0.04633891582,0.6604044437,0.1035765484,0.04674223065
16,0.3945251703,0.0462817885,0.04418611899,0.03278541937,0.04704848304,0.6591620445,0.06273514777,0.0468367748
17,0.3907907903,0.04730636254,0.04530425742,0.03354531527,0.04797289893,0.6573495269,0.0594493486,0.04765118659
18,0.3715689182,0.04901744425,0.06006014347,0.03372552618,0.04835051298,0.656406343,0.07802309096,0.04761780426
19,0.3434151113,0.0485390313,0.04799976572,0.03378461301,0.04811147973,0.6557615399,0.05802673101,0.0474585928
20,0.3567975461,0.04980634525,0.05676753819,0.03414730355,0.04831081256,0.6558114886,0.07028727233,0.04702799022
21,0.3330316842,0.04910072684,0.0465281792,0.03430910036,0.04849718884,0.6553426385,0.05489330366,0.04690375924
22,0.3281938136,0.04937021807,0.04640775919,0.03424735367,0.04879014567,0.6548250914,0.05492395535,0.04682265222
23,0.3291216791,0.04865815118,0.04461846873,0.03458651528,0.04892709479,0.6542654634,0.04772560671,0.04680146649
24,0.3611330688,0.04869074002,0.06426788121,0.03478011116,0.04849720374,0.6527511477,0.05188908055,0.04697318375
25,0.3635817468,0.04845830798,0.07300952822,0.03496235609,0.04776790738,0.6512053609,0.05464461446,0.0471485965
26,0.3289257288,0.05022658408,0.119792141,0.03538964316,0.04731498659,0.6494913101,0.07749032229,0.04733552411
27,0.3256726563,0.04907091334,0.1161181107,0.03543214872,0.04632885382,0.6479426622,0.07001984119,0.04754396901
28,0.3085459471,0.05096448585,0.166902706,0.03589959815,0.04601298273,0.6462316513,0.08973324299,0.04782135785
29,0.3069461286,0.05303336307,0.2156866342,0.03705677018,0.04549475387,0.6441833377,0.1075526699,0.04819147289
30,0.3174924552,0.05301213264,0.2281239778,0.03814457729,0.04504565522,0.6420262456,0.1040279642,0.04863062873
31,0.3100846708,0.05624919012,0.286393404,0.03944224492,0.04464305937,0.6392100453,0.1245995238,0.04922256246
32,0.3300174475,0.05849339068,0.3282067776,0.04117242992,0.04420749843,0.6365323663,0.1339236349,0.04990917444
33,0.3274341524,0.05858707801,0.328696698,0.04278101027,0.04397974908,0.6339618564,0.1253270805,0.05065372586
34,0.3716031611,0.05805204436,0.3179370463,0.04455822706,0.04384366795,0.6315165162,0.1130733714,0.05141047761
35,0.415707022,0.04742284119,0.1691918373,0.04469581321,0.04387093708,0.6306726336,0.05252823606,0.05148587003
36,0.4787003994,0.04976421595,0.1907894462,0.04537346959,0.04408208653,0.629137814,0.05951860547,0.05178207159
37,0.4429185092,0.04845502973,0.1674456447,0.04628556967,0.04456087947,0.6273975968,0.0529034473,0.05205346644
38,0.517907083,0.04183519259,0.0815674141,0.04710608348,0.0444638133,0.6260916591,0.04656267539,0.0518129319
39,0.3649497032,0.04126474634,0.05929074064,0.04809284583,0.04527861997,0.6244087219,0.05756736174,0.05208175257
40,0.3950273991,0.04178399965,0.05436779931,0.04836208746,0.04579645395,0.6231191158,0.05968173221,0.05188826844
41,0.3330800831,0.0425259769,0.05103341863,0.04845746234,0.04620810971,0.6218479276,0.06186910346,0.05174742267
42,0.3601407111,0.04289257154,0.04721330479,0.04850162566,0.04613747075,0.6216706634,0.08118057996,0.0507302992
43,0.3316283822,0.04411030933,0.04776732996,0.04861632362,0.04650727287,0.6209638715,0.05831089616,0.05032000318
44,0.3303792179,0.04599941149,0.05559119582,0.04841725156,0.04677549377,0.6197395921,0.0487023592,0.05032063648
45,0.3228019476,0.04736253619,0.06229837611,0.0484992452,0.04722100869,0.6182841659,0.04694606736,0.05047686026
46,0.3043616712,0.0498344861,0.08370519429,0.04839998484,0.04746265337,0.6165509224,0.04900982976,0.05077332631
47,0.3213329613,0.05016249418,0.08890154958,0.04824979976,0.04788194224,0.6151276231,0.04996452108,0.05095085874
48,0.363297075,0.04990296438,0.09006915241,0.04857553169,0.04802485183,0.6135765314,0.04942600802,0.05116831139
49,0.3607787192,0.0507700704,0.1045297608,0.04885226488,0.04824864864,0.6119738221,0.05241753161,0.05141931772
50,0.3834700584,0.05136928335,0.1175437346,0.04870547727,0.04852202162,0.6102869511,0.0551376231,0.05171043053
51,0.34577474,0.05063531175,0.1148066223,0.048805926,0.04856695607,0.6090403199,0.052774515,0.05185983703
52,0.351303488,0.05505819246,0.1744998693,0.04886800051,0.04925009981,0.6065804958,0.07296157628,0.0524440594
53,0.3642050028,0.05135975406,0.1386440098,0.04764856026,0.04978890717,0.6051476598,0.05576365814,0.05266402289
54,0.3341778815,0.04848198593,0.1085569859,0.04670058563,0.04927705228,0.6047897339,0.04777960107,0.05248879269
55,0.3524463177,0.04626155272,0.07899542898,0.04673084617,0.05002282932,0.6049019694,0.05004071072,0.0519644022
56,0.3769238889,0.0467643775,0.09974873066,0.04548396543,0.04955096915,0.6044537425,0.0474554114,0.05171340704
57,0.3856860101,0.04505591467,0.08367743343,0.04479654133,0.04867112637,0.6043471694,0.0518961437,0.05123646185
