window_index,DLinear,PatchTST
473,0.6545481682,0.6938061714
474,0.6362948418,0.6810398698
475,0.668776691,0.6742017865
476,0.7110438347,0.6398252845
477,0.7491661906,0.6764919162
478,1.358047009,1.178115487
479,1.081627369,1.124283791
480,0.6820704341,0.7618546486
481,0.7931339145,0.8813655972
482,0.9735301137,1.096617103
483,0.9834025502,1.117537975
484,1.094231963,1.219122529
485,1.222417474,1.38442409
486,1.223535061,1.333070636
487,1.024602294,0.9975015521
488,1.111449361,1.334064841
489,1.135070324,1.26793468
490,1.3721174,1.433558822
491,1.452010512,1.348543763
492,1.130072713,1.152878404
493,0.6585381627,0.7486975789
494,0.6689400673,0.9194863439
495,0.6855521202,0.9290804863
496,0.7258043289,0.9494361877
497,0.6452266574,0.6393516064
498,0.7216952443,0.8650144935
499,0.6964197755,0.7949590683
500,0.6976796985,0.8488430977
501,0.8101129532,0.7636098862
502,0.5402747989,0.68618536
503,0.5569180846,0.5497424603
504,0.5434114337,0.5562919974
505,0.5410297513,0.4944871962
506,0.6378521919,0.4846038818
507,0.6052094102,0.4952284396
508,0.5897447467,0.4592330754
509,0.5352120996,0.4743765891
510,0.5184685588,0.5052040219
511,0.6309472919,0.4817152917
512,0.567219615,0.4712414742
513,0.5602069497,0.6042696834
514,0.5908874273,0.5685847402
515,0.624945879,0.6035379171
516,0.5421922803,0.5370907784
517,0.5490736961,0.5295188427
518,0.4967353344,0.5663227439
519,0.4729301035,0.5513834953
520,0.4623063505,0.5095666051
521,0.4822853506,0.5008971095
522,0.47612831,0.4766226709
523,0.4765590727,0.4660939872
524,0.4532110393,0.4618763924
525,0.4596177638,0.4749543667
526,0.5274273753,0.6158362627
527,0.5807098746,0.5906074047
528,0.499724865,0.5150651932
529,0.4668400586,0.3944091797
530,0.5096629262,0.3880703449
531,0.6418867111,0.4729813039
532,0.5112754107,0.4017511308
533,0.5612258315,0.5021476746
534,0.5718016624,0.4172190726
535,0.579421699,0.4390708208
536,0.6183834076,0.5363099575
537,0.5191244483,0.3913725615
538,0.4055644572,0.3808517456
539,0.5189244747,0.450303793
540,0.3764762878,0.3938367665
541,0.3059206903,0.3796341121
542,0.268930316,0.3282810748
543,0.349660635,0.4498348236
544,0.3561445773,0.4400432408
545,0.337683171,0.3509736955
546,0.3485672772,0.3024664223
547,0.3276006579,0.2899000645
548,0.3506173193,0.3098284304
549,0.3676185608,0.3443470895
550,0.4808088243,0.44284603
551,0.386862725,0.4842869043
552,0.3602382243,0.4146306217
553,0.3556822836,0.3840415776
554,0.4733713865,0.4873081148
555,0.4579839408,0.4934024811
556,0.3754247427,0.4393905699
557,0.3793041706,0.4094092846
558,0.3800571859,0.401410073
559,0.3800107241,0.4214315414
560,0.4273000956,0.5194656253
561,0.4069855213,0.412907362
562,0.4187223613,0.4137764871
563,0.4336123765,0.4264279604
564,0.4239840508,0.459240824
565,0.4403717816,0.503898561
566,0.3959901333,0.4480146468
567,0.416506201,0.4437250197
568,0.4206936359,0.501927793
569,0.4319602549,0.5367593169
570,0.4867287874,0.5125786662
571,0.468346864,0.4413847029
572,0.4739142358,0.508069098
573,0.5354405046,0.5450803041
574,0.4821753502,0.4379405975
575,0.5961392522,0.5564603209
576,0.4425190389,0.4005532265
577,0.4802348316,0.4760026932
578,0.5620188117,0.4992692471
579,0.5578564405,0.4822118282
580,0.5123547912,0.4341814518
581,0.5286300778,0.4182809591
582,0.530115366,0.4631355703
583,0.5615489483,0.4229718745
584,0.6752145886,0.6649973989
585,0.4819847047,0.4353807867
586,0.4412955344,0.3820868731
587,0.5961139798,0.4503248632
588,0.5514263511,0.5296429396
589,0.4608484507,0.4540230334
590,0.523662746,0.391371876
591,0.4980759919,0.397842139
592,0.4075332582,0.3714106977
593,0.3716834784,0.2888283432
594,0.4870241582,0.4278593957
595,0.3991633952,0.34459126
596,0.2429083139,0.2421526909
597,0.2629686892,0.2679075003
598,0.3206095994,0.235711813
599,0.2551032007,0.2070375234
600,0.3409202099,0.2856076062
601,0.2448852807,0.2191018462
602,0.2680187523,0.2864429057
603,0.2373347282,0.271797806
604,0.3548223972,0.3980990946
605,0.2689479887,0.3135979176
606,0.2362284809,0.2683341205
607,0.225892961,0.2593029439
608,0.3736766875,0.4280115068
609,0.444008112,0.4350388944
610,0.4597005844,0.501563251
611,0.4791991413,0.5091322064
612,0.471028477,0.5324789286
613,0.4718724787,0.5109905005
614,0.5019729137,0.5219759345
615,0.5231975913,0.4862401187
616,0.5273603797,0.5042364597
617,0.4962909222,0.4656438828
618,0.552990973,0.6371116042
619,0.7958517075,0.8382106423
620,0.9104898572,1.050225496
621,0.9223405719,0.9357067943
622,1.035985589,1.120667815
623,1.108935237,1.305232644
624,0.9814257622,1.133926868
625,0.8643988967,0.7952801585
626,0.7743780613,0.9761382937
627,0.7771350741,0.8487706184
628,0.9025231004,1.077489972
629,0.943202436,1.145871282
630,1.110049248,1.542528749
631,1.067628741,1.106125951
632,0.5852279067,0.5911317468
633,0.4584108293,0.4601383209
634,0.4518021643,0.452503711
635,0.4434318542,0.5158596039
636,0.4930990934,0.6143165231
637,0.4894583225,0.616096735
638,0.6567614675,0.8100147247
639,0.5017555356,0.5306280255
640,0.5854333639,0.6638949513
641,0.6416401863,0.4320334494
642,0.3972724378,0.3564401865
643,0.1434700489,0.2186888009
644,0.141691789,0.1777595729
645,0.1483243853,0.1747102141
646,0.1497925073,0.1899754554
647,0.183253482,0.1532993317
648,0.157081306,0.1773921251
649,0.177397266,0.1739529818
650,0.2014602274,0.1749088615
651,0.2056293935,0.1913396269
652,0.1830827445,0.1848018914
653,0.7237513661,0.7837820053
654,0.7541602254,0.7665221691
655,0.8879362941,0.9173429608
656,0.9408647418,1.085916996
657,0.9740636945,1.09884572
658,0.9637951851,1.087461114
659,0.9369868636,1.044977546
660,0.9338309169,1.074926734
661,0.9458929896,1.223915458
662,0.9663427472,1.052224994
663,0.9794607759,1.033385873
664,0.9539508224,0.9642252326
665,0.9162549973,0.9714816213
666,0.9886078238,1.107224107
667,0.9233634472,1.000579119
668,0.9235035777,0.9996185899
669,0.9240354896,0.9869749546
670,0.9284453392,0.9610363841
671,0.9659915566,1.142026782
672,0.8829271793,1.03163445
673,0.961458981,1.129932046
674,1.046168447,1.157273412
675,1.116121054,1.316160321
676,1.071826577,1.208984971
677,0.3901990354,0.3482922614
678,0.3328288496,0.2964939773
679,0.5058627725,0.4337966442
680,0.481641382,0.3597492278
681,0.4438419342,0.3514755964
682,0.4797277153,0.3756797314
683,0.5507838726,0.4116500318
684,0.484803468,0.4177211523
685,0.2986955047,0.3321684003
686,0.3127264678,0.352181226
687,0.2962701321,0.3578698635
688,0.3764959872,0.410045743
689,0.3368705511,0.458571285
690,0.4082091153,0.5285023451
691,0.4406455755,0.4111188352
692,0.4239855111,0.4540127814
693,0.4747402668,0.4461972415
694,0.5737898946,0.5064490438
695,0.6319074035,0.5452256203
696,0.5725817084,0.5605018139
697,0.6047794819,0.6005228162
698,0.7774109244,0.6943112016
699,0.6864414215,0.5737549663
700,0.5125402808,0.4270196855
701,0.5448215604,0.5292768478
702,0.6987965703,0.7217285633
703,0.5161376595,0.5335670114
704,0.490976125,0.5783085823
705,0.3985812366,0.4984526634
706,0.3474018574,0.3621765077
707,0.4082386494,0.5026977658
708,0.4133400023,0.4006498754
709,0.3612080514,0.3953178823
710,0.32087937,0.3495551646
711,0.284150809,0.3351674974
712,0.2750548422,0.3252274692
713,0.2534040511,0.2646893859
714,0.2875190973,0.2928060591
715,0.3053506911,0.2974012196
716,0.3125985563,0.2870275974
717,0.315330267,0.2997051477
718,0.3200878501,0.2863479853
719,0.2934780419,0.312019825
720,0.2767725885,0.3608933389
721,0.3366715014,0.599612236
722,0.2925253212,0.3157571554
723,0.2103847712,0.2690473497
724,0.1893502027,0.1580096632
725,0.1074721217,0.1318719238
726,0.1221668199,0.1390483528
727,0.1218076423,0.1472690552
728,0.1406506151,0.1204719916
729,0.1144810319,0.1246580705
730,0.1193856373,0.1239390001
731,0.1188608781,0.1172656193
732,0.1050697789,0.1173098981
733,0.2010255903,0.2378939241
734,0.202853322,0.2273989916
735,0.2389073521,0.2181769609
736,0.252085954,0.2667864561
737,0.2324593067,0.2557417154
738,0.4053012431,0.4869994223
739,0.3055487573,0.3320781887
740,0.3199727833,0.4182811975
741,0.3024044931,0.3112128675
742,0.3065536618,0.3168601692
743,0.2825702429,0.2928656042
744,0.2776382864,0.2780065238
745,0.2775878012,0.2667043507
746,0.2822264135,0.2713572085
747,0.2854018509,0.2973837554
748,0.2833498716,0.3051115572
749,0.2854445279,0.2880654037
750,0.2885898054,0.3153474331
751,0.2831239998,0.2723033428
752,0.281655103,0.2752382755
753,0.3071467578,0.2643970549
754,0.3489671648,0.413513571
755,0.3696645796,0.379314661
756,0.4203437269,0.3900190294
757,0.2389717102,0.2357913405
758,0.2570406497,0.2862300277
759,0.2927280664,0.2810204923
760,0.2806204259,0.2279536277
761,0.2911818326,0.2289860696
762,0.389634937,0.2862975895
763,0.3550399244,0.3260418177
764,0.3525532186,0.3043301404
765,0.2700169981,0.273271203
766,0.2726078033,0.2289510965
767,0.2720085979,0.2582363188
768,0.2814353406,0.2713219225
769,0.2459195256,0.2516750991
770,0.2535167336,0.2663075626
771,0.2592164576,0.2348734885
772,0.2473588437,0.2447156459
773,0.283564955,0.2962614894
774,0.3300486803,0.2984783053
775,0.3617427349,0.301389575
776,0.3377451897,0.3121987581
777,0.3139162958,0.2549653649
778,0.272282213,0.2248883843
779,0.2851240933,0.2475527972
780,0.2975539565,0.2638771534
781,0.2388098836,0.2297993898
782,0.1951959729,0.1989514977
783,0.2183724493,0.2136972547
784,0.2742690146,0.2569227517
785,0.221679613,0.1905640215
786,0.2044576406,0.187697351
787,0.2012894303,0.1797546893
788,0.2628017366,0.184230268
789,0.3391370773,0.2822702229
790,0.2287079692,0.2178765088
791,0.2294475585,0.1830875427
792,0.2350973487,0.2255423069
793,0.2858297527,0.2372906655
794,0.3406614363,0.2252385616
795,0.3111778498,0.2201231271
796,0.1750791073,0.1390820146
797,0.4889210165,0.4976211786
798,0.5477269292,0.5168988705
799,0.5328276753,0.5117719769
800,0.5607993007,0.5385063887
801,0.5670787692,0.537714839
802,0.5783128738,0.573372066
803,0.5888649225,0.5942921638
804,0.5943246484,0.5593207479
805,0.6041292548,0.6099197268
806,0.6231713295,0.6118627787
807,0.5974097848,0.6176349521
808,0.6070664525,0.6459248662
809,0.5716815591,0.6263308525
810,0.5911825299,0.6169278622
811,0.5945987701,0.6537991166
812,0.5963472724,0.6575125456
813,0.6387605071,0.655777216
814,0.6097078919,0.630182445
815,0.5447774529,0.5783689618
816,0.5492281318,0.558804214
817,0.5757536888,0.5519239306
818,0.6016944647,0.6077278256
819,0.6189089417,0.5845059752
820,0.6293655038,0.5734369755
821,0.6472300887,0.4554953575
822,0.4641775191,0.5811946988
823,0.2790182531,0.2329030484
824,0.253980428,0.2511970103
825,0.2553246617,0.2033881992
826,0.140906468,0.1435900182
827,0.1344919652,0.1366862208
828,0.1239669695,0.1267935634
829,0.1465559453,0.1597097963
830,0.1438086182,0.1778817326
831,0.171227172,0.180792287
832,0.2055940032,0.1825670451
833,0.1786941886,0.1593456715
834,0.1727274507,0.1712781936
835,0.1829651147,0.1729699373
836,0.1914166957,0.1949425936
837,0.2226077467,0.1992978901
838,0.2325871736,0.2556895912
839,0.2412943244,0.2247193605
840,0.2222483903,0.2291229516
841,0.2343637198,0.2161712497
842,0.2273061723,0.2501016855
843,0.2695340514,0.3027245402
844,0.273436904,0.3914481401
845,0.2808765471,0.2093555182
846,0.2919771969,0.3058734238
847,0.2714884579,0.2535845041
848,0.2733526826,0.2504949272
849,0.2903828323,0.2287262678
850,0.3254921138,0.2309735566
851,0.297036171,0.2455010414
852,0.3354608119,0.2853905857
853,0.2734502852,0.2185282558
854,0.3779834211,0.3509009778
855,0.2974388897,0.2779943645
856,0.2679177225,0.2816922367
857,0.32372877,0.3389290571
858,0.2891288996,0.319511652
859,0.2611763477,0.3940298259
860,0.3064250052,0.3587056696
861,0.3036043346,0.2745811641
862,0.3345770836,0.3816856146
863,0.3092389107,0.3616825044
864,0.3251610994,0.3947886527
865,0.3868673146,0.3473565876
866,0.467798084,0.3456299007
867,0.3439818621,0.2759536803
868,0.3674942553,0.3597629964
869,0.4055260718,0.343944639
870,0.3552336395,0.2801660895
871,0.380227834,0.3318205476
872,0.3473480642,0.2908382714
873,0.3549937904,0.3440102637
874,0.3949103653,0.4123252332
875,0.4533755779,0.5892013907
876,0.4025036395,0.4342049658
877,0.3007857203,0.3266863525
878,0.3170824349,0.3101890385
879,0.3538309634,0.3622831404
880,0.3980908394,0.3946599066
881,0.4172569513,0.4094897807
882,0.4689061344,0.4193052948
883,0.6003662944,0.4749684632
884,0.4981185198,0.4087630808
885,0.538238287,0.4110582173
886,0.5836074948,0.4648346603
887,0.6425643563,0.5277421474
888,0.5884046555,0.5044352412
889,0.6521431208,0.5748490691
890,0.4967822134,0.3919159174
891,0.5753856301,0.3918128908
892,0.4574634731,0.3530496359
893,0.3415623605,0.3195483387
894,0.3710501492,0.3930752277
895,0.39681229,0.3911416531
896,0.3362599313,0.3419300616
897,0.2996512055,0.2850621045
898,0.3072794676,0.2641048729
899,0.3560632765,0.3745229244
900,0.4426531494,0.4423206747
901,0.3666489124,0.3691433966
902,0.3818359077,0.3438328207
903,0.2936908901,0.3144656718
904,0.3017851412,0.324701041
905,0.3184111118,0.3386940062
906,0.3504809141,0.3375271857
907,0.3597489893,0.3926766813
908,0.3349041939,0.3588905632
909,0.2921676338,0.3457938433
910,0.3023173511,0.2914231718
911,0.2979823053,0.287754029
912,0.2942993343,0.3065577447
913,0.2485464811,0.3058133721
914,0.3026710451,0.3819571733
915,0.2799270451,0.3125993907
916,0.3119591475,0.3650663197
917,0.3288172185,0.3909946978
918,0.3967193365,0.4169885218
919,0.3689583838,0.3374547958
920,0.3629813194,0.3643393815
921,0.3440304101,0.3441158831
922,0.4273333251,0.4599931538
923,0.3511241972,0.3220169246
924,0.401471138,0.3474312723
925,0.3151794374,0.3153429329
926,0.3231598437,0.352288723
927,0.3172430992,0.3546994925
928,0.3274695873,0.3362071514
929,0.3692270815,0.3226808906
930,0.3477143943,0.2977997959
931,0.3397938013,0.3129588664
932,0.375572592,0.3545154333
933,0.410359472,0.3437999487
934,0.3507824242,0.3151380718
935,0.3412023485,0.3318555057
936,0.3330399692,0.3339029551
937,0.3189634681,0.3475092649
938,0.4227026403,0.40533638
939,0.4468865097,0.4571737349
940,0.4090995491,0.4022437036
941,0.4121553004,0.4298732281
942,0.4517206252,0.4013393819
943,0.3119029701,0.3209928572
944,0.3278847635,0.3786826134
945,0.3779737055,0.348554045
946,0.3177478611,0.2763936818
947,0.2793655694,0.2785305679
948,0.2921870053,0.3260807097
949,0.2926279008,0.3043991625
950,0.2752314508,0.2687060833
951,0.2636829913,0.3020012975
952,0.224426344,0.2793540955
953,0.201126501,0.2560991347
954,0.199882105,0.2485116273
955,0.189961955,0.2614637315
956,0.2032820731,0.2333654761
957,0.2633062601,0.2670827806
958,0.2420095801,0.2106703669
959,0.2418862581,0.2208530307
960,0.3082261384,0.3569157124
961,0.3276917636,0.3678125441
962,0.2839933336,0.2299510092
963,0.2610156238,0.2264322042
964,0.2548231781,0.2235925198
965,0.2519331574,0.2315245718
966,0.3269968331,0.2916738987
967,0.5513899326,0.4927797318
968,1.048748374,1.035502315
969,1.120662212,1.142172813
970,1.175388217,1.418703079
971,1.189110518,1.348324776
972,1.239293575,1.416877747
973,1.320138454,1.473964095
974,1.298167348,1.401420712
975,1.342256904,1.554791808
976,1.297991872,1.511924148
977,1.312791228,1.380998135
978,1.335655212,1.291528821
979,1.236234546,1.342976689
980,1.337437987,1.504152656
981,1.349487305,1.440885544
982,1.375311852,1.415640235
983,1.419916987,1.435352206
984,0.9274594784,0.9396746755
985,0.8309693933,0.8793409467
986,0.9886193275,1.313386321
987,0.9751896262,1.141411424
988,1.097932696,1.193117738
989,0.9791285992,1.058067083
990,0.7272298932,0.7382089496
991,0.5393867493,0.6843611598
992,0.7889963984,0.7772843242
993,0.732092917,0.6131336093
994,0.7453102469,0.476498872
995,0.7189555168,0.3794620037
996,0.7043884397,0.3314787447
997,0.6167113781,0.352306217
998,0.6494803429,0.3236055076
999,0.5239964128,0.3840866089
1000,0.4570629895,0.470195055
1001,0.4519717991,0.5622771382
1002,0.3492377698,0.4862646759
1003,0.4038655758,0.5519028306
1004,0.4459396303,0.441233784
1005,0.4217913151,0.4387122393
1006,0.4069422185,0.3588238955
1007,0.4528256357,0.48468104
1008,0.4911881685,0.4449400008
1009,0.5419824719,0.4291534424
1010,0.4582763612,0.3855268061
1011,0.4360365868,0.4095284939
1012,0.4038902521,0.4379394948
1013,0.3918147981,0.4545640051
1014,0.3787824214,0.4367017448
1015,0.394559294,0.3800127208
1016,0.4447927475,0.288649112
1017,0.3980137408,0.3503792286
1018,0.4735770226,0.3627637327
1019,0.4411612451,0.4213837683
1020,0.3321643472,0.2917239964
1021,0.341574192,0.3537016213
1022,0.3430944383,0.3679206669
1023,0.3509915769,0.494294256
1024,0.4595592916,0.6004003286
1025,0.4021984339,0.4100543261
1026,0.3621888161,0.3022987247
1027,0.3649032414,0.3431424797
1028,0.2829149067,0.2650301158
1029,0.302703917,0.274925679
1030,0.3612918556,0.3288496435
1031,0.4640316963,0.4061898291
1032,0.5043120384,0.6016785502
1033,0.526257813,0.4777229726
1034,0.6224272847,0.5661027431
1035,0.7773290277,0.7290506363
1036,0.8276037574,0.741631031
1037,0.6715090275,0.4962031841
1038,0.5927270055,0.4680958688
1039,0.6267777681,0.5286867023
1040,0.4998703003,0.3559440672
1041,0.4392621517,0.3823399544
1042,0.5396581292,0.3997753561
1043,0.3817878664,0.3520263731
1044,0.4248476028,0.3906378746
1045,0.448379308,0.4191893637
1046,0.4109754562,0.4030871391
1047,0.4305296838,0.4118320644
1048,0.3547684252,0.3010477722
1049,0.2992475927,0.3316328526
1050,0.2451284379,0.2097172737
1051,0.2488526851,0.2456459254
1052,0.2681391239,0.267991066
1053,0.2750429809,0.2701295614
1054,0.3330720961,0.3116119206
1055,0.316105336,0.3615293801
1056,0.3305710554,0.3219431639
1057,0.4139659703,0.4005146027
1058,0.2976400256,0.2671367228
1059,0.2987998128,0.2850706875
1060,0.2147838324,0.2083311528
1061,0.2267836183,0.2169940025
1062,0.2176584601,0.182986334
1063,0.1939645559,0.200031355
1064,0.1796394587,0.199289158
1065,0.1824502796,0.1684649587
1066,0.1978892833,0.193092525
1067,0.198362872,0.2712833285
1068,0.1802489907,0.204971537
1069,0.2013007402,0.1918782592
1070,0.2394921631,0.2150516659
1071,0.2822932005,0.2947535217
1072,0.3570517004,0.3705084324
1073,0.4515079558,0.4454508722
1074,0.4344531,0.3674924374
1075,0.5769453049,0.5022854805
1076,0.3992923796,0.3450072706
1077,0.3457646072,0.3607876301
1078,0.3293656111,0.321629256
1079,0.3911198676,0.3847775757
1080,0.3943191469,0.3899236619
1081,0.4183649123,0.4225166738
1082,0.407192111,0.3749288619
1083,0.4223862588,0.3431367874
1084,0.4076918662,0.3279511034
1085,0.4253441989,0.3870705366
1086,0.411960721,0.3702540696
1087,0.4259904325,0.3814363182
1088,0.471111387,0.4466426373
1089,0.5160691738,0.4819488823
1090,0.5470386147,0.4812204838
1091,0.6807333827,0.7273416519
1092,0.8746445775,0.9149978757
1093,0.7879367471,0.8107537627
1094,0.8932144642,0.9233564734
1095,1.062990546,1.169152737
1096,1.179786801,1.20625639
1097,1.340604186,1.291598916
1098,1.387595534,1.357642055
1099,1.35892117,1.311524034
1100,1.26597333,1.271671653
1101,1.641595364,1.778671145
1102,1.930153728,1.846588612
1103,1.873934865,1.824968338
1104,1.959795952,1.88196981
1105,1.666896701,1.622403741
1106,1.398952365,1.574997306
1107,1.310443044,1.444866657
1108,1.400982857,1.267542958
1109,1.264632106,1.224179149
1110,1.302170873,1.194437265
1111,1.285573959,1.275086761
1112,1.18164742,1.143202424
1113,1.37501967,1.584314942
1114,1.262094259,1.533346772
1115,0.8621115685,1.136427045
1116,0.3741039038,0.3658873141
1117,0.4139250815,0.5180122256
1118,0.358230114,0.3640057147
1119,0.3703242838,0.3909678161
1120,0.3887920082,0.4484378099
1121,0.3863846064,0.4647536576
1122,0.3994322717,0.5103533268
1123,0.4227423668,0.5037322044
1124,0.3547028303,0.3876174688
1125,0.4433760643,0.4421218932
1126,0.3550042808,0.4124981463
1127,0.3453384638,0.437482357
1128,0.3578086793,0.463578701
1129,0.3530672491,0.4368753433
1130,0.3609972894,0.4423947036
1131,0.3693175614,0.4923059642
1132,0.4080655873,0.5507525802
1133,0.4126504362,0.5241145492
1134,0.3216334879,0.3450003862
1135,0.2986384332,0.3521084785
1136,0.2974615395,0.3446767628
1137,0.2959240973,0.4272055328
1138,0.3648504317,0.530783236
1139,0.2488690615,0.2840442955
1140,0.2464726567,0.2909272015
1141,0.2540080249,0.2928942144
1142,0.2154622674,0.1951445788
1143,0.220423758,0.2314255983
1144,0.2698867023,0.2548642457
1145,0.2603882253,0.2326660752
1146,0.2499024868,0.2213241607
1147,0.254612416,0.2068486959
1148,0.2693054676,0.1952117682
1149,0.4173099101,0.2091684341
1150,0.2785802782,0.1789364666
1151,0.1985424161,0.1593891531
1152,0.2075790614,0.191259101
1153,0.2370318323,0.1905358583
1154,0.3576354086,0.323287338
1155,0.4874329269,0.4378805459
1156,0.5219782591,0.5605025887
1157,0.5464739203,0.6416026354
1158,0.5565305352,0.6427209973
1159,0.5591149926,0.5936772823
1160,0.5645909905,0.7056958079
1161,0.6665742397,0.7687079906
1162,0.7154102325,0.7290222049
1163,0.746683836,0.7741907239
1164,0.6903494,0.7943124771
1165,0.7586883903,1.055110216
1166,0.8143103123,1.002423167
1167,0.76639992,0.9190551639
1168,0.8771204352,1.031653166
1169,0.7506744266,0.9003373981
1170,0.7992572784,0.902297318
1171,0.7756916881,0.8813402057
1172,0.6233633161,0.761285603
1173,0.6220597625,0.800124228
1174,0.7687187195,0.9432625175
1175,0.5344533324,0.638651669
1176,0.4618456364,0.607004106
1177,0.543607831,0.61375314
1178,0.2834011316,0.3037455082
1179,0.3107156456,0.251681447
1180,0.4045804739,0.2968993485
1181,0.3587423563,0.2442770451
1182,0.3073467314,0.2504655421
1183,0.3461316824,0.2526525855
1184,0.3567975461,0.2879189253
1185,0.5536081195,0.3476746082
1186,0.6040056348,0.3445397913
1187,0.6077980399,0.3616907895
1188,0.5798520446,0.4148417413
1189,0.7812234759,0.527267158
1190,0.7246574759,0.4836897552
1191,0.6242977977,0.4677502215
1192,0.5679240227,0.5250560641
1193,0.5019914508,0.4964330196
1194,0.5543233752,0.576942265
1195,0.702955246,0.769757092
1196,0.6255993247,0.7503897548
1197,0.5574631691,0.5822965503
1198,0.7607114911,0.9454621673
1199,0.7362311482,0.8381702304
1200,0.8881669044,1.025364161
1201,0.8339180946,0.8059084415
1202,0.8073393703,0.754163444
1203,0.7088455558,0.7451515794
1204,0.6679434776,0.6702232361
1205,0.7030928731,0.7009375691
1206,0.6740114093,0.5896253586
1207,0.708650589,0.6852909923
1208,0.6616067886,0.803000927
1209,0.5804110169,0.6988421082
1210,0.6174527407,0.7350177765
1211,0.7608742714,0.9141325951
1212,0.7961133122,0.8189920783
1213,0.5199444294,0.634480238
1214,0.5465934873,0.7222563624
1215,0.4999553263,0.5937409997
1216,0.5041797161,0.6096829772
1217,0.5989620686,0.6166005135
1218,0.4452012479,0.5771670938
1219,0.4254409373,0.6041150689
1220,0.380092144,0.5418934226
1221,0.3990210295,0.497479111
1222,0.3720071614,0.4946360588
1223,0.3688498437,0.4181184471
1224,0.3702749908,0.393516928
1225,0.3765846193,0.4176824987
1226,0.4172778428,0.4343636036
1227,0.382963866,0.3968168199
1228,0.3649995327,0.3628619015
1229,0.5743020177,0.4214735031
1230,0.2598668933,0.2395470887
1231,0.1900762767,0.2137021422
1232,0.1556188017,0.1967655271
1233,0.1308643967,0.1673030853
1234,0.1373100281,0.1640669554
1235,0.1627037376,0.1847084612
1236,0.1800166368,0.1929746121
1237,0.177166298,0.1948594004
1238,0.1801101416,0.1900875121
1239,0.1866876483,0.2020558715
1240,0.1884428263,0.218190074
1241,0.215734005,0.2125294954
1242,0.2598591745,0.2873545289
1243,0.2411073893,0.2896310389
1244,0.3117312193,0.3551677167
1245,0.2216343135,0.2900143564
1246,0.1429260522,0.1546441615
1247,0.1512340456,0.2214666009
1248,0.3685435355,0.4597275257
1249,0.3834120333,0.5615121722
1250,0.4038346708,0.4926016331
1251,0.3376480341,0.366368562
1252,0.3556621969,0.3743650615
1253,0.3628169596,0.3746516705
1254,0.4863885343,0.4787582457
1255,0.5728083253,0.536452949
1256,0.6538444161,0.706551075
1257,0.6753995419,0.7076954246
1258,0.6532551646,0.7812920213
1259,0.5153930783,0.6648111939
1260,0.517981112,0.7268366218
1261,0.4702044427,0.5720283389
1262,0.4761370718,0.4927762747
1263,0.4908668101,0.4823308885
1264,0.4855362177,0.5434890389
1265,0.4953090847,0.6038327813
1266,0.4871216714,0.5753931403
1267,0.560041666,0.5722953677
1268,0.6906318665,0.6932902336
1269,0.815517962,0.8138985634
1270,0.9584260583,0.9092985988
1271,0.6609871387,0.7287383676
1272,0.4722479582,0.4351211786
1273,0.4711403549,0.4679259956
1274,0.4770891368,0.4482285082
1275,0.5016207099,0.5037301183
1276,0.5381731391,0.6155112982
1277,0.4895859957,0.5972326398
1278,0.3008446991,0.3702472746
1279,0.3122595549,0.3542672694
1280,0.3227483034,0.3284410834
1281,0.3267255723,0.3679419756
1282,0.3308774531,0.345135361
1283,0.3932361901,0.3516014516
1284,0.3720291853,0.3418180048
1285,0.3477680981,0.3354516327
1286,0.3480686247,0.3796920776
1287,0.3462745249,0.4097648561
1288,0.3637683094,0.3680400848
1289,0.3942449093,0.378650099
1290,0.3441134691,0.3427657187
1291,0.3405663073,0.3576869667
1292,0.3383517265,0.2563728392
1293,0.4066097736,0.266528815
1294,0.3599978387,0.2573068142
1295,0.3223009408,0.2772431374
1296,0.3792947233,0.2553966939
1297,0.4019887447,0.3108997941
1298,0.3627094924,0.2896921635
1299,0.3866024911,0.3239448965
1300,0.320977211,0.2682816684
1301,0.2835125625,0.2654222548
1302,0.3047681749,0.2658589482
1303,0.2677345276,0.2533625364
1304,0.2317727208,0.2254015654
1305,0.2104563713,0.2056688517
1306,0.2243931741,0.224602893
1307,0.2219781429,0.2471224517
1308,0.2240967005,0.2675683796
1309,0.1935911328,0.2317521572
1310,0.2243867666,0.2273295671
1311,0.2249191254,0.2210802585
1312,0.2701149583,0.2654308677
1313,0.2534296215,0.2393888682
1314,0.2610647976,0.2660495341
1315,0.316706568,0.2720802128
1316,0.2677079141,0.2649790943
1317,0.2567462027,0.3164357841
1318,0.2875932753,0.2937162817
1319,0.265691936,0.3121060431
1320,0.2759985626,0.3344798088
1321,0.3136956692,0.3086697161
1322,0.4009333551,0.4146137238
1323,0.2820150256,0.2889814675
1324,0.2555281818,0.2200638056
1325,0.3664593995,0.3146356642
1326,0.3315474391,0.2585850358
1327,0.4180152714,0.3502884805
1328,0.3574509621,0.2414355874
1329,0.34805879,0.2957805991
1330,0.309035182,0.2684209645
1331,0.4206843078,0.4329406023
1332,0.3121345639,0.272955209
1333,0.2777010798,0.2501853406
1334,0.1823798269,0.2324603051
1335,0.2053097934,0.2030582428
1336,0.1377252936,0.1483133435
1337,0.145503059,0.1577395201
1338,0.1514519155,0.1856295317
1339,0.3991453648,0.394204855
1340,0.5556602478,0.5270457864
1341,0.5235258937,0.5346209407
1342,0.606110394,0.6654877067
1343,0.6943674088,0.7111360431
1344,0.6859791279,0.7591401935
