window_index,DLinear,PatchTST,iTransformer,TimeMixer,ZeroPred,Persistence,HAR_EWM
0,0.5105773211,0.5141903758,0.5547991395,0.5755512714,0.5297994018,0.5997528434,0.5997528434
1,0.5490313172,0.5362893939,0.5352531672,0.5855998397,0.550757587,0.6124977469,0.6124977469
2,0.5447540879,0.530444324,0.540184617,0.5773323178,0.5499795079,0.5542709827,0.6027812958
3,0.5731705427,0.596759975,0.5998821259,0.6881270409,0.5557796359,0.664652288,0.5900970101
4,0.5562201142,0.5490775704,0.6269856095,0.6150624156,0.5579108,0.8143386841,0.607834518
5,0.5509079099,0.6049112678,0.5689344406,0.6508548856,0.5587849021,0.5952106118,0.6123562455
6,0.551533103,0.5584930182,0.6054262519,0.6189066172,0.5573280454,0.6601125002,0.6169962883
7,0.5483629107,0.5564309955,0.5705676079,0.5632183552,0.5603553653,0.582885921,0.6233717799
8,0.5217528343,0.5212462544,0.6199296713,0.6178655028,0.5513401628,0.6758422852,0.5995571613
9,0.5280131698,0.522336185,0.6036509871,0.6326847076,0.5458171964,0.6317679286,0.5818156004
10,0.5518924594,0.5255813599,0.57744807,0.7004554272,0.5610339046,0.7157446742,0.5926957726
11,0.5534130931,0.508333981,0.6074833274,0.6951573491,0.561203599,0.5581008792,0.5906412005
12,0.5615223646,0.5705431104,0.6364142299,0.6500521302,0.5632461905,0.7717248797,0.5861296058
13,0.5747308135,0.5418789387,0.6065864563,0.7251594663,0.584575057,0.7391288877,0.6039295793
14,0.5702167153,0.5720887184,0.5615463257,0.67761904,0.6019284129,0.7182959914,0.6175771356
15,0.6103468537,0.6025077701,0.6115813851,0.7455050945,0.5913670659,1.360009193,0.5973793864
16,0.6557390094,0.6188842058,0.6226551533,0.7339583039,0.6143670082,0.8449872136,0.6158792377
17,0.6834518909,0.6700083613,0.6006393433,0.7904217839,0.6366650462,1.05953753,0.6322247386
18,0.6816230416,0.6632350087,0.654576838,0.6210861206,0.7386105061,1.466093659,0.7394673824
19,0.7454866767,0.7483494282,0.7234511375,0.7277596593,0.7826635242,0.910150528,0.773624599
20,0.8918258548,0.8109948039,0.7376887202,0.8213669658,0.8505444527,1.171166897,0.8274542689
21,0.7968875766,0.6898211837,0.6672801971,0.4814500511,0.6213879585,9.534430504,0.6493808031
22,0.7935237885,0.777859509,1.511092305,0.5071721077,0.6679821014,1.636383057,0.7184213996
23,0.8940351605,0.8642959595,1.859648347,0.5052688718,0.7768961787,1.040912509,0.8397560716
24,0.8577826619,0.9819393158,1.675622582,0.6215567589,0.8306953311,0.6899545789,0.881216526
25,0.9878712296,1.086562037,1.650345325,0.5691000223,0.8124095798,2.192893028,0.8915963769
