window_index,DLinear,PatchTST,iTransformer,TimesNet
76,0.4841907918,0.4921410978,0.4805431366,0.4814966619
77,0.4770864248,0.4733436108,0.4770813584,0.4802579284
78,0.483207196,0.4868620932,0.4798128009,0.4799542129
79,0.479059726,0.4738108218,0.4772483706,0.4731907248
80,0.4797071218,0.4869406223,0.4690844119,0.4660018682
81,0.4808316827,0.4736365378,0.4722902179,0.4653142393
82,0.4738349319,0.4713191092,0.4712561071,0.4667149484
83,0.4793349206,0.4837395251,0.4629652798,0.4625893235
84,0.4735279977,0.4660978317,0.4632959962,0.4627516568
85,0.4833920002,0.4788254201,0.4618881643,0.4635341167
86,0.4842256904,0.4747597873,0.4730350971,0.4735219181
87,0.4855894446,0.4758743942,0.4746344388,0.4692930579
88,0.4879648685,0.4802901745,0.4706870914,0.4694727063
89,0.4913994372,0.4761936665,0.4742240906,0.4684466422
90,0.4881845117,0.4762001038,0.4726689756,0.4693129063
91,0.4938254654,0.4916956723,0.4743397236,0.4685938656
92,0.4870679975,0.4794331193,0.4687693417,0.4689313769
93,0.4912214875,0.4755740762,0.46979478,0.4721313715
94,0.4917488098,0.4878009558,0.4707270265,0.4727776051
95,0.4961295724,0.4840702713,0.4771123528,0.4744731784
96,0.4953563213,0.5098791718,0.4783497751,0.4790968299
97,0.4856962562,0.4695446491,0.4642172754,0.4649863541
98,0.4877600372,0.4959503412,0.4637829363,0.4620837271
99,0.4703091979,0.4653581977,0.4576404691,0.446667254
100,0.4494687021,0.4379209876,0.4358949065,0.4360850155
101,0.4514577091,0.4464283884,0.4371087253,0.4355320632
102,0.454084307,0.442628324,0.438113898,0.4363488555
103,0.4476684332,0.4288632572,0.4360489547,0.4311071932
104,0.4444367588,0.4459106326,0.4352003634,0.4321404397
105,0.4503341019,0.4359619915,0.4382793903,0.4307434857
106,0.4425812662,0.4363835752,0.4348382354,0.430886358
107,0.449763447,0.4398206174,0.4371829629,0.437089026
108,0.4489056766,0.4512345791,0.434907645,0.4340440631
109,0.4462099671,0.4374022782,0.4406048059,0.4370591342
110,0.4441463053,0.4424521625,0.4431318641,0.4373614788
111,0.4479789734,0.4347839952,0.4389871359,0.4359997213
112,0.4501124918,0.4461039901,0.4426585734,0.4398815632
113,0.453905195,0.4466290772,0.4436047077,0.4396522045
114,0.4471178651,0.449178189,0.4381920099,0.4398369491
115,0.4413547516,0.4461615384,0.4355148077,0.4366128147
116,0.4537440836,0.4454634488,0.4441896677,0.4396842718
117,0.4397853613,0.4473578632,0.4390472174,0.4370314777
118,0.4381708801,0.4414911866,0.437835604,0.4378286004
119,0.4414922297,0.4441421032,0.4389952719,0.4386934638
120,0.4443892837,0.4468303919,0.4396794736,0.4389168024
121,0.4445901215,0.4453836679,0.4410078526,0.4421620965
122,0.4447653592,0.4430019259,0.4464482665,0.4421700835
