window_index,DLinear,PatchTST,iTransformer,TimesNet
0,0.5119047761,0.4345238209,0.4880952239,0.4821428657
1,0.4821428657,0.5119047761,0.494047612,0.4880952239
2,0.4761904776,0.5,0.4880952239,0.4880952239
3,0.5238095522,0.4642857015,0.5,0.4821428657
4,0.4761904776,0.5238095522,0.494047612,0.4761904776
5,0.5178571343,0.5059523582,0.5,0.5476190448
6,0.4880952239,0.5178571343,0.4821428657,0.4821428657
7,0.4880952239,0.5357142687,0.4761904776,0.4761904776
8,0.494047612,0.5357142687,0.4523809552,0.4821428657
9,0.4702380896,0.4880952239,0.4285714328,0.5654761791
10,0.5,0.5059523582,0.5297619104,0.4880952239
11,0.4821428657,0.5297619104,0.571428597,0.4761904776
12,0.494047612,0.4523809552,0.4642857015,0.4761904776
13,0.4821428657,0.5178571343,0.5,0.4761904776
14,0.4821428657,0.4464285672,0.5,0.4821428657
15,0.5,0.494047612,0.5,0.4761904776
16,0.4821428657,0.494047612,0.5059523582,0.4761904776
17,0.4821428657,0.5357142687,0.5,0.4702380896
18,0.553571403,0.5059523582,0.4464285672,0.5297619104
19,0.494047612,0.4642857015,0.5059523582,0.5119047761
20,0.4761904776,0.5119047761,0.4702380896,0.5357142687
21,0.4523809552,0.5297619104,0.5178571343,0.5178571343
22,0.4702380896,0.494047612,0.5119047761,0.5119047761
23,0.4821428657,0.5297619104,0.5,0.5119047761
24,0.494047612,0.494047612,0.5178571343,0.5119047761
25,0.4642857015,0.5178571343,0.5238095522,0.5119047761
26,0.5178571343,0.4761904776,0.5059523582,0.5059523582
27,0.5178571343,0.5238095522,0.5059523582,0.5
28,0.4464285672,0.494047612,0.5,0.494047612
29,0.5119047761,0.4821428657,0.4880952239,0.494047612
30,0.4761904776,0.4642857015,0.5,0.494047612
31,0.4464285672,0.494047612,0.4880952239,0.4880952239
32,0.4702380896,0.4345238209,0.4821428657,0.4880952239
33,0.5059523582,0.4523809552,0.494047612,0.4880952239
34,0.4583333433,0.4404761791,0.4821428657,0.4821428657
35,0.4404761791,0.4702380896,0.4880952239,0.4880952239
36,0.4702380896,0.4821428657,0.4880952239,0.4880952239
37,0.4702380896,0.4702380896,0.494047612,0.494047612
38,0.4702380896,0.5,0.5,0.5
39,0.5,0.4583333433,0.5,0.5
40,0.4702380896,0.4702380896,0.494047612,0.494047612
41,0.4642857015,0.5357142687,0.494047612,0.494047612
42,0.5238095522,0.5238095522,0.5,0.5
43,0.4761904776,0.5119047761,0.5,0.5
44,0.4761904776,0.5119047761,0.5059523582,0.5059523582
45,0.4583333433,0.494047612,0.5059523582,0.5059523582
46,0.5059523582,0.494047612,0.5,0.5
47,0.4523809552,0.4880952239,0.5,0.5
48,0.4880952239,0.4226190448,0.5,0.5
49,0.4702380896,0.5059523582,0.494047612,0.494047612
50,0.4464285672,0.494047612,0.494047612,0.494047612
51,0.4583333433,0.494047612,0.4880952239,0.4880952239
52,0.4702380896,0.494047612,0.494047612,0.494047612
53,0.4702380896,0.5,0.494047612,0.494047612
54,0.4821428657,0.4642857015,0.4880952239,0.4880952239
55,0.4523809552,0.4821428657,0.4880952239,0.4880952239
56,0.4166666567,0.4642857015,0.4880952239,0.4880952239
57,0.4464285672,0.5416666865,0.494047612,0.494047612
58,0.5119047761,0.4702380896,0.5,0.5
