window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,ZeroPred,Persistence,HAR_EWM
0,0.06140778586,0.07284381986,0.01158997416,0.02233300544,0.03173832223,5.468366146,0.03184869513,0.03184869513
1,0.08439845592,0.1016612649,0.00596789876,0.02373313718,0.03210723773,5.477303028,0.03221594542,0.03221594542
2,0.05471071973,0.06183377281,0.01580099016,0.02222886495,0.03277357295,5.486026764,0.01397189498,0.03210838512
3,0.06073635444,0.0670819059,0.01325864624,0.02281874977,0.03231872618,5.499227047,0.01547343191,0.03258698806
4,0.08655265719,0.0939065516,0.006218877155,0.02355981618,0.03323279321,5.514122009,0.02645988762,0.03347333893
5,0.09198931605,0.1006990895,0.005597744137,0.02454529144,0.03543236479,5.529242039,0.02921593748,0.03440870717
6,0.09163716435,0.1010744572,0.005515341181,0.02563005127,0.03284044564,5.544473171,0.02837961353,0.03533431888
7,0.1178501919,0.1333450824,0.007651703898,0.02958274446,0.03431540355,5.561172485,0.04564200714,0.03660598025
8,0.09613541514,0.1022652909,0.005425392184,0.02888215147,0.03498933092,5.574362278,0.0285149347,0.03724376112
9,0.07565529644,0.07939767092,0.008267774247,0.02944680117,0.034176521,5.578810215,0.01847808994,0.03677429631
10,0.07823199034,0.08040229976,0.008098390885,0.02986983955,0.03387016058,5.585828304,0.01893474907,0.03653946146
11,0.09254085273,0.09411408752,0.006062358618,0.02926855348,0.03403201699,5.594696045,0.02485627681,0.03665112332
12,0.08416637033,0.08506593853,0.007237792015,0.02766764909,0.03411188349,5.602636814,0.02090176381,0.03656710312
13,0.08013834804,0.08043097705,0.008194860071,0.02622091584,0.03549832478,5.610506535,0.0190580152,0.03641876951
14,0.06199260056,0.05840115249,0.01701858453,0.0216796007,0.03478869423,5.618241787,0.01228490006,0.03591535613
15,0.06814669818,0.06341650337,0.01429867279,0.01971047558,0.03466340899,5.625631332,0.01338701695,0.03547973558
16,0.07243669033,0.06941283494,0.01177472901,0.01932316273,0.03503955528,5.637208462,0.01502168644,0.03561477736
17,0.07907289267,0.07336103171,0.01036068704,0.01899863221,0.03456367925,5.648211956,0.01612929069,0.03571613505
18,0.0723657608,0.06321962178,0.01501085982,0.01737460494,0.03602660075,5.657502651,0.01342794579,0.03547286987
19,0.0796848461,0.07253149897,0.01076357532,0.01643506996,0.03505877778,5.667560577,0.01559277158,0.03544151038
20,0.1236234307,0.122775279,0.006207954604,0.01874820329,0.03553844988,5.682359219,0.03680159524,0.03637786582
21,0.1399248391,0.1422355026,0.009504774585,0.02353369445,0.0367689915,5.699965954,0.04663692787,0.03773940727
22,0.1434500366,0.1469061524,0.01120040566,0.02827190794,0.03698301688,5.711257458,0.04851577803,0.03843980655
23,0.1286293119,0.1263678223,0.007749540266,0.0314421691,0.03682420775,5.720125675,0.03669711575,0.03875338659
24,0.1186215207,0.1150303483,0.006496949587,0.0337411277,0.03789021447,5.729762554,0.03065637313,0.03900485858
25,0.1661794931,0.1738233715,0.02108852565,0.04074535891,0.03872310743,5.743217468,0.06269153953,0.04004670307
26,0.176716134,0.1922279149,0.02933444642,0.04949555174,0.03994308785,5.75756979,0.07312745601,0.04126982391
27,0.1843246967,0.2025381178,0.03540570661,0.05565339327,0.04396488145,5.772531033,0.07852753252,0.04260352254
28,0.1584595293,0.1730810404,0.02601630054,0.05703745782,0.04519242421,5.778289795,0.05851362273,0.0430704765
29,0.1252688915,0.1351387352,0.01488364395,0.05510190129,0.04378928244,5.780858517,0.03593346477,0.04290822148
30,0.1452745646,0.1618514508,0.02554074861,0.05684527755,0.04125354812,5.787762165,0.04886393622,0.04324203357
31,0.1632258445,0.1869858503,0.03807130083,0.06119437143,0.03997152671,5.794052124,0.06289041787,0.04379893467
