window_index,best_model,best_loss,second_model,second_loss,margin_vs_second,best_single_model,best_single_loss,oracle_gain_vs_best_single
0,iTransformer,0.5228978395462036,ZeroPred,0.5297994017601013,0.006901562213897705,DLinear,0.5298351645469666,0.0069373250007629395
1,PatchTST,0.542447566986084,TimeMixer,0.5473361611366272,0.004888594150543213,DLinear,0.5550849437713623,0.01263737678527832
2,PatchTST,0.5290985703468323,ZeroPred,0.5499795079231262,0.020880937576293945,DLinear,0.5549659132957458,0.025867342948913574
3,ZeroPred,0.5557796359062195,DLinear,0.5796708464622498,0.023891210556030273,DLinear,0.5796708464622498,0.023891210556030273
4,DLinear,0.55207759141922,ZeroPred,0.5579107999801636,0.0058332085609436035,DLinear,0.55207759141922,0.0
5,DLinear,0.5499948859214783,ZeroPred,0.5587849020957947,0.008790016174316406,DLinear,0.5499948859214783,0.0
6,TimeMixer,0.5324393510818481,DLinear,0.5562168955802917,0.023777544498443604,DLinear,0.5562168955802917,0.023777544498443604
7,TimeMixer,0.532918393611908,ZeroPred,0.5603553652763367,0.02743697166442871,DLinear,0.5606639981269836,0.027745604515075684
8,DLinear,0.526146411895752,TimeMixer,0.5399154424667358,0.013769030570983887,DLinear,0.526146411895752,0.0
9,PatchTST,0.5061197876930237,DLinear,0.5229807496070862,0.0168609619140625,DLinear,0.5229807496070862,0.0168609619140625
10,PatchTST,0.5294353365898132,DLinear,0.5521708726882935,0.022735536098480225,DLinear,0.5521708726882935,0.022735536098480225
11,DLinear,0.5466883778572083,Persistence,0.5581008791923523,0.011412501335144043,DLinear,0.5466883778572083,0.0
12,DLinear,0.546326220035553,PatchTST,0.5529444813728333,0.0066182613372802734,DLinear,0.546326220035553,0.0
13,PatchTST,0.5390012264251709,iTransformer,0.5565175414085388,0.01751631498336792,DLinear,0.567089855670929,0.028088629245758057
14,DLinear,0.5785377025604248,PatchTST,0.5961872935295105,0.017649590969085693,DLinear,0.5785377025604248,0.0
15,ZeroPred,0.5913670659065247,HAR_EWM,0.5973793864250183,0.006012320518493652,DLinear,0.6370632648468018,0.0456961989402771
16,PatchTST,0.5768877267837524,ZeroPred,0.6143670082092285,0.037479281425476074,DLinear,0.6352343559265137,0.05834662914276123
17,PatchTST,0.6227725744247437,HAR_EWM,0.6322247385978699,0.00945216417312622,DLinear,0.6740153431892395,0.05124276876449585
18,TimeMixer,0.5442714691162109,iTransformer,0.6167082190513611,0.07243674993515015,DLinear,0.6818378567695618,0.13756638765335083
19,TimeMixer,0.5899762511253357,PatchTST,0.7152085900306702,0.12523233890533447,DLinear,0.7590270042419434,0.16905075311660767
