window_index,ClassPrior,Centroid,DiagGaussian,LinearSoftmax
0,0.225667528,0.02985074627,0.1398463399,0.3837816138
1,0.2463054187,0.05054151625,0.1751542554,0.4145054644
2,0.2245250432,0.01025641026,0.1199993624,0.385022385
3,0.2210617929,0.1071038251,0.1704619632,0.277240849
4,0.2679127726,0.0322180917,0.2582627487,0.3660631074
5,0.1886087768,0.08740774044,0.3036495379,0.2720856405
6,0.2091152815,0.05054151625,0.235296343,0.2391108827
7,0.2345991561,0.02127805145,0.1941036907,0.3478125694
8,0.2573940847,0.01774397972,0.07613673691,0.3152896486
9,0.2367758186,0.007722007722,0.2273667074,0.3945807279
10,0.1776504298,0.1712082983,0.3687639222,0.3551183971
11,0.2554216867,0.3642957119,0.197337172,0.4580704345
12,0.2463054187,0.3054751466,0.2698645611,0.3695395514
13,0.2175438596,0.2029256147,0.260727366,0.2835761759
14,0.2554216867,0.24754339,0.201055994,0.4797454385
15,0.225667528,0.1710934965,0.3088297324,0.4314409803
16,0.225667528,0.1992063492,0.2310667195,0.4311774461
17,0.1734104046,0.2146764084,0.3039026074,0.3250657831
18,0.219895288,0.1870229008,0.2430520193,0.4674367558
19,0.1690962099,0.2866105958,0.220653355,0.4502174239
20,0.1845574388,0.2533915484,0.2118132784,0.4404007086
21,0.2066486972,0.173830948,0.2219945506,0.4060069724
22,0.1661779081,0.2196743526,0.2753502546,0.3687639959
23,0.1978021978,0.1965923984,0.2161776732,0.252282624
24,0.1845574388,0.2409242584,0.1581652147,0.3591822566
25,0.1818181818,0.2186970494,0.2676136924,0.3799697166
26,0.1349948079,0.2921018875,0.3122429422,0.2038818383
27,0.1661779081,0.2003642987,0.1704344914,0.2114350994
28,0.1818181818,0.1698278262,0.2347573222,0.2455542769
29,0.1734104046,0.1513157895,0.345688894,0.3450339452
30,0.1299790356,0.3273601399,0.363849887,0.2815101683
31,0.1804368471,0.2704727733,0.3603709509,0.2341129152
32,0.1541541542,0.199086758,0.2149149414,0.2316282238
33,0.1899441341,0.2551491185,0.3020833333,0.3660898889
34,0.1107491857,0.1671583088,0.2668737886,0.2562433862
35,0.1617357002,0.1962604251,0.2018980437,0.2358791861
36,0.1510574018,0.2126305067,0.2208673933,0.2057825463
37,0.2301790281,0.1680217987,0.1993193706,0.3449757217
38,0.09587513935,0.179047619,0.2807926909,0.3454608754
39,0.1510574018,0.09587513935,0.3523262347,0.269854009
40,0.08616780045,0.231292517,0.2116198641,0.2627902514
41,0.09203142536,0.08813559322,0.3200414609,0.2892242892
42,0.1661779081,0.2362921581,0.2192397333,0.3100995733
43,0.191272052,0.2091152815,0.11260454,0.258672749
44,0.2163588391,0.3168228076,0.291194915,0.3883303979
45,0.1748318924,0.2612942613,0.3022343154,0.3233032124
46,0.2091152815,0.2848720622,0.2004964773,0.384322127
47,0.2151675485,0.3211087838,0.2291915654,0.3172942817
48,0.2367758186,0.2496916994,0.2217120159,0.3407392129
49,0.2301790281,0.2952783901,0.1679060372,0.3613708192
50,0.231292517,0.3134480648,0.1552543598,0.380241971
51,0.1748318924,0.3293352429,0.3204106086,0.4193770405
52,0.1602373887,0.2615103063,0.3268764824,0.3473705502
53,0.1214057508,0.1530715005,0.3780239479,0.2776651113
54,0.1494949495,0.3422535211,0.3453726958,0.3832794347
55,0.2245250432,0.3954822799,0.3118707149,0.4065827325
56,0.1107491857,0.1626349597,0.4088201104,0.3447661844
57,0.1463414634,0.2201591512,0.3388600796,0.3849873274
58,0.1333333333,0.175257187,0.3917571851,0.3508654029
59,0.1952117864,0.236724477,0.2576354132,0.2876852534
60,0.2078853047,0.2418727106,0.2022810148,0.3594191988
61,0.1494949495,0.1695906433,0.3308084634,0.2460268318
62,0.08018327606,0.1769032002,0.3696033281,0.2202854942
63,0.179047619,0.2281177947,0.2858239202,0.2510909503
64,0.1661779081,0.270010594,0.3966392715,0.3038589941
65,0.2091152815,0.2170658434,0.3386344178,0.398140608
66,0.2301790281,0.2977539257,0.1432191822,0.3156186066
67,0.1776504298,0.1797174858,0.3048797078,0.2599341835
68,0.2163588391,0.1888555222,0.219589659,0.2828631453
69,0.199086758,0.2369449209,0.3141631208,0.34921998
70,0.09009009009,0.1382868937,0.3881768696,0.1962109168
71,0.1632251721,0.1992556282,0.2867734521,0.2737581248
72,0.1299790356,0.1349948079,0.3424728633,0.1952269171
73,0.1494949495,0.2386293039,0.3228529047,0.203250189
74,0.1231422505,0.1705426357,0.3133493784,0.3499121651
75,0.199086758,0.2482337829,0.2500813136,0.4201221285
76,0.1431492843,0.1971830986,0.2505611672,0.3470660397
77,0.2003642987,0.2867326855,0.3512706165,0.2670079662
78,0.2345991561,0.4311111111,0.2599372127,0.3403491436
79,0.2078853047,0.3413675214,0.2617798987,0.3435920476
80,0.1676413255,0.3634651601,0.3557391809,0.3993698941
81,0.2463054187,0.3327753599,0.2258904838,0.3846387371
82,0.2345991561,0.374316754,0.3363198554,0.4911795227
83,0.2564102564,0.3301518637,0.1678032541,0.313346459
84,0.1333333333,0.1107491857,0.3572908179,0.2187336473
85,0.131661442,0.06572769953,0.3623236114,0.1573245407
86,0.1705426357,0.1600514801,0.2635170447,0.2788225886
87,0.1690962099,0.2400116397,0.3136245306,0.2145528127
88,0.1676413255,0.3538774916,0.2063425589,0.3531214921
89,0.1415384615,0.1330594858,0.4236410781,0.2961548256
90,0.09966777409,0.2089371981,0.4307039959,0.2690485474
91,0.185915493,0.1572342419,0.3798730006,0.2794364132
92,0.1647058824,0.1402523494,0.2625522493,0.3111331734
93,0.1089324619,0.1717015876,0.299382716,0.1949152542
94,0.05495818399,0.1803863664,0.3118061896,0.2301201959
95,0.08418657565,0.1576846307,0.3860260144,0.3321562692
96,0.07612456747,0.07276995305,0.2863534676,0.1269269269
97,0.1052631579,0.185915493,0.2843715847,0.2149360622
98,0.1382868937,0.1884070591,0.3167887668,0.2206500618
99,0.02746566792,0.08018327606,0.2725669392,0.08018327606
100,0.01774397972,0.1071038251,0.3109381275,0.1052631579
101,0.1845574388,0.1455791872,0.2715470268,0.2258132415
102,0.1265822785,0.2900080949,0.3828528781,0.2830590439
103,0.1282860147,0.3824322793,0.3656989893,0.3806325595
104,0.09966777409,0.1494949495,0.4546431467,0.1499493414
105,0.1415384615,0.1684397163,0.3380273426,0.1994718036
106,0.1676413255,0.1355407363,0.2945369005,0.1561871949
107,0.1299790356,0.2056776557,0.3601004786,0.2808806864
108,0.2115555556,0.2219973009,0.2575406673,0.2313426756
109,0.191272052,0.194082013,0.3712489116,0.3260637365
