window_index,DLinear,PatchTST,iTransformer,TimeMixer
386,0.5,0.5,0.4583333433,0.4166666567
387,0.4583333433,0.5416666865,0.5,0.5
388,0.375,0.5833333135,0.4583333433,0.5833333135
389,0.5,0.5416666865,0.4583333433,0.5416666865
390,0.3333333433,0.5416666865,0.5,0.5833333135
391,0.3333333433,0.5,0.4166666567,0.4166666567
392,0.375,0.5416666865,0.5,0.4166666567
393,0.4166666567,0.5416666865,0.5,0.5416666865
394,0.3333333433,0.5416666865,0.375,0.5
395,0.4166666567,0.5416666865,0.5833333135,0.4583333433
396,0.4166666567,0.5,0.3333333433,0.5416666865
397,0.4166666567,0.4583333433,0.4583333433,0.4583333433
398,0.4583333433,0.4583333433,0.5416666865,0.4583333433
399,0.5,0.5,0.375,0.5
400,0.4166666567,0.5,0.5416666865,0.5
401,0.5,0.4583333433,0.5,0.5
402,0.4166666567,0.4583333433,0.5,0.4166666567
403,0.4583333433,0.4166666567,0.5833333135,0.4166666567
404,0.5416666865,0.375,0.4583333433,0.375
405,0.5,0.4166666567,0.4166666567,0.4166666567
406,0.4583333433,0.4166666567,0.3333333433,0.4166666567
407,0.5833333135,0.4166666567,0.5416666865,0.4166666567
408,0.6666666865,0.4166666567,0.5,0.4166666567
409,0.4166666567,0.4583333433,0.5,0.4583333433
410,0.4166666567,0.4583333433,0.4583333433,0.4583333433
411,0.3333333433,0.4166666567,0.2916666567,0.4583333433
412,0.5416666865,0.375,0.4583333433,0.4166666567
413,0.5,0.4166666567,0.5,0.4166666567
414,0.375,0.4166666567,0.5416666865,0.5416666865
415,0.5416666865,0.4166666567,0.375,0.625
416,0.5,0.4166666567,0.375,0.375
417,0.5833333135,0.4166666567,0.375,0.4166666567
418,0.6666666865,0.375,0.5416666865,0.375
419,0.4583333433,0.3333333433,0.625,0.4583333433
420,0.5833333135,0.3333333433,0.3333333433,0.375
421,0.5416666865,0.3333333433,0.375,0.3333333433
422,0.5,0.3333333433,0.3333333433,0.375
423,0.5,0.2916666567,0.25,0.375
424,0.4583333433,0.3333333433,0.4583333433,0.3333333433
425,0.4166666567,0.3333333433,0.375,0.375
426,0.4583333433,0.375,0.5,0.3333333433
427,0.4583333433,0.4166666567,0.4166666567,0.4583333433
428,0.375,0.4166666567,0.4166666567,0.4583333433
429,0.5,0.4166666567,0.625,0.4583333433
430,0.4166666567,0.4166666567,0.5,0.4166666567
431,0.4166666567,0.4583333433,0.4583333433,0.4583333433
432,0.5833333135,0.4583333433,0.4583333433,0.625
433,0.5416666865,0.4166666567,0.4166666567,0.4583333433
434,0.5,0.4166666567,0.4166666567,0.4166666567
435,0.5,0.4583333433,0.375,0.4583333433
436,0.4583333433,0.5,0.4166666567,0.5416666865
437,0.5833333135,0.5,0.625,0.5
438,0.5,0.5416666865,0.4166666567,0.5416666865
439,0.375,0.5416666865,0.4166666567,0.4583333433
440,0.5,0.5,0.375,0.4166666567
441,0.5833333135,0.5,0.5,0.625
442,0.5416666865,0.5416666865,0.5833333135,0.5416666865
443,0.5,0.5416666865,0.4583333433,0.5416666865
444,0.4166666567,0.5416666865,0.375,0.4583333433
445,0.3333333433,0.5416666865,0.625,0.5833333135
446,0.4166666567,0.5416666865,0.4583333433,0.4583333433
447,0.5,0.5833333135,0.5,0.5416666865
448,0.5,0.5416666865,0.375,0.4583333433
449,0.4583333433,0.5833333135,0.5416666865,0.5833333135
450,0.5,0.5833333135,0.4166666567,0.5
451,0.5416666865,0.5833333135,0.6666666865,0.5416666865
452,0.4583333433,0.5833333135,0.5,0.6666666865
453,0.4583333433,0.5416666865,0.3333333433,0.5
454,0.4166666567,0.5416666865,0.5416666865,0.5
455,0.375,0.5416666865,0.5,0.5416666865
456,0.375,0.5416666865,0.5,0.5
457,0.4166666567,0.5833333135,0.5,0.4583333433
458,0.3333333433,0.625,0.375,0.5416666865
459,0.5,0.4583333433,0.4166666567,0.5833333135
460,0.375,0.4166666567,0.5,0.625
461,0.5,0.5,0.4583333433,0.5833333135
462,0.5416666865,0.5,0.5,0.375
463,0.3333333433,0.4166666567,0.5416666865,0.5416666865
464,0.4166666567,0.5,0.4166666567,0.5833333135
465,0.5416666865,0.5,0.4583333433,0.5
466,0.5,0.5,0.5,0.4166666567
467,0.5416666865,0.5,0.3333333433,0.6666666865
468,0.4583333433,0.5,0.4583333433,0.5416666865
469,0.5416666865,0.4583333433,0.5,0.4166666567
470,0.5416666865,0.5,0.5416666865,0.5833333135
471,0.6666666865,0.4583333433,0.4583333433,0.5833333135
472,0.6666666865,0.4166666567,0.5416666865,0.4583333433
473,0.625,0.4166666567,0.5,0.375
474,0.5833333135,0.4166666567,0.5833333135,0.4166666567
475,0.625,0.4166666567,0.5416666865,0.375
476,0.6666666865,0.4583333433,0.5416666865,0.375
477,0.5833333135,0.4583333433,0.5416666865,0.5416666865
478,0.5,0.4583333433,0.4583333433,0.4583333433
479,0.4166666567,0.4583333433,0.2916666567,0.4583333433
480,0.5416666865,0.4166666567,0.4166666567,0.4583333433
481,0.5,0.375,0.5,0.4583333433
482,0.5,0.3333333433,0.4166666567,0.4583333433
483,0.5,0.3333333433,0.4166666567,0.2916666567
484,0.5,0.3333333433,0.3333333433,0.4166666567
485,0.5416666865,0.3333333433,0.4583333433,0.4583333433
486,0.5,0.375,0.4583333433,0.375
487,0.4583333433,0.375,0.4166666567,0.375
488,0.5833333135,0.4166666567,0.4583333433,0.4166666567
489,0.5,0.375,0.4583333433,0.375
490,0.5,0.3333333433,0.4166666567,0.375
491,0.5,0.375,0.3333333433,0.4166666567
492,0.4166666567,0.375,0.3333333433,0.3333333433
493,0.5416666865,0.4166666567,0.4583333433,0.4583333433
494,0.4583333433,0.4166666567,0.4166666567,0.4166666567
495,0.4583333433,0.4166666567,0.5833333135,0.5416666865
496,0.4166666567,0.4166666567,0.5416666865,0.4583333433
497,0.4583333433,0.4166666567,0.4166666567,0.4166666567
498,0.4583333433,0.4166666567,0.3333333433,0.375
499,0.4583333433,0.4166666567,0.5416666865,0.2916666567
500,0.5416666865,0.375,0.4166666567,0.3333333433
