window_index,DLinear,PatchTST,iTransformer,TimesNet
0,0.625,0.625,0.4166666567,0.375
1,0.4583333433,0.5416666865,0.5833333135,0.5416666865
2,0.5833333135,0.5416666865,0.5,0.5
3,0.5,0.4583333433,0.5,0.4583333433
4,0.5,0.5,0.4583333433,0.2916666567
5,0.5,0.5416666865,0.5833333135,0.4583333433
6,0.4583333433,0.4166666567,0.375,0.4166666567
7,0.5833333135,0.4166666567,0.5,0.5416666865
8,0.5416666865,0.5833333135,0.4166666567,0.375
9,0.375,0.5,0.625,0.6666666865
10,0.5,0.375,0.4583333433,0.6666666865
11,0.4166666567,0.4583333433,0.4166666567,0.375
12,0.375,0.4583333433,0.25,0.375
13,0.5,0.4583333433,0.4583333433,0.3333333433
14,0.4583333433,0.5833333135,0.4166666567,0.3333333433
15,0.4583333433,0.5416666865,0.3333333433,0.375
16,0.625,0.5,0.2916666567,0.4166666567
17,0.5416666865,0.4583333433,0.375,0.625
18,0.4583333433,0.8333333135,0.7083333135,0.5833333135
19,0.625,0.375,0.5,0.5833333135
20,0.5833333135,0.5833333135,0.5416666865,0.5833333135
21,0.75,0.5,0.625,0.5416666865
22,0.5833333135,0.5833333135,0.5833333135,0.5416666865
23,0.5,0.6666666865,0.5833333135,0.5833333135
24,0.5833333135,0.5416666865,0.5416666865,0.625
25,0.5833333135,0.625,0.7083333135,0.625
26,0.5,0.5833333135,0.625,0.5833333135
27,0.5416666865,0.5833333135,0.625,0.5833333135
28,0.5416666865,0.5416666865,0.5,0.5416666865
29,0.5416666865,0.5,0.5833333135,0.5
30,0.4166666567,0.2083333284,0.6666666865,0.5
31,0.4583333433,0.375,0.5,0.4583333433
32,0.4166666567,0.4166666567,0.4166666567,0.4583333433
33,0.5,0.5416666865,0.4583333433,0.4583333433
34,0.5416666865,0.625,0.4166666567,0.4166666567
35,0.4166666567,0.3333333433,0.4166666567,0.4166666567
36,0.4583333433,0.5416666865,0.4166666567,0.4583333433
37,0.5416666865,0.4583333433,0.5416666865,0.5
38,0.5,0.4583333433,0.625,0.5416666865
39,0.5,0.375,0.5416666865,0.5
40,0.5,0.4166666567,0.5,0.5
41,0.4583333433,0.4166666567,0.4583333433,0.4583333433
42,0.4583333433,0.4166666567,0.4583333433,0.4583333433
43,0.4583333433,0.5,0.5,0.4583333433
44,0.4583333433,0.5,0.4583333433,0.4583333433
45,0.3333333433,0.3333333433,0.4166666567,0.4583333433
46,0.5416666865,0.4166666567,0.4583333433,0.4583333433
47,0.4583333433,0.5416666865,0.4166666567,0.4166666567
48,0.4583333433,0.5833333135,0.4166666567,0.4166666567
49,0.4583333433,0.4166666567,0.3333333433,0.375
50,0.5,0.5416666865,0.375,0.375
51,0.5416666865,0.4166666567,0.375,0.375
52,0.5,0.5833333135,0.4583333433,0.4166666567
53,0.625,0.5833333135,0.5,0.4166666567
54,0.5416666865,0.4583333433,0.375,0.375
55,0.5833333135,0.25,0.3333333433,0.375
56,0.5,0.4583333433,0.3333333433,0.3333333433
57,0.6666666865,0.5416666865,0.375,0.375
58,0.5416666865,0.5416666865,0.4166666567,0.4166666567
59,0.5,0.5833333135,0.4166666567,0.4166666567
60,0.5416666865,0.5416666865,0.375,0.375
61,0.75,0.4583333433,0.375,0.3333333433
62,0.5416666865,0.4166666567,0.3333333433,0.2916666567
63,0.5416666865,0.5416666865,0.375,0.3333333433
64,0.5,0.5833333135,0.2916666567,0.3333333433
65,0.5,0.4583333433,0.4166666567,0.3333333433
66,0.625,0.4583333433,0.3333333433,0.375
67,0.5,0.4583333433,0.3333333433,0.375
68,0.5,0.4166666567,0.375,0.4166666567
69,0.4166666567,0.5,0.4583333433,0.4166666567
70,0.5416666865,0.4166666567,0.375,0.375
71,0.5833333135,0.625,0.4166666567,0.4166666567
72,0.6666666865,0.3333333433,0.375,0.4166666567
73,0.5416666865,0.4166666567,0.4166666567,0.4166666567
74,0.4583333433,0.625,0.4583333433,0.4583333433
75,0.4583333433,0.4583333433,0.4583333433,0.4583333433
76,0.625,0.5,0.4583333433,0.4583333433
77,0.5416666865,0.5416666865,0.5,0.5
78,0.5833333135,0.5416666865,0.5416666865,0.5416666865
79,0.5416666865,0.5833333135,0.5416666865,0.5416666865
80,0.4583333433,0.4583333433,0.5416666865,0.5416666865
81,0.5,0.4583333433,0.5,0.5
82,0.375,0.5,0.5416666865,0.5
83,0.5,0.4583333433,0.5,0.5416666865
84,0.4583333433,0.4583333433,0.5833333135,0.5416666865
85,0.5416666865,0.4583333433,0.625,0.5833333135
86,0.4583333433,0.5416666865,0.5,0.5833333135
87,0.5833333135,0.5,0.5416666865,0.5416666865
88,0.5416666865,0.4583333433,0.5833333135,0.5416666865
89,0.4166666567,0.5833333135,0.5416666865,0.5416666865
90,0.4583333433,0.5,0.5,0.5416666865
91,0.5,0.3333333433,0.625,0.5833333135
92,0.3333333433,0.5,0.5416666865,0.5833333135
93,0.3333333433,0.4166666567,0.5416666865,0.5833333135
94,0.2916666567,0.4583333433,0.5416666865,0.5833333135
95,0.4583333433,0.5,0.5,0.5833333135
96,0.5,0.5,0.5416666865,0.5833333135
97,0.4583333433,0.3333333433,0.625,0.5833333135
98,0.4166666567,0.4583333433,0.5416666865,0.5416666865
99,0.2916666567,0.4583333433,0.5416666865,0.5416666865
100,0.4166666567,0.4583333433,0.5416666865,0.5416666865
101,0.4166666567,0.4166666567,0.5,0.5416666865
102,0.4166666567,0.375,0.5416666865,0.5416666865
103,0.3333333433,0.5,0.5833333135,0.5833333135
104,0.5,0.5,0.625,0.625
105,0.625,0.375,0.5833333135,0.625
106,0.5833333135,0.5,0.625,0.625
107,0.5,0.4583333433,0.5833333135,0.5833333135
108,0.4166666567,0.4166666567,0.5416666865,0.5833333135
109,0.5416666865,0.5833333135,0.5416666865,0.5833333135
110,0.4583333433,0.4583333433,0.5416666865,0.5833333135
111,0.5,0.4166666567,0.5833333135,0.5833333135
112,0.4166666567,0.5,0.5416666865,0.5833333135
113,0.375,0.5,0.5833333135,0.5833333135
114,0.5,0.4583333433,0.5833333135,0.5416666865
115,0.5833333135,0.5,0.4166666567,0.5
116,0.5,0.4583333433,0.4583333433,0.4583333433
117,0.5416666865,0.3333333433,0.4583333433,0.5
118,0.5833333135,0.5416666865,0.4166666567,0.5416666865
119,0.5416666865,0.4583333433,0.4583333433,0.5416666865
120,0.5,0.5416666865,0.5833333135,0.5416666865
121,0.5833333135,0.4166666567,0.5416666865,0.5833333135
122,0.5416666865,0.5416666865,0.5,0.625
123,0.6666666865,0.5833333135,0.5833333135,0.5833333135
124,0.625,0.5833333135,0.6666666865,0.5416666865
125,0.625,0.7916666865,0.5833333135,0.5
126,0.625,0.5,0.5416666865,0.5
127,0.625,0.4166666567,0.5,0.4583333433
128,0.4583333433,0.5833333135,0.4166666567,0.4583333433
129,0.6666666865,0.4583333433,0.5,0.5
130,0.625,0.5416666865,0.4166666567,0.5
131,0.4583333433,0.625,0.4166666567,0.5
132,0.5416666865,0.625,0.5416666865,0.5
133,0.625,0.5,0.5833333135,0.5
134,0.5,0.4583333433,0.5,0.5
135,0.5833333135,0.5,0.5,0.5416666865
136,0.5416666865,0.5833333135,0.4583333433,0.5
137,0.4583333433,0.4166666567,0.375,0.5
138,0.5416666865,0.4583333433,0.4166666567,0.5416666865
139,0.4583333433,0.5416666865,0.4583333433,0.5416666865
140,0.25,0.6666666865,0.4166666567,0.5416666865
141,0.4166666567,0.375,0.4583333433,0.5
142,0.4166666567,0.375,0.625,0.5
143,0.4166666567,0.4583333433,0.5416666865,0.4583333433
144,0.5,0.375,0.4583333433,0.4583333433
145,0.4583333433,0.5,0.4166666567,0.4166666567
146,0.5,0.4583333433,0.4166666567,0.4166666567
147,0.5,0.5,0.4583333433,0.4583333433
148,0.5416666865,0.5,0.5416666865,0.5
149,0.4583333433,0.4583333433,0.5,0.5
150,0.5416666865,0.5,0.5,0.5
151,0.5416666865,0.5833333135,0.5416666865,0.5416666865
152,0.4583333433,0.5,0.5416666865,0.5416666865
153,0.375,0.5416666865,0.4583333433,0.5
154,0.4166666567,0.4166666567,0.5,0.4583333433
155,0.4166666567,0.5,0.5416666865,0.5
156,0.5416666865,0.5,0.5416666865,0.5416666865
157,0.5,0.4166666567,0.5,0.5
158,0.5,0.5416666865,0.5,0.5
159,0.5416666865,0.4166666567,0.5,0.5
160,0.5,0.5416666865,0.5416666865,0.5416666865
161,0.4583333433,0.4166666567,0.5,0.5416666865
162,0.4583333433,0.4166666567,0.5416666865,0.5416666865
163,0.4583333433,0.4583333433,0.5833333135,0.5833333135
164,0.4583333433,0.375,0.5833333135,0.5833333135
165,0.5,0.5833333135,0.625,0.625
166,0.4583333433,0.4583333433,0.5833333135,0.5833333135
167,0.4166666567,0.4583333433,0.5416666865,0.5833333135
168,0.4166666567,0.4583333433,0.5416666865,0.5416666865
169,0.4166666567,0.5416666865,0.5416666865,0.5833333135
170,0.5,0.5,0.5833333135,0.5416666865
171,0.5,0.4166666567,0.4583333433,0.5
172,0.4166666567,0.375,0.4166666567,0.4583333433
173,0.5,0.5416666865,0.4583333433,0.5
174,0.4166666567,0.4583333433,0.4583333433,0.5
175,0.4583333433,0.375,0.5,0.4583333433
176,0.625,0.4166666567,0.5,0.4583333433
177,0.5,0.4166666567,0.4583333433,0.4583333433
178,0.4583333433,0.5,0.4166666567,0.4583333433
179,0.4583333433,0.4166666567,0.4583333433,0.4583333433
180,0.375,0.4166666567,0.4166666567,0.4166666567
181,0.4583333433,0.5833333135,0.4583333433,0.4583333433
182,0.5,0.5,0.5,0.5
183,0.5,0.5,0.4583333433,0.5
184,0.4583333433,0.4583333433,0.5,0.4583333433
185,0.5,0.625,0.5416666865,0.5
186,0.4583333433,0.5416666865,0.5,0.5
187,0.625,0.5833333135,0.4583333433,0.4583333433
188,0.5833333135,0.5,0.5,0.5
189,0.5,0.5416666865,0.5,0.4583333433
190,0.4166666567,0.375,0.4583333433,0.4583333433
191,0.5,0.4583333433,0.5416666865,0.5
192,0.5416666865,0.625,0.5416666865,0.5416666865
193,0.375,0.4583333433,0.5,0.5
194,0.5,0.4166666567,0.5,0.5
195,0.5416666865,0.4166666567,0.5,0.5
196,0.4166666567,0.4166666567,0.5416666865,0.5416666865
197,0.5833333135,0.5833333135,0.5,0.5
198,0.5833333135,0.5,0.5833333135,0.4583333433
199,0.4583333433,0.4166666567,0.5,0.4583333433
200,0.5,0.4583333433,0.4166666567,0.4583333433
201,0.5,0.5,0.375,0.5
202,0.4166666567,0.625,0.5416666865,0.5416666865
203,0.4583333433,0.4583333433,0.5,0.5
204,0.5416666865,0.5416666865,0.5,0.5
205,0.5416666865,0.5833333135,0.5,0.5
206,0.5,0.5833333135,0.4583333433,0.5
207,0.5,0.5833333135,0.5,0.5
208,0.5833333135,0.5,0.5833333135,0.5
209,0.4583333433,0.5,0.4583333433,0.4583333433
210,0.4166666567,0.4166666567,0.375,0.4583333433
211,0.4583333433,0.4583333433,0.4166666567,0.4583333433
212,0.4166666567,0.4166666567,0.4583333433,0.4166666567
213,0.4166666567,0.5416666865,0.4583333433,0.4583333433
214,0.5,0.375,0.4166666567,0.5
215,0.5,0.5416666865,0.4583333433,0.4583333433
216,0.5416666865,0.5,0.5,0.4583333433
217,0.3333333433,0.4166666567,0.5,0.4583333433
218,0.4583333433,0.5833333135,0.5,0.5
219,0.5416666865,0.4166666567,0.4583333433,0.5416666865
220,0.4166666567,0.375,0.5416666865,0.5
221,0.375,0.4166666567,0.5416666865,0.5
222,0.4166666567,0.5,0.5416666865,0.5416666865
223,0.375,0.4166666567,0.4583333433,0.5416666865
224,0.4166666567,0.4583333433,0.4583333433,0.5
225,0.375,0.2916666567,0.4166666567,0.5
