window_index,best_model,best_loss,second_model,second_loss,margin_vs_second,best_single_model,best_single_loss,oracle_gain_vs_best_single
0,TimeMixer,0.58645099401474,DLinear,0.5907729864120483,0.00432199239730835,TimeMixer,0.58645099401474,0.0
1,DLinear,0.6014447808265686,TimeMixer,0.6089276075363159,0.0074828267097473145,TimeMixer,0.6089276075363159,0.0074828267097473145
2,TimeMixer,0.6001574993133545,DLinear,0.602104663848877,0.001947164535522461,TimeMixer,0.6001574993133545,0.0
3,DLinear,0.6070649027824402,TimeMixer,0.6090184450149536,0.0019535422325134277,TimeMixer,0.6090184450149536,0.0019535422325134277
4,DLinear,0.6034649610519409,TimeMixer,0.604722261428833,0.0012573003768920898,TimeMixer,0.604722261428833,0.0012573003768920898
5,DLinear,0.5791541337966919,TimeMixer,0.5889261960983276,0.009772062301635742,TimeMixer,0.5889261960983276,0.009772062301635742
6,TimeMixer,0.5873246788978577,DLinear,0.5873409509658813,1.627206802368164e-05,TimeMixer,0.5873246788978577,0.0
7,DLinear,0.5830392241477966,TimeMixer,0.5892927050590515,0.006253480911254883,TimeMixer,0.5892927050590515,0.006253480911254883
8,DLinear,0.5777913331985474,TimeMixer,0.5787191987037659,0.0009278655052185059,TimeMixer,0.5787191987037659,0.0009278655052185059
9,TimeMixer,0.5783736109733582,PatchTST,0.579617440700531,0.0012438297271728516,TimeMixer,0.5783736109733582,0.0
10,PatchTST,0.5823365449905396,DLinear,0.5833528637886047,0.0010163187980651855,TimeMixer,0.5873300433158875,0.0049934983253479
11,TimeMixer,0.5855121612548828,DLinear,0.5899792313575745,0.00446707010269165,TimeMixer,0.5855121612548828,0.0
12,DLinear,0.5862956047058105,TimeMixer,0.5876272320747375,0.001331627368927002,TimeMixer,0.5876272320747375,0.001331627368927002
13,TimeMixer,0.5846481323242188,DLinear,0.5918313264846802,0.007183194160461426,TimeMixer,0.5846481323242188,0.0
14,TimeMixer,0.5827566981315613,DLinear,0.5881116986274719,0.0053550004959106445,TimeMixer,0.5827566981315613,0.0
15,TimeMixer,0.580865204334259,DLinear,0.5843418836593628,0.0034766793251037598,TimeMixer,0.580865204334259,0.0
16,TimeMixer,0.588968813419342,DLinear,0.5889994502067566,3.063678741455078e-05,TimeMixer,0.588968813419342,0.0
17,DLinear,0.5817367434501648,TimeMixer,0.5835179686546326,0.0017812252044677734,TimeMixer,0.5835179686546326,0.0017812252044677734
18,DLinear,0.5732012987136841,TimeMixer,0.575690746307373,0.002489447593688965,TimeMixer,0.575690746307373,0.002489447593688965
19,TimeMixer,0.5954522490501404,DLinear,0.5994923710823059,0.004040122032165527,TimeMixer,0.5954522490501404,0.0
20,PatchTST,0.5980198383331299,TimeMixer,0.6061415076255798,0.008121669292449951,TimeMixer,0.6061415076255798,0.008121669292449951
21,iTransformer,0.45180007815361023,TimeMixer,0.45230621099472046,0.0005061328411102295,TimeMixer,0.45230621099472046,0.0005061328411102295
22,iTransformer,0.4422082304954529,PatchTST,0.449356347322464,0.007148116827011108,TimeMixer,0.4598029851913452,0.017594754695892334
23,iTransformer,0.44613906741142273,TimeMixer,0.4553167223930359,0.00917765498161316,TimeMixer,0.4553167223930359,0.00917765498161316
24,TimeMixer,0.4525586664676666,iTransformer,0.45623934268951416,0.003680676221847534,TimeMixer,0.4525586664676666,0.0
25,TimeMixer,0.4611230194568634,iTransformer,0.4638482630252838,0.00272524356842041,TimeMixer,0.4611230194568634,0.0
26,PatchTST,0.4562153220176697,iTransformer,0.46132445335388184,0.005109131336212158,TimeMixer,0.46328309178352356,0.007067769765853882
27,TimeMixer,0.4614476263523102,iTransformer,0.46154722571372986,9.959936141967773e-05,TimeMixer,0.4614476263523102,0.0
28,iTransformer,0.455911785364151,PatchTST,0.45842787623405457,0.0025160908699035645,TimeMixer,0.4654456079006195,0.009533822536468506
29,TimeMixer,0.4575808346271515,iTransformer,0.4597063660621643,0.0021255314350128174,TimeMixer,0.4575808346271515,0.0
30,TimeMixer,0.4476484954357147,DLinear,0.4673139154911041,0.019665420055389404,TimeMixer,0.4476484954357147,0.0
31,TimeMixer,0.4745425283908844,DLinear,0.47693851590156555,0.0023959875106811523,TimeMixer,0.4745425283908844,0.0
32,PatchTST,0.468902587890625,TimeMixer,0.47027525305747986,0.0013726651668548584,TimeMixer,0.47027525305747986,0.0013726651668548584
33,PatchTST,0.46432891488075256,DLinear,0.4666863977909088,0.00235748291015625,TimeMixer,0.4719303250312805,0.007601410150527954
34,iTransformer,0.46823543310165405,PatchTST,0.4745195508003235,0.006284117698669434,TimeMixer,0.47588878870010376,0.007653355598449707
35,iTransformer,0.46092459559440613,PatchTST,0.46904149651527405,0.00811690092086792,TimeMixer,0.4722002148628235,0.011275619268417358
36,PatchTST,0.46362200379371643,TimeMixer,0.47105640172958374,0.00743439793586731,TimeMixer,0.47105640172958374,0.00743439793586731
37,TimeMixer,0.4707527160644531,iTransformer,0.4715506136417389,0.0007978975772857666,TimeMixer,0.4707527160644531,0.0
38,TimeMixer,0.4635474681854248,PatchTST,0.4685867726802826,0.005039304494857788,TimeMixer,0.4635474681854248,0.0
39,iTransformer,0.4617716372013092,TimeMixer,0.4742506146430969,0.01247897744178772,TimeMixer,0.4742506146430969,0.01247897744178772
40,PatchTST,0.46671319007873535,iTransformer,0.4672655463218689,0.0005523562431335449,TimeMixer,0.4720611572265625,0.0053479671478271484
41,TimeMixer,0.4682270288467407,iTransformer,0.47154954075813293,0.003322511911392212,TimeMixer,0.4682270288467407,0.0
42,iTransformer,0.468772292137146,PatchTST,0.473175585269928,0.004403293132781982,TimeMixer,0.4811479449272156,0.01237565279006958
43,iTransformer,0.47063618898391724,TimeMixer,0.4741840362548828,0.003547847270965576,TimeMixer,0.4741840362548828,0.003547847270965576
44,PatchTST,0.47118204832077026,iTransformer,0.47424110770225525,0.0030590593814849854,TimeMixer,0.47453683614730835,0.003354787826538086
45,iTransformer,0.4672287106513977,PatchTST,0.4722380042076111,0.005009293556213379,TimeMixer,0.47677236795425415,0.009543657302856445
46,iTransformer,0.46605750918388367,PatchTST,0.4729419946670532,0.006884485483169556,TimeMixer,0.4733118712902069,0.007254362106323242
47,PatchTST,0.4760236144065857,iTransformer,0.47674986720085144,0.0007262527942657471,TimeMixer,0.47710755467414856,0.0010839402675628662
48,iTransformer,0.47156137228012085,PatchTST,0.4739657938480377,0.00240442156791687,TimeMixer,0.4870133101940155,0.015451937913894653
49,DLinear,0.47407740354537964,iTransformer,0.47556936740875244,0.0014919638633728027,TimeMixer,0.4788370728492737,0.004759669303894043
50,PatchTST,0.47398626804351807,TimeMixer,0.47533726692199707,0.001350998878479004,TimeMixer,0.47533726692199707,0.001350998878479004
51,PatchTST,0.4735570549964905,TimeMixer,0.47650399804115295,0.0029469430446624756,TimeMixer,0.47650399804115295,0.0029469430446624756
52,PatchTST,0.4705849587917328,iTransformer,0.4770180284976959,0.006433069705963135,TimeMixer,0.4863204061985016,0.0157354474067688
53,TimeMixer,0.4703142046928406,iTransformer,0.47327131032943726,0.0029571056365966797,TimeMixer,0.4703142046928406,0.0
54,PatchTST,0.47156262397766113,TimeMixer,0.4720439314842224,0.0004813075065612793,TimeMixer,0.4720439314842224,0.0004813075065612793
55,TimeMixer,0.47370174527168274,PatchTST,0.4742797315120697,0.0005779862403869629,TimeMixer,0.47370174527168274,0.0
56,PatchTST,0.46963104605674744,TimeMixer,0.47104573249816895,0.0014146864414215088,TimeMixer,0.47104573249816895,0.0014146864414215088
57,TimeMixer,0.4710320830345154,DLinear,0.47126951813697815,0.00023743510246276855,TimeMixer,0.4710320830345154,0.0
58,TimeMixer,0.46343109011650085,iTransformer,0.46713048219680786,0.003699392080307007,TimeMixer,0.46343109011650085,0.0
59,PatchTST,0.45732054114341736,iTransformer,0.45784488320350647,0.0005243420600891113,TimeMixer,0.4611969590187073,0.003876417875289917
60,iTransformer,0.46076029539108276,PatchTST,0.4651648998260498,0.004404604434967041,TimeMixer,0.47843047976493835,0.01767018437385559
61,PatchTST,0.4604463577270508,iTransformer,0.4616858959197998,0.0012395381927490234,TimeMixer,0.4652200937271118,0.004773736000061035
62,TimeMixer,0.4659650921821594,iTransformer,0.4664049744606018,0.0004398822784423828,TimeMixer,0.4659650921821594,0.0
63,PatchTST,0.4751040041446686,TimeMixer,0.47634878754615784,0.0012447834014892578,TimeMixer,0.47634878754615784,0.0012447834014892578
64,TimeMixer,0.47427353262901306,iTransformer,0.47856003046035767,0.0042864978313446045,TimeMixer,0.47427353262901306,0.0
65,TimeMixer,0.47766321897506714,PatchTST,0.4849340319633484,0.00727081298828125,TimeMixer,0.47766321897506714,0.0
66,PatchTST,0.4769657552242279,TimeMixer,0.4792638421058655,0.0022980868816375732,TimeMixer,0.4792638421058655,0.0022980868816375732
67,PatchTST,0.4797556400299072,TimeMixer,0.4807734787464142,0.001017838716506958,TimeMixer,0.4807734787464142,0.001017838716506958
68,TimeMixer,0.48697561025619507,DLinear,0.48698216676712036,6.556510925292969e-06,TimeMixer,0.48697561025619507,0.0
69,TimeMixer,0.48642876744270325,iTransformer,0.4911450743675232,0.004716306924819946,TimeMixer,0.48642876744270325,0.0
70,PatchTST,0.48304688930511475,iTransformer,0.4922097623348236,0.009162873029708862,TimeMixer,0.49268659949302673,0.009639710187911987
71,iTransformer,0.4859126806259155,PatchTST,0.49291956424713135,0.00700688362121582,TimeMixer,0.4960329830646515,0.010120302438735962
72,PatchTST,0.48954176902770996,iTransformer,0.4895566701889038,1.4901161193847656e-05,TimeMixer,0.49282118678092957,0.0032794177532196045
73,TimeMixer,0.48448681831359863,iTransformer,0.49298566579818726,0.008498847484588623,TimeMixer,0.48448681831359863,0.0
74,TimeMixer,0.48701417446136475,iTransformer,0.49127811193466187,0.004263937473297119,TimeMixer,0.48701417446136475,0.0
75,TimeMixer,0.49215206503868103,PatchTST,0.49403300881385803,0.001880943775177002,TimeMixer,0.49215206503868103,0.0
76,TimeMixer,0.4780053496360779,DLinear,0.48317790031433105,0.005172550678253174,TimeMixer,0.4780053496360779,0.0
77,DLinear,0.4684200882911682,TimeMixer,0.4701300263404846,0.0017099380493164062,TimeMixer,0.4701300263404846,0.0017099380493164062
