window_index,ClassPrior,Centroid,DiagGaussian,LinearSoftmax
0,1.080126321,1.100733945,13.1760726,0.9756719881
1,1.081429617,1.099684771,14.14288488,0.9851523367
2,1.077499778,1.103749109,14.15624318,0.9718848779
3,1.093697131,1.095229935,13.88991362,1.04494967
4,1.08419113,1.087155619,13.32189404,1.028607686
5,1.091886014,1.087497209,10.43329649,1.066345148
6,1.085226724,1.101749525,13.40192337,1.069499209
7,1.07604268,1.098919066,14.36084279,0.9665303285
8,1.078091676,1.108174579,18.38886501,1.051848259
9,1.078431344,1.101794536,14.42323374,1.009787558
10,1.108353309,1.129812162,9.539799616,1.215100567
11,1.085953593,1.081610198,13.45848076,1.011408821
12,1.088732819,1.083897545,12.41292231,1.04481755
13,1.086853096,1.08164289,14.74573416,1.108890332
14,1.086191473,1.080226083,14.04251497,0.9890014092
15,1.102880055,1.106008194,10.3562345,1.110445997
16,1.092714671,1.089424194,12.86340677,1.020540828
17,1.099882902,1.099712974,11.99054932,1.138972089
18,1.102288157,1.101527049,11.07146978,1.039044176
19,1.105390458,1.102202131,10.57486164,1.014685892
20,1.101170726,1.09882033,11.90345741,0.9917717969
21,1.103863635,1.104698297,11.06181747,1.078838197
22,1.111031866,1.113026259,9.182540914,1.125032937
23,1.102644416,1.103722846,11.53349963,1.156484069
24,1.088362208,1.081022312,15.05277318,1.012481688
25,1.109658844,1.109636026,9.811478491,1.002088143
26,1.11836825,1.122927544,7.788153736,1.087111886
27,1.112370584,1.115039291,9.61222043,1.126846116
28,1.110319348,1.113185389,9.185390203,1.072546965
29,1.115232766,1.122362413,7.795220766,1.126528538
30,1.126094076,1.140091768,6.117877607,1.17540231
31,1.119518863,1.12904345,6.054152947,1.116604102
32,1.109676556,1.111802886,9.999812443,1.136053893
33,1.109675436,1.109991791,9.8488834,1.042354824
34,1.119368421,1.123203592,7.346978667,1.118363017
35,1.104983305,1.105428876,11.21633053,1.131997
36,1.120400655,1.126474349,7.830527737,1.111963945
37,1.106794422,1.110284559,10.98108987,1.102457578
38,1.120385184,1.120727103,7.172358275,1.037491513
39,1.126652792,1.135279759,5.773372237,1.160132452
40,1.116777301,1.116577655,8.407241035,1.073680834
41,1.134769179,1.142412956,4.130582479,0.9785672443
42,1.107490349,1.108196668,10.1471168,1.123807641
43,1.101238212,1.100653679,12.6617945,1.123257757
44,1.109250571,1.107596679,9.300498057,1.01423824
45,1.110048286,1.106215621,9.994187641,1.072399464
46,1.085870637,1.083966949,13.81150088,1.034054009
47,1.091139194,1.09246168,12.31893418,1.108664185
48,1.088461757,1.091234599,13.48816858,1.09100025
49,1.081057887,1.081810583,14.49115902,1.030902656
50,1.095612276,1.094350546,11.92290891,1.045627789
51,1.102051398,1.099372161,10.58856683,1.061339954
52,1.103120174,1.097310588,9.612872648,1.050210997
53,1.122621165,1.114080738,5.797435866,0.9735425305
54,1.113624106,1.108735422,8.090638987,1.062354761
55,1.098357198,1.096792001,11.27071612,1.093579775
56,1.131549618,1.118524545,3.304158985,0.831779978
57,1.112539858,1.102434012,8.150204055,0.9555115208
58,1.12243418,1.112103291,5.899541992,0.9158159005
59,1.11194572,1.105870575,8.94387274,0.9810043798
60,1.090072657,1.090013709,12.56321273,1.063399267
61,1.113081982,1.106227926,8.57339823,1.091537406
62,1.132397107,1.121736999,4.855397954,1.053486748
63,1.125008708,1.121075958,6.638289285,1.121295213
64,1.115487237,1.108609817,6.89856459,1.067754616
65,1.109319177,1.106585255,8.387818436,1.044314431
66,1.094612105,1.095261465,12.75692646,1.091159908
67,1.108337837,1.102378303,8.290675931,1.052119439
68,1.099170384,1.098265716,11.5720085,1.080776109
69,1.107895261,1.101854346,9.231677818,0.98786742
70,1.127263521,1.114512734,4.733441971,1.075193058
71,1.119027634,1.110635928,7.495919234,1.049456061
72,1.122248315,1.115795892,6.549169866,1.131197655
73,1.124280719,1.119360824,6.136992475,1.115125598
74,1.120994793,1.111461954,6.945507582,0.9936869789
75,1.104592744,1.100858339,10.36126536,1.031152657
76,1.114353215,1.107607714,9.199293164,1.025593669
77,1.107489229,1.102599379,8.106616577,1.049424528
78,1.096594736,1.094149633,12.75696176,1.048964072
79,1.08961461,1.088014087,12.43994948,1.109741916
80,1.101019164,1.096457296,10.9625502,1.034194764
81,1.092019865,1.09007188,14.0267495,1.07093144
82,1.091206679,1.085474822,12.22188659,1.017555833
83,1.095238306,1.096078483,13.18380817,1.063065631
84,1.123891278,1.132470367,6.987951166,1.282116229
85,1.131295148,1.144751038,5.197240749,1.200515331
86,1.121976133,1.129160028,7.673870279,1.119032516
87,1.121925238,1.129065423,8.06131407,1.061935525
88,1.103475313,1.102211851,11.95503417,1.07326631
89,1.126314244,1.137838904,5.584354338,1.193024193
90,1.117843838,1.121362162,7.000415049,1.153523952
91,1.10972633,1.111233729,9.253738886,1.066706582
92,1.121434009,1.125952565,7.32785245,1.073233968
93,1.130618053,1.135883665,5.746549009,1.108350639
94,1.13798874,1.144887549,3.951658163,1.095586284
