window_index,DLinear,PatchTST,iTransformer,TimesNet
0,0.46875,0.5625,0.5,0.4791666567
1,0.53125,0.4791666567,0.4583333433,0.5104166865
2,0.4375,0.5,0.4375,0.53125
3,0.4583333433,0.5729166865,0.4583333433,0.4895833433
4,0.5208333135,0.4375,0.4895833433,0.4791666567
5,0.5416666865,0.6145833135,0.5208333135,0.5520833135
6,0.5,0.5520833135,0.5833333135,0.4583333433
7,0.53125,0.5625,0.5208333135,0.4895833433
8,0.5208333135,0.4479166567,0.4895833433,0.4166666567
9,0.4791666567,0.5625,0.59375,0.53125
10,0.5208333135,0.5833333135,0.4791666567,0.5104166865
11,0.4583333433,0.4583333433,0.4583333433,0.4791666567
12,0.46875,0.5,0.4583333433,0.4895833433
13,0.5104166865,0.5520833135,0.53125,0.4791666567
14,0.4166666567,0.5208333135,0.5104166865,0.4895833433
15,0.5,0.4895833433,0.5416666865,0.4895833433
16,0.5520833135,0.4479166567,0.4791666567,0.4895833433
17,0.46875,0.5,0.46875,0.5104166865
18,0.5,0.5208333135,0.53125,0.53125
19,0.5416666865,0.5729166865,0.4479166567,0.4895833433
20,0.5104166865,0.46875,0.5833333135,0.53125
21,0.4791666567,0.5,0.4583333433,0.5
22,0.5,0.6041666865,0.5,0.4895833433
23,0.5416666865,0.4791666567,0.5,0.5
24,0.4791666567,0.53125,0.4895833433,0.5104166865
25,0.5,0.5208333135,0.4895833433,0.5
26,0.4375,0.5729166865,0.4791666567,0.4895833433
27,0.46875,0.4791666567,0.4270833433,0.4895833433
28,0.5104166865,0.5208333135,0.5,0.4895833433
29,0.4895833433,0.5208333135,0.4791666567,0.4895833433
30,0.5,0.4583333433,0.5,0.4895833433
31,0.4583333433,0.5208333135,0.4895833433,0.4895833433
32,0.4166666567,0.4791666567,0.4895833433,0.4895833433
33,0.53125,0.5416666865,0.5104166865,0.4895833433
34,0.4479166567,0.53125,0.4895833433,0.4895833433
35,0.53125,0.4895833433,0.4895833433,0.4895833433
36,0.5,0.53125,0.4895833433,0.4895833433
37,0.4791666567,0.5208333135,0.5,0.5
38,0.4791666567,0.5,0.5,0.5
39,0.4895833433,0.5,0.4895833433,0.4895833433
40,0.46875,0.4791666567,0.46875,0.4895833433
41,0.4791666567,0.46875,0.4791666567,0.4791666567
