window_index,DLinear,PatchTST,iTransformer,TimeMixer
0,0.5178571343,0.5,0.4642857015,0.5892857313
1,0.5119047761,0.4761904776,0.5357142687,0.5238095522
2,0.5,0.5119047761,0.4821428657,0.5357142687
3,0.5119047761,0.4880952239,0.4464285672,0.5119047761
4,0.4583333433,0.4642857015,0.4880952239,0.4821428657
5,0.5476190448,0.4285714328,0.5119047761,0.494047612
6,0.5059523582,0.553571403,0.4702380896,0.4761904776
7,0.5178571343,0.4523809552,0.5,0.5297619104
8,0.4821428657,0.5059523582,0.5119047761,0.5119047761
9,0.5059523582,0.5595238209,0.5357142687,0.5178571343
10,0.5297619104,0.5119047761,0.4642857015,0.4761904776
11,0.5297619104,0.4880952239,0.4880952239,0.5416666865
12,0.5178571343,0.494047612,0.4821428657,0.5476190448
13,0.5059523582,0.4880952239,0.5178571343,0.5297619104
14,0.5178571343,0.5357142687,0.5297619104,0.5416666865
15,0.5119047761,0.4464285672,0.4166666567,0.5892857313
16,0.4761904776,0.4761904776,0.5059523582,0.5297619104
17,0.5297619104,0.4821428657,0.5654761791,0.5892857313
18,0.5297619104,0.5,0.5595238209,0.5476190448
19,0.5297619104,0.4047619104,0.5,0.5
20,0.5476190448,0.5952380896,0.4345238209,0.5357142687
21,0.4464285672,0.5178571343,0.5357142687,0.5238095522
22,0.5178571343,0.5178571343,0.5297619104,0.4642857015
23,0.5476190448,0.4821428657,0.5238095522,0.4642857015
24,0.5059523582,0.5059523582,0.5654761791,0.5357142687
25,0.5357142687,0.494047612,0.4880952239,0.5238095522
26,0.553571403,0.5357142687,0.5119047761,0.5178571343
27,0.5,0.5,0.4821428657,0.5
28,0.5119047761,0.5059523582,0.494047612,0.4821428657
29,0.5238095522,0.5059523582,0.5,0.5059523582
30,0.5238095522,0.4880952239,0.4642857015,0.5119047761
31,0.5238095522,0.4821428657,0.494047612,0.4821428657
32,0.4464285672,0.494047612,0.494047612,0.4821428657
33,0.5178571343,0.494047612,0.4761904776,0.5178571343
34,0.494047612,0.4821428657,0.4880952239,0.494047612
35,0.494047612,0.4880952239,0.4880952239,0.4583333433
36,0.4821428657,0.4880952239,0.494047612,0.4880952239
37,0.4880952239,0.494047612,0.494047612,0.5059523582
38,0.4761904776,0.494047612,0.5059523582,0.5238095522
39,0.4761904776,0.5059523582,0.5,0.4404761791
40,0.5238095522,0.494047612,0.494047612,0.5059523582
41,0.5059523582,0.494047612,0.4821428657,0.5238095522
42,0.4880952239,0.5,0.5059523582,0.494047612
43,0.4702380896,0.5,0.494047612,0.5
44,0.4702380896,0.5059523582,0.5059523582,0.5
45,0.4880952239,0.5059523582,0.5059523582,0.494047612
46,0.4642857015,0.5,0.5059523582,0.494047612
47,0.4761904776,0.5,0.5,0.5119047761
48,0.5297619104,0.5,0.5059523582,0.4821428657
49,0.5119047761,0.494047612,0.494047612,0.4702380896
50,0.4761904776,0.494047612,0.494047612,0.494047612
51,0.4523809552,0.4880952239,0.4880952239,0.4880952239
52,0.5059523582,0.494047612,0.494047612,0.494047612
53,0.5297619104,0.494047612,0.4880952239,0.5
54,0.5297619104,0.4880952239,0.4880952239,0.4880952239
55,0.4821428657,0.4880952239,0.4880952239,0.4464285672
56,0.4880952239,0.4880952239,0.4880952239,0.4821428657
57,0.5119047761,0.494047612,0.494047612,0.4821428657
58,0.5595238209,0.5,0.5,0.4880952239
59,0.4523809552,0.5,0.5,0.5476190448
60,0.5119047761,0.494047612,0.494047612,0.494047612
61,0.5476190448,0.494047612,0.494047612,0.5119047761
62,0.5059523582,0.494047612,0.494047612,0.5238095522
63,0.4821428657,0.5,0.5,0.5119047761
64,0.5059523582,0.494047612,0.5,0.5
65,0.5,0.494047612,0.494047612,0.5119047761
66,0.4821428657,0.5,0.5,0.4702380896
67,0.494047612,0.5,0.494047612,0.4821428657
68,0.5476190448,0.5,0.5,0.4821428657
69,0.4880952239,0.5059523582,0.5,0.5238095522
70,0.5178571343,0.5059523582,0.5059523582,0.5059523582
71,0.4761904776,0.5059523582,0.5059523582,0.5119047761
72,0.4880952239,0.5059523582,0.5059523582,0.4821428657
73,0.4761904776,0.5059523582,0.5119047761,0.5178571343
