window_index,DLinear,PatchTST,iTransformer,TimeMixer
0,0.406121105,0.04115446284,0.08053355664,0.3326282501
1,0.3277605772,0.0743002072,0.04237602651,0.1055793688
2,0.4012676477,0.1075491309,0.01256234106,0.01931740157
3,0.2672371268,-0.4923227727,-0.1783393919,0.1244605333
4,0.213432759,-0.2822973132,-0.2010975927,0.08670979738
5,0.2093038261,0.1727703512,0.005805533379,0.1273001134
6,0.2180782557,0.2822244763,-0.03171814978,0.186962381
7,0.2571488619,-0.1694332063,-0.1434539557,-0.0009436450782
8,0.2674448788,-0.08735261858,0.19839634,-0.02223080583
9,0.3083789945,0.06192755699,0.1530159265,0.05839589238
10,0.1618939191,0.008702859282,0.03607764468,0.03612925857
11,0.2199495733,0.06625651568,0.3414010108,0.2520706952
12,0.2743558884,0.08555017412,0.2967964411,-0.08044540137
13,0.1535336673,0.001561144716,0.2414890081,0.1715831459
14,0.181535095,0.002755031222,0.1542039365,-0.03193844855
15,0.3283595443,0.03999790922,-0.01663295366,0.1756126434
16,0.2167288065,-0.08173326403,-0.3476992846,-0.1412198842
17,0.2146911472,-0.2138206512,-0.1468192786,-0.04066482559
18,0.2202320546,0.1926041096,-0.09623482078,0.1550102234
19,0.1963288784,0.2124035805,0.03995849937,0.1724524051
20,0.1914658397,-0.2243824303,-0.1596936584,-0.05499236286
21,0.04020727053,-0.03614905104,0.2144747525,-0.08677180856
22,0.1902654618,0.1049942598,0.3113164306,0.07763251662
23,0.1233938932,-0.09011570364,0.1313801408,0.1754766554
24,0.1916487217,-0.03396354988,-0.0510931313,-0.04416145757
25,0.2430764884,-0.1688390225,-0.1770526171,0.2225069702
26,0.1898892969,-0.04468889534,-0.1579919457,-0.003149695229
27,0.1483273357,0.164443478,-0.03325549141,0.1846178025
28,0.1393917203,0.2569642067,0.03521070257,-0.001652032835
29,0.2628600001,-0.07488410175,0.07730700821,-0.003721421119
30,0.1239682809,-0.06490368396,-0.0181237068,0.2443867475
31,0.1269969642,-0.1712939143,-0.006456437521,0.1409946531
32,-0.004508786835,-0.1087644473,-0.1780854017,-0.2075302452
33,0.05994360521,-0.1306750476,0.3578819633,0.1177911833
34,0.03948788717,0.1262335479,0.07061410695,-0.2263497263
35,-0.1099238321,-0.08632960916,0.03789966181,-0.2714000642
36,-0.1758706868,0.1012719646,-0.02438282594,-0.08500976115
37,-0.1982939243,0.05862662196,-0.1583619267,0.008883875795
38,-0.29603374,-0.06220301613,-0.1597020626,-0.1515461504
39,-0.3008670807,-0.008873926476,-0.01989794336,0.2184689343
40,-0.112048611,0.08157949895,-0.09278909862,-0.2730407119
41,-0.1667374521,0.2380798459,0.1784060001,-0.03469283879
42,-0.2277943492,0.07343033701,0.04394960403,0.08935228735
43,-0.186376825,-0.03624330088,-0.08034541458,-0.1879768819
44,-0.2256643772,-0.08644769341,0.1825785488,0.03175865114
45,-0.2456400096,-0.186598897,-0.07685620338,-0.01602951996
46,-0.08789014071,-0.03603934497,-0.1102540419,-0.03465917334
47,-0.1643396616,-0.06902582198,0.02177003771,-0.2630825341
48,-0.1066628397,0.04679635167,-0.2000093609,-0.1597886235
49,-0.04031375796,0.004648122936,0.08407224715,-0.1001972258
50,-0.2465330809,0.0807825774,-0.2443988174,-0.1360574514
51,-0.1770990491,0.1895463318,-0.2369812578,0.1153111681
52,-0.08060194552,-0.0691883713,0.003960628994,0.04816896468
53,-0.1795389056,-0.09437956661,0.05676009879,-0.0007888342952
54,-0.1694517881,0.1657531112,-0.1144925877,-0.3992835283
55,-0.1566175222,0.008402566426,-0.07956514508,-0.008098733611
56,-0.2128735334,0.01316361409,0.08214768767,-0.08481168747
57,-0.190676108,-0.07513025403,0.1455126107,-0.09815146774
58,-0.0994194895,-0.374452889,0.02884676866,-0.1082780212
59,-0.05766348541,-0.162367329,-0.1392752379,-0.2822287083
60,-0.07886101305,0.2109929472,-0.2291535437,0.05645036697
61,0.1050116792,0.2506002486,0.04304580018,0.1517234743
62,-0.2590208948,0.09336628765,-0.03662339598,-0.05327345431
63,-0.09982075542,-0.2246639132,0.05787551031,0.04223475978
64,-0.07244005799,-0.03808152676,0.03619271144,0.3093840182
65,-0.2107810676,0.0963357836,0.09926923364,0.1337275654
66,-0.1314515322,0.2710214853,0.2454630136,0.0365383327
67,0.04451307654,0.1844783574,0.2138759941,-0.1339772791
68,-0.1496651471,0.00528374128,0.0206736885,-0.127816841
69,-0.1721716672,-0.2462155521,0.01502210833,0.08007882535
70,-0.07951128483,-0.1303490847,-0.2240626216,-0.06517629325
71,-0.05381466076,-0.145113498,-0.1408470124,0.0284843538
72,-0.1400852799,-0.003477315884,0.1271979362,-0.2687275708
73,-0.01883270405,0.1895566434,0.01021996886,-0.1699309647
74,-0.03785960004,0.2401951104,-0.2671248913,-0.05777978897
75,-0.04188890383,-0.08999741077,-0.07147105783,0.1436651647
76,-0.0879701674,-0.2274079472,-0.1722575277,-0.1839336455
77,-0.1481682956,-0.08630368859,-0.04821993038,-0.2395842373
78,-0.2267264426,0.09681694955,0.01877980493,-0.08809002489
79,-0.1270948201,0.4308285117,0.08251974732,-0.04583109543
80,-0.08203876764,0.1998863816,0.195495382,-0.05470627919
81,-0.02067854255,-0.2341478467,0.1545495838,-0.1165757701
82,-0.03872061148,-0.4039045274,-0.06026089191,-0.07112614065
83,-0.1089073122,-0.2145105302,0.03841866925,-0.07709840685
84,-0.09107722342,0.0002933489159,-0.2141649425,0.04884491861
85,-0.0401905328,0.1892534196,-0.1848469228,0.04991221428
86,0.0599530004,-0.07789455354,0.008829116821,-0.283162117
87,0.169824332,-0.005006712861,-0.01574279368,-0.2449101061
88,0.03332636133,0.1012007073,-0.07554966956,0.06411270052
89,-0.03940977156,-0.07554996014,0.04499601573,-0.1972664446
90,-0.04180192947,0.2676585019,0.08589137346,0.1466580033
91,0.03905683383,0.03317243233,0.3308063447,0.010581051
92,0.06946394593,0.02255914547,0.04921237007,0.0934285894
93,-0.04960024357,0.1637211591,0.1996627003,-0.2416177243
94,-0.001350387232,-0.1866906285,-0.07885261625,-0.006241264287
95,-0.07716886699,-0.02068914846,-0.2243148088,-0.1233622655
96,-0.1270077527,0.1149574146,-0.05856226385,-0.1841483265
97,-0.1403522938,-0.04632716253,-0.3704168797,-0.208206892
98,-0.0946604386,0.1426882893,-0.0372694619,-0.2378195673
99,-0.08738882095,-0.04058073834,0.03432254121,0.05280125141
100,-0.06850268692,-0.1436622441,-0.006385078654,0.04626062512
101,0.006516368128,-0.1308594346,-0.1140679196,0.1111371592
102,0.04827673361,-0.1367212236,-0.04843443632,-0.064438425
103,-0.03321460634,0.02542872354,-0.01136330236,-0.2185790092
104,-0.03253060952,0.1489701122,-0.1745179445,-0.07629474998
105,-0.03665461391,0.05927177519,-0.1478358358,-0.05640408397
106,-0.07423079759,0.06139497086,0.2226272523,-0.07674472034
107,-0.01543192379,-0.04337503389,0.2342130691,-0.2640117407
108,0.07523684949,0.04740065709,0.07464138418,-0.07301740348
109,-0.1027894616,-0.01667022519,0.264978528,-0.04534270242
110,-0.02054860257,-0.05742840096,0.04897088185,0.04987009242
111,0.03964102641,0.1134960875,-0.1458368897,-0.1612802446
112,0.03061999194,-0.09063829482,-0.05098392814,-0.001943142968
113,0.04329006374,-0.2477456629,-0.3391290903,-0.1925875396
114,0.0836687535,-0.09331028163,-0.2713248432,-0.181917578
115,0.1599781662,-0.01453340612,0.142435804,-0.1363413185
116,0.1044851393,0.1561189443,0.2023521811,-0.1159564853
117,0.1998564005,0.2827871144,0.2891224921,0.3020493388
118,0.1125130281,0.08203393221,0.1771337539,0.04741794989
119,0.1249248534,-0.1019906402,0.01343790907,0.04988591745
120,0.07172656804,-0.03582202643,-0.04149816558,-0.1731877029
121,0.06729838252,-0.01632464863,-0.1703815609,-0.07191516459
122,0.1198284552,0.1278347075,-0.05718162283,0.1036054641
123,0.1730029881,0.09570975602,0.05593512207,-0.1649522334
124,0.08150979877,0.1343190372,0.0662913397,-0.2348605543
125,0.1016170979,-0.1850485951,0.1443351656,0.1046411619
126,-0.02497879975,-0.248307541,-0.1051557064,-0.110998489
127,-0.2352633178,-0.1967252046,0.005188288167,-0.1076916233
128,-0.06474007666,0.006899316795,-0.162446484,-0.1041293815
129,-0.1239864901,-0.1579111367,-0.1670504659,-0.0942909047
130,0.03810881078,-0.04127759486,-0.2019351274,-0.1156154871
131,-0.1202417389,0.03421755135,-0.09095621109,-0.1583489627
132,-0.07324494421,-0.02343578823,-0.3072101772,-0.1039319038
133,-0.1524231732,0.1071655974,-0.02883035876,0.06435872614
134,-0.07786078751,0.1579668522,0.2527721822,-0.05498994514
135,-0.1071653292,0.09676486999,0.191220805,-0.1800746322
136,-0.06416258216,0.05600597709,0.3847529292,-0.3461673856
137,-0.07338650525,-0.03436063603,0.1944203675,-0.2776983082
138,0.01625508256,0.1143094525,0.1187790558,-0.04135138914
139,-0.06990525872,-0.2279199809,-0.2115911841,-0.007223594002
140,-0.1141363904,0.002495756373,-0.1563111395,0.02663126402
141,-0.05966212973,0.1934089959,-0.1065044329,-0.03506607562
142,-0.1017465889,-0.02133953199,-0.2589410841,0.1237207726
143,-0.08082552254,0.2314244956,-0.3181932271,-0.1468762904
144,0.02384877391,-0.09832428396,0.06647653878,0.06805638224
145,-0.04829747602,-0.02104213461,0.03613198549,-0.1331558228
146,-0.257276237,-0.005395646673,-0.007229354233,0.013343364
147,-0.05165647715,0.1951383799,-0.02665790357,-0.07910840213
148,-0.2249731421,-0.06979517639,-0.1366504729,0.02144861408
149,-0.1314146072,0.05452652276,0.01951897889,-0.04900118709
150,-0.2308270931,-0.02245283499,0.1408377439,0.1196722314
151,-0.1598637402,0.1812545806,-0.01245190576,-0.2090547383
152,-0.2028362155,-0.04044340178,0.144013986,0.1673928797
153,-0.2525553405,-0.1084129289,0.01983502693,0.06600291282
154,-0.2453208864,0.01872577891,-0.07077749819,-0.1412919462
155,-0.1538543403,0.06549081206,0.08530572802,-0.02706847899
156,-0.1411232501,-0.2683268487,-0.1987862587,0.1637571752
157,-0.1950930655,-0.08086708933,-0.2226304561,-0.3856832981
158,-0.07071701437,0.0830732882,0.07464104891,-0.1017085835
159,-0.1154167876,0.2119328231,0.2531678379,0.06788615137
160,-0.137637198,0.07776767015,-0.04330283031,0.08382987231
161,-0.1674167365,0.01567217149,-0.02682702802,0.02237258852
162,-0.1081730202,-0.1589669436,-0.2296708971,0.004929005634
163,-0.1789441556,0.1291708797,0.07610112429,-0.000655284035
164,-0.2167492509,-0.0138175115,-0.143459633,0.06798832119
165,-0.2589199841,0.08430468291,-0.1044333503,0.1552427113
166,-0.05308206379,-0.1767993122,0.106172204,0.0621451959
167,-0.1355696917,-6.369994662e-05,0.05778900534,0.07568804175
168,-0.2179196626,0.17369847,0.2088104188,0.2004484832
169,-0.09273518622,-0.3697101474,0.06895050406,-0.01220926456
170,-0.006696267985,-0.03701243922,-0.1092905179,-0.004291954916
171,-0.1509450227,0.03593460098,-0.03290724382,0.20992136
172,-0.1256170124,0.06301468611,-0.0745633468,0.01840720698
173,0.06737009436,-0.05841100588,-0.1126343757,-0.06617939472
174,0.1164988503,0.01795916446,0.00852356758,0.08697154373
175,-0.07788272202,-0.0405369401,-0.02264754288,0.03952923045
176,-0.03251156211,0.2291627526,0.1063698158,0.1137619764
177,0.1190866977,0.2076641023,0.3826633394,0.1675442159
178,-0.03380605206,0.0316150412,0.2713374197,0.0619089976
179,-0.09757252783,-0.1815553904,0.03809799626,0.05505771935
180,-0.009048446082,-0.003922317177,0.1655681878,-0.06977923959
181,-0.07575895637,0.1945489496,-0.1403664201,0.03181666881
182,0.002792097628,-0.07505223155,-0.06461872905,0.03162125871
183,-0.03889956325,-0.1111927256,-0.1851506084,-0.1278976202
184,0.03057348728,0.1249647588,-0.3065786958,0.101108171
185,0.2217511535,-0.03150977939,-0.1848089546,-0.07263416052
186,0.08340644091,0.0149756493,0.0447088629,0.1578530818
187,-0.03215208277,0.05865065753,0.2424224615,-0.04779717699
188,0.04166866094,-0.2635183334,0.371183455,-0.08481439203
189,0.03225655481,-0.104888618,0.004774736241,-0.2366395742
190,-0.07939470559,0.09804580361,0.09102977067,0.04183307663
191,0.1369121075,0.08469042927,-0.0468268469,0.02089880966
192,0.1823782474,-0.1131023839,-0.179247275,-0.09663337469
193,-0.008584778756,-0.07215764374,-0.1526942104,0.02519561909
194,0.07830052078,0.06049170345,-0.09489711374,0.1448207796
195,0.1502480954,0.2791770995,-0.1409263313,0.0302705355
196,0.03580609709,-0.02778947353,0.2504495978,0.1166118085
197,-0.02784644254,-0.02588060126,0.3720318973,0.0358786732
198,0.01775786281,0.03562644124,-0.006353939418,-0.1496081203
199,-0.0271317549,-0.02000400797,0.02989412844,-0.01412617695
