window_index,DLinear,PatchTST,iTransformer,TimeMixer,ZeroPred,Persistence,HAR_EWM
34,0.7973126769,0.891427815,0.9094360471,0.684443295,0.9048380852,0.5587534308,0.926641643
35,0.8310680389,0.9532075524,1.068245649,0.7136300206,0.9061301351,0.9931457639,0.9298739433
36,0.7800562978,0.9271242023,1.021791339,0.7116477489,0.9062440395,0.5266030431,0.9080402255
37,0.7330486178,0.8089342117,0.9182832837,0.6764070392,0.9071380496,0.5950823426,0.878565073
38,0.7186490893,0.8503690362,0.8102099299,0.6793263555,0.9047929645,0.5614024997,0.8505228162
39,0.6777086258,0.7660743594,0.7919006348,0.6697705388,0.9063815475,0.5854683518,0.8261604905
40,0.6523754597,0.7247185707,0.7948355675,0.6342307925,0.8978785872,0.6553170681,0.7914736867
41,0.6144140363,0.695648849,0.6861333847,0.5736290812,0.8949236274,0.7530260086,0.7605876923
42,0.5215016603,0.5703368187,0.6444451809,0.5236523747,0.866892159,1.719454169,0.6955726743
43,0.5127096176,0.5538454056,0.6218952537,0.5140481591,0.8560366631,0.9726329446,0.6675281525
44,0.4777038991,0.5270252228,0.5679864287,0.497395277,0.8305638433,1.554235101,0.6227293015
45,0.4733303785,0.5161687136,0.5451955795,0.5019413829,0.8185629845,0.8023831248,0.6022050381
46,0.4571044445,0.4924860299,0.5176503062,0.4979760647,0.8035509586,0.9808416367,0.578733027
47,0.458461374,0.4796329737,0.5019758344,0.4706866443,0.7815077901,1.773379326,0.5554359555
48,0.5924368501,0.6499039531,0.573982656,0.5935487151,0.8589618802,3.298914671,0.6607408524
49,0.5656431317,0.5748566389,0.5760201216,0.575558722,0.8585961461,0.6542084217,0.6633844972
50,0.528363049,0.5546546578,0.5544070601,0.5603712201,0.8422667384,1.313220382,0.6471099257
51,0.5285450816,0.537237227,0.5455562472,0.5338739753,0.8327512741,0.9537272453,0.6414893866
52,0.5315605998,0.5420671105,0.558072865,0.5445664525,0.8080387115,1.962317944,0.6184400916
53,0.5201885104,0.5313031673,0.5357872844,0.5240347981,0.7914287448,1.36982286,0.6068363786
54,0.5110964179,0.5003394485,0.5205131173,0.4880399406,0.7864966989,0.7635417581,0.6043646336
55,0.5352361202,0.5202479959,0.5540162325,0.5086060166,0.7845644355,0.6770154834,0.6124690771
56,0.5418134332,0.5481138825,0.5582752824,0.5377984047,0.7651994824,2.009474277,0.6015480161
57,0.5240565538,0.5321803093,0.5673884749,0.4816056192,0.7539868355,1.199651003,0.5986347795
58,0.5288839936,0.5605851412,0.5664947033,0.5015973449,0.7581656575,0.7142850757,0.6079684496
59,0.5625288486,0.5798342228,0.6252356172,0.494679302,0.7588005066,0.9900748134,0.6073890924
60,0.5653173327,0.5689507127,0.5850129128,0.493281126,0.755967617,0.748085022,0.6174333096
61,0.555362463,0.5669558644,0.5411954522,0.4841240644,0.7481999993,0.8701311946,0.6183130145
62,0.5602639318,0.5603380799,0.5492097735,0.4891170561,0.7429549694,0.7538599968,0.619615078
63,0.5339570642,0.5888510346,0.550340116,0.4424777031,0.7233521342,1.960704923,0.6160264611
64,0.5215556622,0.5573675036,0.5307106972,0.4469932616,0.7049705386,1.666483283,0.6162518859
65,0.5042441487,0.6028199196,0.4745957851,0.4205867946,0.674759686,2.636516333,0.6148427129
66,0.5038692355,0.541800797,0.5276723504,0.4244309366,0.6487177014,2.174832344,0.6200270653
67,0.5107439756,0.5436825156,0.5175685287,0.4558858871,0.6171239614,2.919243574,0.625056088
68,0.5083132386,0.5879377127,0.5041530728,0.4316908419,0.6111747622,0.9225500226,0.6436334848
69,0.5273968577,0.6168439388,0.5835294127,0.4416106939,0.5891219378,1.917946219,0.6598399282
70,0.5397494435,0.5881674886,0.5219540596,0.4459321499,0.5743730664,1.42498529,0.6708237529
71,0.5426478982,0.52365309,0.5004757047,0.477145046,0.5639650822,1.079069257,0.6802480817
72,0.5565831661,0.5787703395,0.5566211343,0.4940386713,0.5514899492,1.24046433,0.6967995763
73,0.6234480143,0.6659731865,0.5270802379,0.5182077289,0.5390372872,2.576701403,0.7534863353
74,0.647097826,0.8022186756,0.5091956258,0.575212419,0.5110123754,2.559542894,0.7785202861
75,0.6493694186,0.7950940132,0.5820652246,0.62433815,0.4964609146,1.553628325,0.8035421371
76,0.4578438699,0.5900581479,0.5372012258,0.4993132651,0.4926687181,1.459853768,0.7295126915
77,0.4552560747,0.6125965118,0.4896172583,0.4590415061,0.4941143095,0.5090723634,0.7030546069
78,0.5246109366,0.6676664948,0.4874739945,0.4796235859,0.4801435471,1.682512879,0.7170920968
79,0.4852255285,0.6241511106,0.5054618716,0.4905336797,0.4863761961,0.5342717767,0.7103824615
80,0.419110775,0.4938863218,0.4134805202,0.4660443068,0.4893496931,1.92175138,0.63674438
81,0.4192813337,0.5125465393,0.4510567188,0.4381349385,0.4901879132,0.4497019351,0.6310887933
82,0.4257853031,0.4570392072,0.404329896,0.4491636455,0.4880399406,0.5509988666,0.6296693683
83,0.431314379,0.5089139342,0.408397913,0.460136652,0.4912196696,0.4458663166,0.618109405
84,0.4376005232,0.5535413623,0.4278778136,0.470413357,0.4991309941,0.4518056214,0.6089114547
85,0.4380846024,0.5320723653,0.4488102496,0.483561486,0.5019329786,0.4977797568,0.604532063
86,0.428176254,0.5265292525,0.452986002,0.4871256351,0.5083099008,0.4816510677,0.5997865796
87,0.4262647629,0.4891723096,0.4466223717,0.490612179,0.5188245773,0.5036205649,0.586278379
88,0.4297365248,0.5171357989,0.4722937047,0.5188449025,0.5106775165,1.233299851,0.5943781734
89,0.426548332,0.5124061704,0.4401734173,0.5386849046,0.5207474232,0.6068382859,0.5978530049
90,0.4298899174,0.528393209,0.5839111209,0.5646104813,0.5093306899,1.198805332,0.6143249869
91,0.436992377,0.555136323,0.5637179017,0.5929453373,0.5082011819,0.632674396,0.6282459497
92,0.4668815434,0.6143103242,0.6485224366,0.6008797288,0.4983722866,1.168500304,0.6469022632
93,0.4702717364,0.6168881059,0.6077889204,0.532805264,0.4952984154,0.7879298329,0.6502524018
94,0.4802191257,0.5980406404,0.5974188447,0.5588254929,0.4935913086,0.8123437762,0.6539636254
95,0.5142167211,0.6332104802,0.5646484494,0.5921372771,0.4866332114,1.004357934,0.6724641323
96,0.5014728904,0.5812171698,0.6660798192,0.662314415,0.4847949743,0.5389627218,0.6746228337
97,0.4105358124,0.4830218852,0.4903004467,0.6691458225,0.4766193926,1.759825706,0.609138608
98,0.3962129056,0.4209910929,0.399526149,0.749868691,0.4709732533,1.436111093,0.5593808293
99,0.3782766759,0.411965102,0.3893849552,0.7610365748,0.4624901712,1.899238706,0.5056584477
100,0.3976735175,0.4085070193,0.4160526693,0.721437633,0.4589713514,1.734948158,0.4633268118
101,0.4103131294,0.4253659248,0.4110536575,0.7935356498,0.4726680815,0.8131821156,0.4509809017
102,0.4141299427,0.4331720173,0.4288848937,0.7233554721,0.4726500511,0.5056493878,0.4444972575
103,0.4129372537,0.4453647137,0.4486316144,0.8132169247,0.4725739062,0.4172807932,0.4419007003
104,0.4299046099,0.4333894551,0.4218028486,0.8396410942,0.4660926759,1.547360897,0.4160142839
105,0.4194889963,0.4230483472,0.3989840448,0.7385852337,0.4741618335,0.5040492415,0.4136106074
106,0.4088495076,0.4256223738,0.4173595607,0.7138919234,0.4783811867,0.4391510487,0.4117889702
107,0.4435760975,0.4323800802,0.4473926127,0.7627713084,0.4762372673,1.16482389,0.3982765377
108,0.3795718253,0.4323209524,0.468318224,0.6184734702,0.4750882685,0.8659617305,0.3999326229
109,0.3752281368,0.4099873006,0.4578010738,0.4372521341,0.4768660963,0.7620311379,0.4035116732
110,0.3682461977,0.3909665644,0.4108443558,0.4382469356,0.4706095159,0.7203070521,0.4039047658
111,0.3726305068,0.3884507716,0.4658379257,0.4214412868,0.4896689951,0.8242278695,0.4205926955
112,0.3804160655,0.4091267884,0.3830458224,0.4382660091,0.4903952777,1.13056314,0.4263632596
113,0.4041535854,0.3966768682,0.3306176364,0.3918515146,0.4744547606,1.327793956,0.4281241
114,0.3953711092,0.4072295725,0.3849094808,0.4486417472,0.4705217779,0.9952638745,0.4323029518
115,0.3856250942,0.3815771043,0.3674954474,0.4942493141,0.4745951891,0.4432459176,0.4336870015
116,0.3573108017,0.3828605115,0.3433659077,0.4289003611,0.4850344658,0.7691571712,0.4235664308
117,0.3553520739,0.39922598,0.3570815623,0.4807560742,0.4896944463,0.5126928687,0.4271131754
118,0.3734433353,0.4354459941,0.3396425247,0.4631654322,0.4825340211,0.7337412238,0.4296865165
119,0.381595701,0.4520995915,0.4693228304,0.4372450411,0.4816738069,0.5020930171,0.4309901297
120,0.384043932,0.4299093783,0.4232859612,0.4273713529,0.4808913767,0.4006423652,0.4302413464
121,0.381153971,0.422734499,0.4783134758,0.465965271,0.4894945621,0.572876811,0.4237644672
122,0.3813317716,0.4359497726,0.4990216792,0.5217528343,0.5015496612,0.4098856449,0.4266708195
123,0.3907680809,0.4764279425,0.4370242059,0.477168709,0.5045287013,0.4113225043,0.4253344536
124,0.4174059331,0.495713681,0.4789637625,0.4706367552,0.5102825761,0.8953410983,0.4331479073
125,0.413071543,0.4819289744,0.5774171948,0.5007999539,0.5190646052,0.4314149618,0.4331622422
126,0.4019666612,0.4532454014,0.5317037702,0.5547184348,0.5330865383,1.06402874,0.42644611
127,0.4005740881,0.425838232,0.4632343054,0.4679364264,0.5358698368,1.258840919,0.4145956933
128,0.4138575494,0.4442586899,0.5119356513,0.5114324689,0.5703923106,0.4724910259,0.4354604781
129,0.4103297889,0.4218663275,0.4460062683,0.4237699807,0.575024426,0.5673028827,0.4383820593
130,0.4270844162,0.4282256663,0.4720447958,0.4547272623,0.5868092179,0.5575343966,0.4459014833
131,0.4177438319,0.4102042615,0.4221428931,0.4809414148,0.5922325253,0.4476194382,0.4475236237
132,0.4154225886,0.4349557161,0.4233402312,0.4899255931,0.5923830271,0.4974676669,0.447842598
133,0.4198305905,0.4505717754,0.4118533432,0.463874191,0.5835110545,0.7520484924,0.4473827779
134,0.4134952724,0.4355373383,0.4284137189,0.4771363735,0.5855145454,0.521191299,0.4488662183
135,0.4402458668,0.475838542,0.4304986298,0.4166332781,0.5777671933,0.7888569832,0.4551674426
136,0.4372805357,0.4629054368,0.4711293876,0.437433809,0.5767819285,0.4486922324,0.4554209709
137,0.4332053363,0.4675770104,0.4370748997,0.4495532513,0.5740208626,0.7952477932,0.4566820562
138,0.407433033,0.4401141107,0.4425629675,0.444876194,0.5799915195,0.4532642365,0.4582564831
139,0.3578965664,0.4012499154,0.3779583871,0.3985453546,0.5771407485,1.610750794,0.4399423599
140,0.3725374639,0.4282771647,0.3923002779,0.4358469546,0.5819657445,0.7376942635,0.4479204714
141,0.3802415431,0.4183271229,0.4269134998,0.4419511557,0.5876910686,0.6297053099,0.4464081824
142,0.3976348937,0.4037607014,0.3992944658,0.4829033315,0.5965929031,0.4899361134,0.449077338
143,0.3989195526,0.3613141477,0.4081571102,0.4626208246,0.5965353847,1.715453506,0.4392530918
144,0.4858678281,0.2713367045,0.3454174697,0.4816800356,0.5063832998,11.82032108,0.3490892351
145,0.3933862448,0.2751229703,0.3264588416,0.2987922132,0.5121756196,0.7919318676,0.3548563421
146,0.403390646,0.2775048018,0.2981205881,0.3365550041,0.511834681,0.9390699863,0.3584645987
147,0.4125460684,0.3090634644,0.3089103997,0.3340313137,0.5206417441,0.9999160171,0.3691689074
148,0.3593133688,0.2954256237,0.3323320746,0.3187510371,0.5203743577,0.3050727546,0.3657259941
149,0.352838546,0.2890454829,0.3423229158,0.2661876082,0.5207073689,0.3227367699,0.3642755449
150,0.3344914019,0.2874111235,0.3463080823,0.2706460059,0.525005579,0.3056729734,0.3637471497
151,0.3667970598,0.3104632795,0.3392290771,0.2902152538,0.5323870182,1.26878345,0.3837544918
152,0.334774524,0.3193979263,0.3822634518,0.2936686575,0.529709518,0.4717621803,0.3792001903
153,0.3473069966,0.3101640642,0.3761880398,0.2941921949,0.5264747143,0.3440338075,0.37423563
154,0.3482321203,0.3095736802,0.3539875746,0.3072854578,0.5222594142,1.499192119,0.378183037
155,0.324088484,0.3022809327,0.4238300323,0.2969263494,0.5211488605,0.9384778142,0.3837604821
156,0.3598356247,0.3060907423,0.5144055486,0.2815579474,0.5259186625,1.310687423,0.39467749
157,0.3562290668,0.2956073284,0.3700606525,0.2855129838,0.5398147702,0.4036370218,0.4049660265
158,0.3502196968,0.3130472302,0.531689167,0.2792278826,0.5395092368,0.3738890886,0.4050419331
159,0.3371552527,0.3116082847,0.3394382298,0.2644931078,0.535094738,0.3560115099,0.394489646
160,0.3420846462,0.3239553571,0.3805757463,0.2919992507,0.5354580283,0.3212411702,0.391380161
161,0.3693294227,0.3272817433,0.3530386686,0.2844568491,0.547067523,0.3216985464,0.3955534995
162,0.3751196861,0.3521075249,0.3215499818,0.3051241934,0.5469465852,0.3925696611,0.3954734504
163,0.3591867387,0.3423891962,0.2995220721,0.2841266692,0.5437296033,0.3486985862,0.387162596
164,0.38798365,0.366040796,0.3028959334,0.277936846,0.5434259772,1.326645017,0.3939747512
165,0.4073768556,0.3709430695,0.3590253592,0.2527010143,0.5499014258,0.6797556281,0.4021133482
166,0.3942784071,0.3574942052,0.3146062493,0.2757822275,0.5490656495,0.3496554792,0.4003688395
167,0.3838422298,0.3643598855,0.3422733247,0.2722529471,0.5502223372,0.3962061405,0.4006462097
168,0.3885754049,0.3630547822,0.3819798529,0.2746357024,0.5501794815,0.7505734563,0.4068998396
169,0.4859080315,0.4297392666,0.4773136377,0.2807979584,0.5341793895,3.338761568,0.414024353
170,0.4622395933,0.3914635479,0.3662185669,0.2825214267,0.5363805294,0.5470142961,0.4180339873
171,0.5025346875,0.3796392381,0.4379359782,0.2688244283,0.5356672406,0.9611375928,0.42588678
172,0.4326156676,0.3524645269,0.3944323957,0.2819009721,0.5435298681,0.2730068862,0.4231649935
173,0.4097808301,0.3799964488,0.3890696764,0.2505616248,0.5480237603,0.2956002951,0.4212606251
174,0.391433388,0.4098295867,0.3528531492,0.2577472627,0.5464858413,0.2787021399,0.410274744
175,0.3745025396,0.3517189324,0.3656187952,0.2518844008,0.5408913493,0.4487404525,0.3943766654
176,0.346963495,0.3371357024,0.3601286113,0.2661162913,0.5299610496,0.6784894466,0.3687040806
177,0.3715620339,0.4400833845,0.3167110384,0.2612658739,0.5351398587,0.9625547528,0.3787185252
178,0.3552547991,0.4165264368,0.412103653,0.2783938348,0.5382139087,0.3247845471,0.3786562383
179,0.3366527557,0.3585226536,0.3458193839,0.2655189335,0.5345420241,0.283883065,0.3703527451
180,0.3287691176,0.3501370847,0.3486406803,0.26891312,0.5324261785,0.4356308281,0.3568104804
181,0.3272918761,0.365999341,0.4261813164,0.2558642328,0.5287465453,0.3052339256,0.3475788534
182,0.3226726353,0.3167490065,0.3247823417,0.2624181211,0.5248666406,0.4119006693,0.3355371058
183,0.3112653196,0.298470825,0.386713177,0.248892948,0.5208750367,0.52824229,0.3225600421
184,0.3241888583,0.3349141181,0.3756102324,0.2812936306,0.5184034705,0.318279773,0.3218813837
185,0.3032956421,0.3113730848,0.3576513827,0.2889275551,0.5059702992,0.7420400977,0.3049845994
186,0.3390548229,0.3039828837,0.3229214847,0.3123705685,0.5064607859,0.8660469055,0.3075456917
187,0.3732233942,0.3139003813,0.3509478569,0.2810917795,0.5091622472,1.321427822,0.3127013743
188,0.4069981873,0.3840631545,0.3992223442,0.3569232523,0.5110759139,1.029422164,0.3183969557
189,0.3597278893,0.3366810977,0.3432730734,0.282692045,0.5079675317,0.2573517263,0.3141882122
190,0.3542928696,0.3943890035,0.3407455385,0.3318184316,0.5110165477,0.2874105871,0.3105013072
191,0.4074681997,0.375600338,0.3524936736,0.3144577444,0.5102298856,1.131798387,0.3154097497
192,0.397660464,0.3927412033,0.3924647272,0.3546376228,0.5101001859,0.7517140508,0.3219369352
193,0.349697113,0.3523343801,0.3262415826,0.2955953777,0.5108653903,0.274335891,0.3248679936
194,0.3352298737,0.3750197887,0.3247339129,0.3492654264,0.5099644065,0.2906886637,0.3237999976
195,0.3271088898,0.3284695148,0.2884860635,0.3143807352,0.5081738234,0.2653825283,0.3222497404
196,0.3112133443,0.3531413078,0.3477191925,0.3358305991,0.5028446317,0.3153665066,0.3145188093
197,0.283708483,0.2666928768,0.3034163415,0.3054989278,0.4938253462,0.786182642,0.2967685163
198,0.3043430448,0.3068738878,0.284686178,0.3805398047,0.4947320521,0.4554938376,0.298949331
199,0.3414592743,0.36641559,0.343670696,0.3262314498,0.5229513645,0.4089233875,0.3392730057
200,0.3549327552,0.3230502903,0.3539032638,0.3867583573,0.5226762891,0.3797693253,0.3416593969
201,0.3181218207,0.2974826992,0.3221589923,0.318466872,0.5164263844,0.482272625,0.3320806026
202,0.3159056008,0.2964816093,0.3050442636,0.3583742678,0.5211308599,0.3385957778,0.3317851424
203,0.3273709714,0.3140029907,0.3258434534,0.3670198917,0.5199648738,0.3137853146,0.3312036097
204,0.3079719841,0.291790843,0.3354129791,0.380887717,0.5167612433,0.5116541982,0.324237287
205,0.3201828301,0.3204122484,0.3085915744,0.3852227032,0.5334000587,0.5832486153,0.3317460418
206,0.3626063764,0.3791446984,0.342952162,0.3976950645,0.5579013824,0.3440079987,0.347445488
207,0.3155836761,0.324575901,0.3490088284,0.3635505736,0.5491104722,1.687778592,0.3322362304
208,0.3262598813,0.3380046785,0.3703637421,0.4159335196,0.5389113426,0.8368742466,0.3332731426
209,0.3582527637,0.348400712,0.343113929,0.4184485674,0.5406572223,0.4719148576,0.3401976526
210,0.3324069679,0.3443007469,0.3374052048,0.4167020321,0.533667922,0.5069666505,0.3409556448
211,0.3193409145,0.312620908,0.3587467372,0.4064660966,0.5280506611,0.4777105749,0.34425506
212,0.310403049,0.314876467,0.3287730813,0.385104686,0.5169084072,0.7454960942,0.3441863954
213,0.3011489809,0.3075836003,0.3168493211,0.3826594055,0.5085632801,0.5987198949,0.3433243036
214,0.3059077561,0.3148041666,0.3129404485,0.4126401842,0.508063972,0.3685140908,0.3457924426
215,0.3009517491,0.3094417751,0.2999548912,0.3940971792,0.5052771568,0.363011688,0.3469068706
216,0.3099839389,0.3160257041,0.3160705566,0.4684364498,0.5068646073,0.4008862674,0.3454702795
217,0.3036167324,0.2964583635,0.3114997447,0.3612302244,0.5020081997,0.6318414807,0.3561208248
218,0.2951698303,0.290869385,0.2980302572,0.3398503363,0.4892806113,0.8834088445,0.3561587334
219,0.3069681525,0.2989335656,0.3173267543,0.3544251025,0.4857294858,0.401238203,0.3604085445
220,0.3040068746,0.2934221029,0.3077171147,0.3377322853,0.4742046297,1.128607392,0.3599406779
221,0.3057733178,0.293976754,0.3168919683,0.3267849088,0.4674481452,0.6770222187,0.3615272939
222,0.3120082617,0.3018206656,0.3034616411,0.318338722,0.4544135332,1.13939321,0.3629181385
223,0.3129257858,0.3266287148,0.3127200603,0.3221547902,0.4483881891,0.5099408031,0.366702199
224,0.3523446023,0.3432219923,0.301391989,0.3157453835,0.4160652161,2.589321852,0.3775932789
225,0.3276720941,0.3405635357,0.301772505,0.3303847611,0.4133095741,0.7607281804,0.382724762
226,0.3432249725,0.3072400093,0.3190391064,0.333781153,0.3993155062,1.240667343,0.388951689
227,0.3370677531,0.3087606132,0.3376289904,0.3340492249,0.3931810856,0.550480783,0.3933367729
228,0.3325615525,0.3101051152,0.3141572177,0.3231565952,0.3906179667,0.4073973596,0.4034130871
229,0.3137156069,0.3244307339,0.3176231682,0.328969717,0.3967333138,0.3543044627,0.3916684091
230,0.3246504962,0.3356827796,0.3323804736,0.3182772696,0.4042670429,0.5376208425,0.3976785839
231,0.3111883998,0.3196349442,0.3479216397,0.3418159187,0.4088834822,0.7985336781,0.3728170395
232,0.3165769875,0.3212273419,0.3574823439,0.3505232632,0.4138038158,0.3327179253,0.3657148778
233,0.3039318621,0.319848299,0.3156711459,0.3252504468,0.4137201607,0.5305006504,0.3688866794
234,0.3045394123,0.3205116093,0.3225753009,0.3426041305,0.4091897905,0.6044959426,0.3722395003
235,0.3136563003,0.3052957058,0.3357910216,0.4047626257,0.4140953124,0.3331803977,0.3714568913
236,0.3363979161,0.3299819231,0.3329465389,0.3999838829,0.4106290042,1.374413133,0.3388185203
237,0.2954604924,0.3047790825,0.3200592101,0.4204461873,0.409525305,0.4641873837,0.3409637213
238,0.294899255,0.3057119548,0.3005035222,0.4094564021,0.4021634161,0.6690486073,0.3444414139
239,0.2998252213,0.3209013641,0.3031456769,0.374289602,0.3967108727,0.456543535,0.3488174975
240,0.2989299297,0.3199586868,0.3048000634,0.3695690632,0.4030068219,0.2956651449,0.3457138538
241,0.300555855,0.3303873241,0.3169872761,0.4084862769,0.3995910883,0.5050203204,0.3482049406
242,0.2957933247,0.3021808863,0.3066585064,0.4146400988,0.3994802237,0.298055023,0.3510808051
243,0.3143429458,0.3308756053,0.2884965837,0.4089255333,0.3926582038,0.7494657636,0.3551413715
244,0.3129543066,0.3288378716,0.3098421395,0.4377558231,0.4054783285,0.3088528812,0.3568371236
245,0.317633301,0.3288980126,0.330093503,0.4447882175,0.4093017578,0.3159299791,0.3707715571
246,0.3406920135,0.3555128574,0.3541425765,0.4416351318,0.4069239199,0.5601945519,0.3882372677
247,0.3011353314,0.3017550409,0.3086844981,0.4668937027,0.3997197151,1.987075448,0.3434206545
248,0.3206841946,0.3090990782,0.357518822,0.4683088362,0.4154842794,1.277002573,0.3260829151
249,0.3220992386,0.3130555749,0.3166291416,0.5133778453,0.4262712896,0.3930346072,0.3238439858
250,0.3299809992,0.314052552,0.3578743637,0.5049449801,0.4310105741,0.4223535359,0.3191024363
251,0.3340547383,0.3239714801,0.3399384022,0.5333083272,0.4346128702,0.498884052,0.3134214878
252,0.3077663481,0.4257159233,0.3398200274,0.4917552471,0.4318293631,0.5605446696,0.3144384921
253,0.3269815147,0.3384322822,0.3281318247,0.4729208946,0.4324527681,1.021496534,0.3428703845
254,0.3358652294,0.3311923444,0.3444074392,0.5237259269,0.432654947,0.5620014071,0.3347490728
255,0.3258620501,0.3244085014,0.3495941162,0.5326214433,0.4328535795,0.3567225039,0.3323359787
256,0.3255824745,0.3260390759,0.3374744654,0.5196118951,0.4312621355,0.3347123861,0.33667624
257,0.3145011663,0.3230252564,0.3276083171,0.5167973638,0.4201864302,1.025217414,0.3369391859
258,0.3121215999,0.3141135871,0.3309264481,0.570391953,0.4320752323,0.3452906609,0.337808609
259,0.315480113,0.3178329468,0.3296729326,0.5850052834,0.4314349592,0.3221424818,0.3372687101
260,0.3171578944,0.3242392242,0.3659514487,0.5456357598,0.4345085621,0.3498063087,0.3383567631
261,0.3196587563,0.3398082256,0.3728969097,0.5685334206,0.4305398464,0.5387497544,0.339719981
262,0.3168791533,0.325338006,0.3607966602,0.5693566799,0.4468927383,0.4094826281,0.3417125642
263,0.3288415372,0.3354252875,0.3580587804,0.5134258866,0.4561088383,0.3351342678,0.3445367515
264,0.327308625,0.3412201405,0.3479798734,0.6508723497,0.4581763446,0.5957265496,0.346121937
265,0.3393243253,0.3387981653,0.3586107194,0.6305422187,0.4583982527,0.3966168165,0.347304225
266,0.3373238742,0.3434050977,0.3500491083,0.6509959102,0.4599323273,0.3541310132,0.3477574289
267,0.3466669321,0.3541522324,0.3548606336,0.5757874846,0.4626246989,0.3744695485,0.3555883467
268,0.3603008687,0.3780294657,0.3713115156,0.6520016193,0.4543937147,0.8416722417,0.3644052446
269,0.3686927259,0.3617462814,0.377909869,0.5883550644,0.4510104656,0.5402943492,0.3656181395
270,0.3642852008,0.3589428365,0.3722507656,0.5999655128,0.4521764815,0.3689983785,0.3658574522
271,0.3827563524,0.376316905,0.3978781998,0.6473338008,0.4664733708,1.107912183,0.3802758157
272,0.3875260353,0.4134032726,0.4079586565,0.6055728197,0.4731256068,0.4194738865,0.3997549117
273,0.391087085,0.4195677936,0.4061978757,0.6539697051,0.4676742256,0.6139085889,0.4013578594
274,0.3930715024,0.3943318427,0.4232238829,0.6098256111,0.4642742574,0.4874134958,0.402960211
275,0.3809145987,0.3931216002,0.4251134098,0.5950983167,0.4662211835,0.5179896951,0.3962695897
276,0.3946585655,0.4055140018,0.4132235348,0.5354294181,0.4636386335,0.625387013,0.3980569541
277,0.3845306337,0.3871998787,0.4290782511,0.534399569,0.4659210145,0.3802908957,0.3973238468
