window_index,DLinear,PatchTST,iTransformer,TimeMixer,ZeroPred,Persistence,HAR_EWM
0,0.7769672275,0.681011498,0.6822416186,0.6982691884,0.8826746345,1.119442821,1.119442821
1,0.7753458619,0.6399242282,0.6464543939,0.7611040473,0.8919555545,1.125819087,1.125819087
2,0.7724562287,0.75160712,0.6792082191,0.6963971257,0.898370564,0.7374213338,1.114116311
3,0.7411343455,0.6092512012,0.6915735602,0.7775203586,0.9074494243,0.6436784863,1.096936226
4,0.7959195971,0.6384854317,0.7225448489,0.7947840095,0.9143040776,1.576004386,1.113496661
5,0.823046267,0.6598877907,0.7447069287,0.7844575047,0.9156999588,1.061781049,1.112480044
6,0.8485216498,0.7012727857,0.7553411126,0.7726684213,0.9151672721,1.220718384,1.115458965
7,0.8685534596,0.7928287387,0.7058864236,0.8040273786,0.9154036045,0.9995329976,1.112958074
8,0.8592619896,0.8219420314,0.6705490947,0.7585141063,0.9200192094,0.6471275687,1.089241028
9,0.8339325786,0.9396495819,0.664226532,0.804060936,0.9185268283,0.6661741734,1.0669204
10,0.7976157069,0.8714644313,0.6995534897,0.7165846825,0.9160593152,0.6492296457,1.040920734
11,0.8208710551,0.8502187729,0.6791513562,0.7683396339,0.9197106361,0.8994352221,1.038622499
12,0.7773700356,0.9785220027,0.6890177131,0.7089834213,0.9263439775,0.6625621319,1.023237824
13,0.7637327313,0.7243584991,0.7307646275,0.7556567192,0.931895256,0.6626031995,1.009167194
14,0.7676062584,0.8304384351,0.692507267,0.7013775706,0.9370934367,0.6656624675,0.9966647625
15,0.7573755383,0.7698300481,0.6960072517,0.7075805664,0.9358474612,0.8870539665,0.961792469
16,0.7873628736,0.9083830714,0.6889500618,0.7010352612,0.9453031421,0.6759392619,0.951518774
17,0.7912858129,0.7840638757,0.7152733207,0.7384043336,0.9546050429,0.7445672154,0.9366340637
18,0.8654910922,0.8655367494,0.6637353897,0.7596982121,0.9616575241,2.097273827,0.9636531472
19,0.8246827126,0.8659337163,0.6679922938,0.7643280625,0.9590687156,0.6819739938,0.9395310283
20,0.7834594846,0.7540747523,0.6761674881,0.7513720393,0.9513008595,0.8133456111,0.9063691497
21,1.029937387,0.8368369937,0.6080291867,0.8575630188,0.8860533834,10.47213459,0.9221039414
22,0.9817402959,0.8873009682,0.6139343381,0.8494550586,0.8901516795,1.942361832,0.9471914172
23,0.917819798,0.9273735881,0.6030297875,0.8245775104,0.8936109543,1.15866816,0.9567472935
24,0.9035932422,0.8669041991,0.5945751667,0.8220345974,0.8944320679,0.7356831431,0.9502642751
25,0.9546251297,1.084024549,0.6165113449,0.9169845581,0.8890054822,2.301129103,0.9709975123
26,0.9092567563,0.8009119034,0.6088983417,0.7870121002,0.8896489739,1.023535609,0.9735665321
27,0.9541806579,0.9734199643,0.7290703654,0.8408048749,0.8875233531,1.802749515,0.9903621674
28,0.8317949176,0.8743472099,0.6904413104,0.751286447,0.8955180049,0.5300303102,0.9768135548
29,0.8284985423,0.7853620052,0.6216030121,0.7781640887,0.8955633044,0.697283566,0.9671522975
30,0.8476197124,0.8347998261,0.6465391517,0.73494941,0.8976213336,0.7458293438,0.9611101151
31,0.8290154338,0.8791618347,0.665931046,0.82511729,0.9001840949,0.6417782903,0.9506549835
32,0.8709318638,0.9851692319,0.6824135184,0.7696277499,0.9004967809,0.8749311566,0.9488220215
33,0.9103085399,0.899230063,0.7243610024,0.8336190581,0.9059116244,1.060506225,0.9577634931
34,0.7969121933,0.8564937711,0.7150015831,0.7327804565,0.9048380852,0.5587534308,0.926641643
35,0.8575764298,1.022217155,0.6861908436,0.8686023355,0.9061301351,0.9931457639,0.9298739433
36,0.7802508473,0.7973844409,0.6692430973,0.7842790484,0.9062440395,0.5266030431,0.9080402255
37,0.7353307605,0.7187690139,0.6677443385,0.7814558148,0.9071380496,0.5950823426,0.878565073
38,0.7375602722,0.7557697296,0.6524395347,0.7219632268,0.9047929645,0.5614024997,0.8505228162
39,0.6997995377,0.6386601925,0.6115922332,0.7165800929,0.9063815475,0.5854683518,0.8261604905
40,0.653416574,0.5815871358,0.6314120889,0.6635441184,0.8978785872,0.6553170681,0.7914736867
41,0.6130253673,0.6645174623,0.6447488666,0.683430016,0.8949236274,0.7530260086,0.7605876923
42,0.52148211,0.5508238673,0.606151998,0.5206521153,0.866892159,1.719454169,0.6955726743
43,0.509898901,0.5098278522,0.5231543183,0.5103667378,0.8560366631,0.9726329446,0.6675281525
44,0.4672996104,0.4900440276,0.5185930729,0.4595812261,0.8305638433,1.554235101,0.6227293015
45,0.4588710368,0.4917496145,0.5036363006,0.5249599218,0.8185629845,0.8023831248,0.6022050381
46,0.4495736361,0.4799623489,0.4807178974,0.4563654959,0.8035509586,0.9808416367,0.578733027
47,0.4540041387,0.4945365489,0.4746296406,0.4613643885,0.7815077901,1.773379326,0.5554359555
48,0.613986969,0.6005691886,0.5651748776,0.5665313601,0.8589618802,3.298914671,0.6607408524
49,0.5776872635,0.5790284872,0.5543800592,0.5740897655,0.8585961461,0.6542084217,0.6633844972
50,0.5315305591,0.5291585326,0.5696585178,0.4995994568,0.8422667384,1.313220382,0.6471099257
51,0.5273213983,0.5268543959,0.5557927489,0.555547297,0.8327512741,0.9537272453,0.6414893866
52,0.5294376016,0.5394608378,0.5592238903,0.5217455029,0.8080387115,1.962317944,0.6184400916
53,0.5300831199,0.4943706095,0.5640212893,0.5117108226,0.7914287448,1.36982286,0.6068363786
54,0.5260108113,0.5227630734,0.553170085,0.5079720616,0.7864966989,0.7635417581,0.6043646336
55,0.5467376709,0.5847976804,0.5761287808,0.5341555476,0.7845644355,0.6770154834,0.6124690771
56,0.5383912921,0.5612136722,0.5764841437,0.525673449,0.7651994824,2.009474277,0.6015480161
57,0.5108861327,0.5402493477,0.5417161584,0.5077463984,0.7539868355,1.199651003,0.5986347795
58,0.5201901793,0.542114079,0.5669633746,0.4991015494,0.7581656575,0.7142850757,0.6079684496
59,0.5493459105,0.5446013808,0.5352783203,0.5535553098,0.7588005066,0.9900748134,0.6073890924
60,0.5367488265,0.5538563132,0.540153563,0.5300030112,0.755967617,0.748085022,0.6174333096
61,0.5292858481,0.6088889241,0.5519631505,0.5316038132,0.7481999993,0.8701311946,0.6183130145
62,0.5428934693,0.5780052543,0.5281221271,0.5194064975,0.7429549694,0.7538599968,0.619615078
63,0.5220963955,0.6199204326,0.5036205649,0.5074194074,0.7233521342,1.960704923,0.6160264611
64,0.5252839327,0.6465724707,0.4926859438,0.5050829649,0.7049705386,1.666483283,0.6162518859
65,0.5192863345,0.6174275875,0.49204126,0.4726280868,0.674759686,2.636516333,0.6148427129
66,0.527729094,0.4811148643,0.4502908289,0.4792393148,0.6487177014,2.174832344,0.6200270653
67,0.5336402655,0.4786849022,0.4485406578,0.4944990575,0.6171239614,2.919243574,0.625056088
68,0.5261106491,0.5499618649,0.496244669,0.490008682,0.6111747622,0.9225500226,0.6436334848
69,0.5481758714,0.6110981107,0.506079495,0.5304911137,0.5891219378,1.917946219,0.6598399282
70,0.561021328,0.6046622992,0.508287251,0.553116858,0.5743730664,1.42498529,0.6708237529
71,0.5531964898,0.6983295083,0.5298501253,0.5224376321,0.5639650822,1.079069257,0.6802480817
72,0.5694413185,0.5833124518,0.559568584,0.5355796218,0.5514899492,1.24046433,0.6967995763
73,0.6247406602,0.6963891983,0.6159172058,0.5613886714,0.5390372872,2.576701403,0.7534863353
74,0.6480816007,0.8655667901,0.6196283698,0.6128543615,0.5110123754,2.559542894,0.7785202861
75,0.6431934834,0.8946473598,0.6272124052,0.6059815288,0.4964609146,1.553628325,0.8035421371
76,0.4441408217,0.5183497071,0.5405713916,0.478572458,0.4926687181,1.459853768,0.7295126915
77,0.4476391375,0.6024369001,0.5833353996,0.4394288957,0.4941143095,0.5090723634,0.7030546069
78,0.5110921264,0.6782194972,0.5990861058,0.5254938602,0.4801435471,1.682512879,0.7170920968
79,0.472700268,0.5740669966,0.5915208459,0.4867418706,0.4863761961,0.5342717767,0.7103824615
80,0.4094873369,0.496067971,0.4732774198,0.4460817277,0.4893496931,1.92175138,0.63674438
81,0.4045096636,0.5310655832,0.5443765521,0.4492406845,0.4901879132,0.4497019351,0.6310887933
82,0.4058645666,0.4112785757,0.5006662011,0.4764657915,0.4880399406,0.5509988666,0.6296693683
83,0.4067363739,0.4031515121,0.507342875,0.4787715375,0.4912196696,0.4458663166,0.618109405
84,0.4085811079,0.516047895,0.4982396364,0.4811867774,0.4991309941,0.4518056214,0.6089114547
85,0.4105429649,0.4545537531,0.433740586,0.4864319563,0.5019329786,0.4977797568,0.604532063
86,0.4235083163,0.4873362482,0.4875386059,0.4821213186,0.5083099008,0.4816510677,0.5997865796
87,0.4272681177,0.5237284303,0.4894002676,0.4843119681,0.5188245773,0.5036205649,0.586278379
88,0.4345085621,0.4889569283,0.5030875802,0.4610793591,0.5106775165,1.233299851,0.5943781734
89,0.4308829606,0.4767951071,0.4852991402,0.4961769581,0.5207474232,0.6068382859,0.5978530049
90,0.4490425289,0.5523653626,0.4779921472,0.4906553328,0.5093306899,1.198805332,0.6143249869
91,0.4547209442,0.540096283,0.5145172477,0.4728821218,0.5082011819,0.632674396,0.6282459497
92,0.4664267302,0.5413310528,0.4781781137,0.4990503788,0.4983722866,1.168500304,0.6469022632
93,0.4682995379,0.5973864198,0.4965052605,0.4793454707,0.4952984154,0.7879298329,0.6502524018
94,0.4783394039,0.5876579881,0.5486200452,0.4953506887,0.4935913086,0.8123437762,0.6539636254
95,0.5044498444,0.6102936864,0.6100518107,0.48114869,0.4866332114,1.004357934,0.6724641323
96,0.486086607,0.5860901475,0.5591405034,0.4827504456,0.4847949743,0.5389627218,0.6746228337
97,0.3904067278,0.4959946573,0.4943877161,0.4542836249,0.4766193926,1.759825706,0.609138608
98,0.382247299,0.4099766016,0.5137967467,0.4092114866,0.4709732533,1.436111093,0.5593808293
99,0.3783954084,0.3806232512,0.450497061,0.4673532546,0.4624901712,1.899238706,0.5056584477
100,0.3985550702,0.4114739001,0.4439068735,0.4324335158,0.4589713514,1.734948158,0.4633268118
101,0.4087673724,0.4090697765,0.4535565674,0.461943835,0.4726680815,0.8131821156,0.4509809017
102,0.411354512,0.4352756739,0.4706903398,0.4308901727,0.4726500511,0.5056493878,0.4444972575
103,0.400762409,0.428401947,0.4879490435,0.448681742,0.4725739062,0.4172807932,0.4419007003
104,0.4252394736,0.3920702934,0.4664820135,0.4483600557,0.4660926759,1.547360897,0.4160142839
105,0.4134821892,0.4134016931,0.4732889235,0.491210252,0.4741618335,0.5040492415,0.4136106074
106,0.4179504812,0.4295693934,0.4624433517,0.4181410968,0.4783811867,0.4391510487,0.4117889702
107,0.45840469,0.4407767355,0.4081330299,0.5309266448,0.4762372673,1.16482389,0.3982765377
108,0.380346328,0.4174587429,0.3971800804,0.3847843111,0.4750882685,0.8659617305,0.3999326229
109,0.3873098791,0.4421067238,0.4067797959,0.3897359669,0.4768660963,0.7620311379,0.4035116732
110,0.3828603327,0.4116621912,0.4128557146,0.3695470989,0.4706095159,0.7203070521,0.4039047658
111,0.3822582662,0.4446542263,0.4310895205,0.3634893894,0.4896689951,0.8242278695,0.4205926955
112,0.3879749775,0.4778915942,0.4014708698,0.3643978536,0.4903952777,1.13056314,0.4263632596
113,0.3931342661,0.5013397336,0.385938257,0.3405871391,0.4744547606,1.327793956,0.4281241
114,0.4018825591,0.4547389448,0.4279561341,0.3535206616,0.4705217779,0.9952638745,0.4323029518
115,0.3770004809,0.4092619121,0.3698118031,0.3640408218,0.4745951891,0.4432459176,0.4336870015
116,0.3609437048,0.4513632357,0.3873466551,0.3601529598,0.4850344658,0.7691571712,0.4235664308
117,0.367238611,0.4614605904,0.3870128393,0.3503673971,0.4896944463,0.5126928687,0.4271131754
118,0.3684822619,0.4962749481,0.4271936417,0.4066159427,0.4825340211,0.7337412238,0.4296865165
119,0.3797279894,0.4560866356,0.3988007009,0.3642088473,0.4816738069,0.5020930171,0.4309901297
120,0.3695938289,0.4225929677,0.3957083225,0.3801240921,0.4808913767,0.4006423652,0.4302413464
121,0.3673002422,0.4159581959,0.3921409845,0.3469973803,0.4894945621,0.572876811,0.4237644672
122,0.3744035065,0.4281642139,0.4327013195,0.3705159426,0.5015496612,0.4098856449,0.4266708195
123,0.3771649897,0.4787200987,0.4204061925,0.3530859649,0.5045287013,0.4113225043,0.4253344536
124,0.4078525007,0.5118982196,0.4463190138,0.3834230006,0.5102825761,0.8953410983,0.4331479073
125,0.3945973814,0.4938660562,0.481854409,0.3830877542,0.5190646052,0.4314149618,0.4331622422
126,0.3774065971,0.4494811296,0.4254487455,0.367569685,0.5330865383,1.06402874,0.42644611
127,0.373529762,0.4559119642,0.4141117632,0.3773732185,0.5358698368,1.258840919,0.4145956933
128,0.3940993547,0.4638597965,0.4522604942,0.3651235104,0.5703923106,0.4724910259,0.4354604781
129,0.3913249075,0.446890831,0.5146687627,0.368409425,0.575024426,0.5673028827,0.4383820593
130,0.4134008884,0.4351041615,0.4781444967,0.3738709986,0.5868092179,0.5575343966,0.4459014833
131,0.4083759785,0.4416206181,0.4834612906,0.3846345246,0.5922325253,0.4476194382,0.4475236237
132,0.4256391525,0.4540514946,0.5187923908,0.3893068731,0.5923830271,0.4974676669,0.447842598
133,0.4358342886,0.4696317017,0.4275169373,0.404881984,0.5835110545,0.7520484924,0.4473827779
134,0.4241295159,0.4627666473,0.5180433989,0.3817194998,0.5855145454,0.521191299,0.4488662183
135,0.450865835,0.4708470404,0.4462674558,0.3997487724,0.5777671933,0.7888569832,0.4551674426
136,0.4304085672,0.4450113773,0.4006985724,0.3868216574,0.5767819285,0.4486922324,0.4554209709
137,0.4455477893,0.4866122901,0.3974431753,0.4015726149,0.5740208626,0.7952477932,0.4566820562
138,0.4139696062,0.4806661606,0.4477821887,0.409065634,0.5799915195,0.4532642365,0.4582564831
139,0.3731713295,0.4341802597,0.3849460781,0.3651664257,0.5771407485,1.610750794,0.4399423599
