window_index,DLinear,PatchTST,TiDE,TimeXer,ZeroPred,Persistence,HAR_EWM
0,0.08215795457,0.04883313924,0.04005784169,0.0403149426,0.7005400062,0.05209960416,0.05209960416
1,0.08213920891,0.04942111298,0.04091546685,0.04142414406,0.699887991,0.05215633661,0.05215633661
2,0.08173013479,0.05129990727,0.04033352807,0.04098185897,0.6992974281,0.05310766026,0.05221993104
3,0.0824399963,0.05204606801,0.03990749642,0.03904779628,0.6989700794,0.04971415177,0.05214821175
4,0.0817188099,0.04815777019,0.04035853967,0.03851034492,0.6984792948,0.05419869721,0.05221909657
5,0.08090426028,0.04878682271,0.04033174366,0.03863445669,0.697928369,0.06120718643,0.05239473656
6,0.08102358878,0.04836390167,0.0404843837,0.0389658995,0.6975758672,0.05667278916,0.05249485373
7,0.08117739111,0.04860275239,0.04199444875,0.03852395341,0.6972587705,0.05807886645,0.05261584744
8,0.08156809211,0.05309565738,0.04312336817,0.03860543668,0.6970185637,0.05808515847,0.05273432285
9,0.08216916025,0.05264025182,0.04301327094,0.03832453117,0.696549952,0.05016004294,0.05268503353
10,0.08140423894,0.05154066905,0.04186678678,0.03824309632,0.6963992119,0.05016284809,0.05260137841
11,0.0812118426,0.0522216484,0.04223159701,0.03959803283,0.696254611,0.04897670075,0.05242296681
12,0.08088792861,0.04952543229,0.04136525467,0.04027790949,0.6962187886,0.04908788204,0.05219522119
13,0.08074711263,0.04981421679,0.04096190259,0.03968555853,0.6965880394,0.05015248805,0.05188392475
14,0.08367659897,0.05134053901,0.04351278022,0.03929670528,0.6974476576,0.09353292733,0.05093615502
15,0.08465127647,0.04982949421,0.04380045086,0.03734032437,0.697947979,0.1191359609,0.05001061782
16,0.08334455639,0.05071881413,0.04223632067,0.03828701004,0.698163271,0.07367838174,0.049583368
17,0.08276207,0.05112826079,0.04252699018,0.0414814502,0.6979047656,0.06906471401,0.04938542098
18,0.08367661387,0.05343136191,0.04262726754,0.04150447994,0.6980757713,0.09034580737,0.0490302071
19,0.08282176405,0.0536298193,0.04264795035,0.04185078293,0.6979855895,0.06693471968,0.04890006036
20,0.08450609446,0.05264840648,0.04404618219,0.04092588276,0.6981628537,0.08148573339,0.04871599376
21,0.08438076079,0.05344934762,0.04418252036,0.03902930021,0.6981008053,0.06300789863,0.04867228866
22,0.08536354452,0.05329554528,0.04535759613,0.03810376674,0.6978899837,0.0630164966,0.04869126156
23,0.08501843363,0.05113225803,0.04478253052,0.03888683394,0.6975398064,0.05307550728,0.04874036461
24,0.08244263381,0.04989678413,0.04326926544,0.03933149576,0.6967355013,0.05124543235,0.04878726602
25,0.08147168159,0.0464255698,0.04218923301,0.03887112066,0.6960114241,0.05307717994,0.04881422222
26,0.0793325752,0.04436660931,0.04088484123,0.03786122054,0.6948621869,0.07139297575,0.04883562401
27,0.07851876318,0.04316942021,0.04015299678,0.03760961816,0.6942267418,0.06504546851,0.04887267575
28,0.07765005529,0.04132335633,0.04021093622,0.03775576502,0.6930705309,0.08177882433,0.04895431548
29,0.07653876394,0.04245144874,0.04032086208,0.03804937005,0.6916850209,0.09742647409,0.04910134152
30,0.07581979781,0.04258622974,0.04032667354,0.03889723122,0.6907122731,0.09415455163,0.0493019633
31,0.07470986247,0.04244255275,0.04046734795,0.03937865049,0.689389348,0.1122170091,0.04959866405
32,0.07346288115,0.04249140248,0.04034478962,0.03908667713,0.6879324913,0.1204343736,0.04999765754
33,0.07208543271,0.04157658294,0.04034693912,0.04354504496,0.6862885952,0.112675257,0.05048343539
34,0.07061818987,0.0415501669,0.04030008987,0.04556844383,0.6852992177,0.1015778407,0.05095426738
35,0.07144279033,0.03981735185,0.04015797749,0.04285081103,0.6853781939,0.05165629089,0.05097451806
36,0.06970845163,0.0396887809,0.03924866021,0.0434939079,0.6852575541,0.05649844185,0.05109221116
37,0.06883107126,0.03957582638,0.03959960863,0.04238074273,0.6847752929,0.05168326572,0.05113457516
38,0.07012611628,0.03900209069,0.03938065469,0.03877051547,0.6845571995,0.05554668233,0.05070164055
39,0.07051239163,0.03956150264,0.03899645805,0.0389351137,0.6847094297,0.07024501264,0.05004281178
40,0.07031381875,0.03949696571,0.03960147873,0.04085201025,0.6849226356,0.0726429373,0.04943476245
41,0.07071565092,0.03900273144,0.03939951211,0.04230708629,0.6851334572,0.07512693107,0.04889446124
42,0.07158266008,0.03910464048,0.03943263739,0.04297584668,0.6855639219,0.09932717681,0.04825024307
43,0.07102001458,0.03876603395,0.0391080603,0.04444184899,0.6861523986,0.07029832155,0.0478855297
44,0.07104156911,0.03853140026,0.03949999064,0.04267612472,0.6867913008,0.05551534519,0.04770584404
45,0.07136770338,0.0386900343,0.03942319378,0.03948307037,0.6874959469,0.05096317083,0.04761372507
46,0.07130764425,0.03878071904,0.04011595994,0.03906480968,0.688000381,0.04733520001,0.04761714488
47,0.0714873001,0.03955826536,0.04034419358,0.04402105138,0.6887210608,0.04745876789,0.0476587601
48,0.0725228563,0.03977067769,0.04043466225,0.04705738276,0.6898810863,0.04753512889,0.04776147008
49,0.07310579717,0.0394028239,0.04119011387,0.04975469783,0.6909299493,0.0481511429,0.04788541049
50,0.07383796573,0.04019252583,0.04082970321,0.04906214029,0.6924338341,0.04926372692,0.048140876
51,0.07525497675,0.04091532528,0.04139141366,0.04830678925,0.6940137148,0.04860361293,0.04838351905
52,0.07475885749,0.04105862975,0.04173234105,0.04554690793,0.6953627467,0.05929780006,0.04872596264
53,0.07623199373,0.04192714393,0.04201731086,0.04172661901,0.6971738935,0.04998311028,0.04905730113
54,0.07892562449,0.0419171527,0.04321294278,0.0400486663,0.6993690729,0.05047627911,0.0493404977
55,0.08096951991,0.04223782197,0.04366713017,0.03781280294,0.7022200227,0.06263659894,0.04965535179
56,0.08304215968,0.04163242131,0.04468821362,0.03950835392,0.7049628496,0.05601871759,0.05006594956
57,0.08630374819,0.04110956937,0.04573187232,0.03858793899,0.707821548,0.06799148023,0.05043378472
58,0.08996282518,0.04451104999,0.04768431932,0.03828862309,0.7104735374,0.0982683748,0.05064702034
59,0.09050565958,0.04786060005,0.04719158635,0.04076813534,0.7124381065,0.09228374809,0.05081264302
60,0.0911173448,0.04986005649,0.04688431695,0.04855604842,0.7140158415,0.08956456929,0.05098733306
61,0.09413740784,0.05057928711,0.04935242608,0.041166462,0.715847373,0.148772791,0.05124539509
62,0.09605278075,0.04640019685,0.05037601292,0.03986113518,0.7166857123,0.2151710391,0.05166758224
63,0.0971153155,0.04467678443,0.05101821572,0.03732859716,0.717523098,0.2480645925,0.05236564204
64,0.09636093676,0.04366084561,0.05138983205,0.03673866391,0.7182594538,0.1538435221,0.0530722253
65,0.09779898077,0.04229472205,0.05139572173,0.03633364663,0.7190790176,0.2095892578,0.05407845229
66,0.09695299715,0.04367693886,0.05023759231,0.03762745485,0.7196292281,0.1748899221,0.05513471738
67,0.09556312859,0.04558977485,0.0494194217,0.03699256107,0.7201673388,0.1027102917,0.05579556152
68,0.09592565149,0.04785717279,0.04969116673,0.03661396727,0.7211866975,0.09594174474,0.05644650757
69,0.09355905652,0.04975435138,0.04860086739,0.03648915887,0.7217221856,0.05737520009,0.0565074496
70,0.09289830923,0.04753927141,0.04753282666,0.03675954416,0.7223295569,0.05065962672,0.05636651814
71,0.09231643379,0.04532493278,0.04653099179,0.03726273775,0.723086834,0.04854025319,0.05612556264
72,0.09278215468,0.04405020922,0.04609222338,0.03675437346,0.7240645289,0.04864095524,0.05595229194
73,0.09304956347,0.04444398358,0.0470450893,0.03671780601,0.7247543335,0.04824874923,0.05562614277
74,0.09429170191,0.04561234266,0.04753604531,0.03637880459,0.7254855037,0.05103911087,0.05555396527
75,0.0936556831,0.04560204595,0.04757836461,0.03642769158,0.7262794971,0.04921531677,0.05540508404
76,0.09528927505,0.04712845013,0.0494215712,0.035108082,0.7269843817,0.07664195448,0.05581205338
77,0.0961433351,0.04936596379,0.04920915887,0.03454404324,0.7276958227,0.08798865229,0.05635350198
78,0.09494993091,0.04739370942,0.04814377427,0.03427461907,0.72841537,0.07181300223,0.05670050159
79,0.09532022476,0.04646272212,0.04698744416,0.03438705578,0.7288476229,0.0695483312,0.05698503926
80,0.09630209953,0.04856718332,0.04792681336,0.03550447151,0.7296057343,0.07193181664,0.05733646825
81,0.09993225336,0.0490552485,0.04970732331,0.03460644558,0.7318720222,0.11740008,0.05849033222
82,0.1045358032,0.05065773055,0.05441166088,0.03659909219,0.7347961664,0.1596649587,0.06018727273
83,0.1064024195,0.05408772454,0.05563620105,0.038778238,0.7372044325,0.1764603555,0.06190622598
84,0.1059606299,0.05654097348,0.05515236035,0.0367384702,0.7392739058,0.1510279477,0.06342002004
85,0.1068617627,0.057773415,0.05445752293,0.03720319271,0.7405070066,0.1831804961,0.06507781893
86,0.1115516573,0.05653996766,0.0568902716,0.03740919381,0.7424869537,0.3289188147,0.06790601462
87,0.1147880554,0.05466914177,0.0595119074,0.03604774177,0.7447047234,0.3811906278,0.07131308317
88,0.1142891049,0.05262061954,0.05924648419,0.03551059961,0.7466902733,0.2547612488,0.07402707636
89,0.1147604436,0.05096625537,0.05828115344,0.03521731496,0.7484047413,0.2028991133,0.07627543062
90,0.1131980568,0.05048919842,0.05665702,0.03526390716,0.7497338653,0.138254568,0.077659145
91,0.1134348586,0.05048276111,0.05708555505,0.03565987572,0.750860393,0.1164005175,0.07863923162
92,0.1147480682,0.0541918613,0.0574670136,0.03607952595,0.752574265,0.1126998737,0.07969998568
93,0.1161301509,0.05820620805,0.05830932781,0.0366467163,0.7545479536,0.1054016724,0.08069889992
94,0.1199367642,0.0600791648,0.06235709786,0.03726537898,0.7567408681,0.1180342063,0.0819927752
95,0.1211529598,0.06170150265,0.06320725381,0.0380025804,0.7583049536,0.08851646632,0.08245752752
96,0.122119315,0.06251998246,0.06279206276,0.03703472763,0.7596768141,0.07384812832,0.08246842027
97,0.122471422,0.05804137886,0.06257873029,0.03656664491,0.7610109448,0.0642221421,0.08216079324
98,0.1224094033,0.05277287215,0.06096053123,0.03702704608,0.762372613,0.05309609696,0.08141166717
99,0.1217920631,0.04983788356,0.05998303741,0.03732608259,0.7640097737,0.04924852028,0.08057222515
100,0.1218737736,0.05059743673,0.05920819938,0.03842245787,0.7660128474,0.04845838249,0.0798516646
101,0.1229678541,0.052177798,0.05980051309,0.04080524296,0.7681550384,0.05005480722,0.07931007445
102,0.1234877557,0.05240632966,0.05966738239,0.03757650405,0.7707826495,0.05064343289,0.07902017981
103,0.124017477,0.05640460923,0.06030150875,0.03665171564,0.7737260461,0.05267412961,0.0789797157
104,0.1266308427,0.06089938805,0.06186700612,0.03675822914,0.7769368291,0.0685633719,0.0796398297
105,0.126911968,0.05912050232,0.06285916269,0.03694518283,0.7798737288,0.07431651652,0.08031748235
106,0.1254156828,0.05613542348,0.06131961197,0.03723896295,0.7824864984,0.06331029534,0.08050774038
107,0.1246822774,0.05683843419,0.06005318835,0.0379242003,0.7845908403,0.06809711456,0.08064221591
108,0.124606885,0.05920537189,0.0592036806,0.03897753358,0.7867097259,0.07343931496,0.08093360811
109,0.1271998584,0.0637524128,0.06177594513,0.04007419944,0.7886933684,0.105489172,0.08189370483
110,0.1311435699,0.06638364494,0.06398107111,0.04116593674,0.7901533842,0.2170353234,0.08430113643
111,0.1330477595,0.0715931356,0.06620396674,0.04222051799,0.7922219634,0.2799004018,0.08756567538
112,0.1319886148,0.07128929347,0.06452490389,0.04335445538,0.7939531207,0.1936266273,0.08979403228
