window_index,DLinear,PatchTST,iTransformer,TimesNet,ZeroPred,Persistence,HAR_EWM
37,0.2599740922,0.2855755389,0.2885186374,0.2790736258,0.2628171146,0.2661656439,0.3078704476
38,0.2670360208,0.2706144452,0.2801498175,0.2766262591,0.2637627423,0.4371959865,0.301823765
39,0.279727906,0.2684538066,0.2857492268,0.2833137214,0.2714235485,0.2815700471,0.3048114479
40,0.2748557627,0.3006726205,0.2677203119,0.2830287516,0.268433094,0.427552253,0.3065849543
41,0.2699180245,0.2836254537,0.2959009111,0.2909990251,0.2688353062,0.2830030024,0.3080417216
42,0.2651926279,0.2828083932,0.2970890403,0.2903704941,0.269548595,0.3005490601,0.3015574813
43,0.2719558775,0.2544946373,0.3004188538,0.2941232026,0.2733164728,0.272778362,0.3061185479
44,0.279537499,0.2979729474,0.2859505713,0.2933603227,0.2737163603,0.2746263742,0.3030309677
45,0.2815718055,0.2864340246,0.2852287292,0.2954852283,0.2737824619,0.3261408508,0.2993223965
46,0.2773254216,0.2840162814,0.2854973376,0.2922739685,0.2735572159,0.3044371605,0.3007665575
47,0.2726371288,0.3001674116,0.2951259911,0.2995574772,0.2747333646,0.2849284112,0.3003840446
48,0.2805783451,0.3255192041,0.3099211156,0.3080687225,0.2903915644,0.3304446042,0.3124243915
49,0.3255129755,0.373056978,0.3724747598,0.3637400568,0.3339156806,0.5410529375,0.370213896
50,0.3366383016,0.3643571138,0.350459069,0.3645909727,0.3390991986,0.5152412057,0.362912178
51,0.3975656033,0.403614521,0.4234984815,0.4247088134,0.4050528109,0.5378177166,0.4226227999
52,0.4398513734,0.4599870145,0.466514498,0.4580994844,0.4511083663,0.5657269955,0.4559327662
53,0.44938007,0.4638424218,0.463590771,0.4595375359,0.4510586262,0.4592918456,0.4546349943
54,0.4282077849,0.4501639307,0.4447043836,0.4535926878,0.4375686347,1.046451688,0.4486289918
55,0.4393780231,0.4718338549,0.4583536685,0.4515987337,0.4453680813,0.7872806191,0.453810215
56,0.4358151257,0.427231878,0.4510219395,0.4566456378,0.4445825517,0.5069748759,0.4561928511
57,0.4460348189,0.45633021,0.4516927302,0.4571608007,0.4438908994,0.4872295856,0.4529559314
58,0.4278374612,0.4459565878,0.4315401018,0.4380960464,0.4341870844,1.421003461,0.4325560033
59,0.4128672183,0.4119102061,0.4324395955,0.4276004732,0.4282240868,1.262704492,0.4217924178
60,0.4186700881,0.4426068366,0.4388293028,0.4382947981,0.4309546053,0.647888422,0.4276809692
61,0.4199045002,0.4122515023,0.4271689355,0.4368976653,0.430523634,0.4511011541,0.4275631607
62,0.4177892208,0.4052911997,0.4350120127,0.4253091812,0.4230938852,0.7302193642,0.4234871864
63,0.4199028313,0.418125242,0.4331274927,0.4268036187,0.4251867235,0.4294781685,0.4262777269
64,0.4159516394,0.3942121565,0.4290877879,0.4304434359,0.4264633358,0.450322777,0.4274331033
65,0.41701594,0.4013184011,0.4332215488,0.4263629019,0.4265359342,0.4345908165,0.4271758497
66,0.426463753,0.4167057574,0.4264396727,0.4282648563,0.4286140203,0.4849453866,0.4266988337
67,0.4383011162,0.448264122,0.4470087588,0.4452273548,0.4459433854,0.50545156,0.4403195381
68,0.4612655342,0.4571466744,0.4437457323,0.4536567628,0.4568080008,0.4580226243,0.449069649
69,0.465267092,0.4654804468,0.4452600181,0.462688297,0.4640327394,0.4770229757,0.4579308927
70,0.4586130381,0.4623328745,0.4474473298,0.4599758685,0.4632658958,0.534507215,0.4589574337
71,0.4523916245,0.4611116946,0.4652786553,0.4628008902,0.4644464552,0.4725441039,0.4592513144
72,0.4690595567,0.4775761366,0.4586658478,0.4650720656,0.4675116241,0.4711425602,0.4615591764
73,0.4655424356,0.4869562685,0.4728350639,0.4788339436,0.4798738062,0.552729547,0.475649029
74,0.4627308846,0.4575399458,0.4596333504,0.4801286459,0.4792648852,0.5518032908,0.4748785198
75,0.4765945971,0.4837855995,0.4920840263,0.4879332483,0.4856359065,0.5431781411,0.4803073406
76,0.4108712971,0.4558507502,0.4275175631,0.4250109494,0.4103919566,3.892900467,0.4159522057
77,0.4435925186,0.4415620267,0.4391944408,0.4342490435,0.4288234711,0.4992224872,0.4276100099
78,0.4696083069,0.4559040964,0.4432933033,0.4552575052,0.457900852,0.4945272505,0.450530529
79,0.4613782465,0.4278430939,0.4375076294,0.4389683306,0.4512033165,1.249458551,0.43948856
80,0.4079278708,0.3649914265,0.3923374712,0.3878257275,0.4099816978,3.11581707,0.4010477066
81,0.4225409925,0.4326852262,0.4100656509,0.4030092657,0.4178293943,0.5260517597,0.4082002342
82,0.4189732075,0.4281691313,0.3923945129,0.3998199701,0.4146282375,0.5079820752,0.4036558568
83,0.4185997546,0.4037178457,0.4096480906,0.3871578276,0.4045160115,1.2076689,0.3967612684
84,0.4145328999,0.4327152669,0.3730580807,0.3888087273,0.4044016302,0.4577484131,0.3976015151
85,0.4116996527,0.4183312356,0.3807184994,0.3897547424,0.4082558155,0.6036317945,0.4029961824
86,0.3915780485,0.4081181288,0.3806116581,0.3840548992,0.4034377038,0.799580276,0.4022037983
87,0.37980178,0.3978844881,0.3986138403,0.3802057207,0.3990966976,0.6032864451,0.3936087191
88,0.3930646479,0.388805151,0.3852519989,0.3813521862,0.4018614292,0.392636627,0.3959775865
89,0.4028398693,0.4178381264,0.3705838621,0.3838087022,0.401275605,0.4808316231,0.3966867924
90,0.4000402391,0.3593770564,0.3963260949,0.3792040348,0.4002309144,0.3958868086,0.3941879272
91,0.4605696499,0.4487217963,0.4387087524,0.4340572357,0.4495571554,0.7304986119,0.4472083747
92,0.4517941773,0.472281605,0.4415446222,0.4376045167,0.4490959644,0.4374164641,0.4460179806
93,0.4754349291,0.4466020167,0.4532383978,0.4476616383,0.4662257731,0.6019521952,0.4643903673
94,0.479378134,0.4524742067,0.4581495821,0.4495432079,0.4676407576,0.5130810738,0.4666521549
95,0.6571497321,0.6360855699,0.6251393557,0.6206532121,0.6434811354,0.604929626,0.6393553615
96,0.7771632075,0.7643458247,0.7230351567,0.7281344533,0.7555312514,1.126045585,0.7400818467
97,0.7454951406,0.7302744985,0.6992411017,0.6944761872,0.7279913425,3.848813295,0.7328451276
98,0.7603462338,0.7314226031,0.6955189705,0.695587337,0.7363603711,0.7917068601,0.7301014066
99,0.7043034434,0.7233864665,0.6314022541,0.6281110048,0.6683688164,3.062072515,0.6410471797
100,0.6523142457,0.6344968677,0.5963370204,0.5865898728,0.6285639405,2.303520203,0.5966424942
101,0.6388632655,0.6439428329,0.595830977,0.5979889631,0.6288709641,0.6188479066,0.5980406404
102,0.6472139359,0.6515662074,0.6015204191,0.6115860343,0.6491977572,0.61189574,0.61455971
103,0.6421793103,0.6517824531,0.6068060994,0.592426002,0.6364598274,1.708966374,0.6070945263
104,0.6418204904,0.6411347985,0.6100358367,0.5946746469,0.6374399066,0.7598707676,0.6091187
105,0.6446514726,0.6638358235,0.6073452234,0.5947496295,0.6376534104,0.6659899354,0.6100888848
106,0.647772193,0.6193430424,0.5913372636,0.5841062665,0.6308455467,0.7426965833,0.5986842513
107,0.6539193392,0.6429355741,0.6136091352,0.6034718156,0.6442344189,0.7925486565,0.614063561
108,0.6383171678,0.626327157,0.6137595773,0.5983854532,0.6357086301,1.323552132,0.608540833
109,0.6539788246,0.6634417176,0.6018998027,0.6039418578,0.6412379742,0.5954697728,0.6121848226
110,0.6502361894,0.700963676,0.6197168827,0.6143403649,0.6470760703,0.6759993434,0.6206523776
111,0.6513912678,0.6420782208,0.6184955239,0.6187471747,0.6499144435,0.8994974494,0.6246275306
112,0.6667001843,0.6758611798,0.6305231452,0.6299415231,0.6572697163,0.6244975924,0.6325111389
113,0.6697644591,0.6662188768,0.6403787732,0.6332800984,0.6606767774,0.7013111115,0.638071537
114,0.6605250835,0.6814795136,0.634683907,0.6375196576,0.6613720059,0.6464755535,0.6363338828
115,0.6419160962,0.6540908813,0.6190155149,0.623842895,0.6474716067,1.184285164,0.6223772168
116,0.67746979,0.6435493827,0.6093431711,0.6142801642,0.6415069103,0.9449960589,0.6198766828
117,0.6402391791,0.6682152748,0.6271535158,0.6354846954,0.6473767161,1.171426415,0.6283473969
118,0.6499595642,0.6692357063,0.650965929,0.6441395879,0.657899797,0.8325412869,0.636318028
119,0.6598961949,0.6729838848,0.6479612589,0.6529771686,0.6655864716,0.651597321,0.6466636062
120,0.6903309822,0.6577778459,0.6674907804,0.6730225682,0.6883204579,0.7273449898,0.6654329896
121,0.7186951637,0.7181738019,0.7206963897,0.7154234052,0.7249990106,1.601648927,0.7083994746
122,0.7197791934,0.7331261039,0.706885159,0.7132065892,0.7255013585,0.7789671421,0.7088546753
123,0.7182751298,0.724486053,0.7123938203,0.7120471597,0.7217740417,0.9374577403,0.7031194568
124,0.711910069,0.6960209012,0.6964772344,0.7153125405,0.7216704488,0.7053630948,0.7033154964
125,0.7086997032,0.7350317836,0.7000336647,0.7031051517,0.7086294293,1.408300757,0.6944922805
126,0.6871271133,0.676366806,0.671415031,0.6783739924,0.6794967651,1.860217929,0.6719881892
127,0.6936658025,0.6997724175,0.6698301435,0.6723651886,0.676369369,0.8708593249,0.6710143089
128,0.6728973389,0.67816782,0.6642599702,0.668407917,0.671752274,0.8420993686,0.6698148847
129,0.6839436889,0.6808924675,0.6662313342,0.6666154861,0.6710701585,1.418609262,0.665707767
130,0.6772155762,0.7061350346,0.6715836525,0.6688427925,0.6711996198,0.6893448234,0.6688580513
131,0.6832642555,0.7098863721,0.6651329994,0.67371279,0.6768350005,0.85112077,0.6681405902
132,0.6878685951,0.6661186814,0.6753077507,0.6682457924,0.6791613698,0.7146473527,0.6678826213
133,0.7088747025,0.7345170379,0.6878535748,0.6841645837,0.6907373071,0.8932278156,0.6876859665
134,0.7063320279,0.7028424144,0.6945659518,0.6855056286,0.6906955242,0.7111938,0.6869668961
135,0.6921665072,0.6849549413,0.687790215,0.6800756454,0.6874325871,0.9264708161,0.6802039146
136,0.6952579618,0.6773650646,0.6761944294,0.6796128154,0.6912007332,0.7581352592,0.6833909154
137,0.7017126083,0.705955565,0.7004929185,0.687158823,0.6916160583,0.6966996789,0.6841802001
138,0.733130157,0.744056046,0.7224431634,0.7203591466,0.7311559319,0.7867868543,0.7167949677
139,0.7509726882,0.806107223,0.7589318156,0.7388563156,0.7491641045,3.913620949,0.7307286263
140,0.7806351781,0.7657193542,0.7589979172,0.7690491676,0.7745417953,0.7767739296,0.7590718269
141,0.7645863891,0.7590224743,0.7452548146,0.7494659424,0.760509491,1.346568108,0.7414173484
142,0.7779231071,0.7441902757,0.7522802949,0.7571077943,0.7637761235,0.7626435161,0.7465205193
143,0.6322625279,0.6196393371,0.5988548398,0.5958380103,0.5998473763,8.715684891,0.6053031087
144,0.5143604279,0.5322871208,0.5270842314,0.5186911225,0.5072568059,6.73738718,0.5668456554
145,0.4945468009,0.5234263539,0.5126997828,0.5149621367,0.4993807971,1.468844056,0.5719698071
146,0.4978075922,0.5251998305,0.5226606727,0.5150271654,0.4869584143,1.420529246,0.5862714648
147,0.4815833867,0.5263949037,0.5149374604,0.5110185146,0.4862325191,0.5085687041,0.5757881999
148,0.4888347685,0.4881849587,0.5116116405,0.5055528879,0.4781629741,0.8267490268,0.5473946333
149,0.4750077724,0.4941107035,0.5131633878,0.4987307787,0.4809316695,0.4911108911,0.5401374698
150,0.482421726,0.4963444173,0.4975400865,0.4858856499,0.4627658427,1.520492196,0.5398426056
151,0.5079683661,0.5512151122,0.5387358069,0.534095645,0.4997909367,0.5438935757,0.5792198181
152,0.51004076,0.5368656516,0.5355735421,0.5301392078,0.4999331534,0.6130532622,0.5801313519
153,0.5151412487,0.5985737443,0.5414021015,0.5376851559,0.5006805062,0.5282458663,0.5821374059
154,0.5225945115,0.5223659277,0.5336577892,0.5433035493,0.4998454154,0.6412168145,0.5878453851
155,0.5042924285,0.5250243545,0.5247506499,0.5202165246,0.4853111804,1.451656342,0.5395359993
156,0.4906265736,0.5517502427,0.5309801698,0.528634131,0.4910191,0.4886210859,0.5460370779
157,0.5086635947,0.5305061936,0.5219167471,0.5199156404,0.4865297973,0.8382489085,0.548630178
158,0.4837669432,0.5299693346,0.5233423114,0.5159806013,0.4930134714,0.7445526123,0.5352582932
159,0.5077959895,0.5553737283,0.5073783994,0.5146756172,0.4890760481,0.7620971203,0.5371391773
160,0.487203598,0.4870414436,0.5125917792,0.4994125664,0.4803524911,0.9002768993,0.5148612857
161,0.4877950251,0.5109350085,0.5076233149,0.4956891537,0.4809644222,0.6449613571,0.5043926835
162,0.4855062068,0.4592062533,0.51194489,0.4935697019,0.477807194,0.6585737467,0.5053866506
163,0.4949661195,0.4994567335,0.4991204441,0.4925163984,0.4768249989,0.6629123092,0.4987080097
164,0.4966509044,0.4836073816,0.4894277155,0.4858000576,0.4741581976,0.7138311267,0.487095952
165,0.4764736593,0.465867877,0.4631898105,0.4653666019,0.4610546529,1.124901772,0.4659022391
166,0.4544935226,0.4640150964,0.4628481567,0.4628512859,0.4497665465,1.034852147,0.4622682631
167,0.4510627091,0.4974445403,0.4568407536,0.4534260035,0.4432932436,0.8975569606,0.4476742744
168,0.4257094562,0.4436830282,0.4309862554,0.4310115874,0.4218105376,1.674720168,0.4343267977
169,0.374745816,0.4186150134,0.3878498971,0.3782555759,0.3728662729,2.879776239,0.3730254173
170,0.3725121021,0.3888424933,0.3873308003,0.3834199011,0.3742965162,0.4041236937,0.3763886988
171,0.3780349195,0.3681928217,0.3859352767,0.3869794309,0.3721857071,0.5982410312,0.3786598146
172,0.3837025166,0.3818942606,0.3829263747,0.3832847178,0.3730102479,0.372988075,0.3783996105
173,0.3636425734,0.3700937331,0.3793658316,0.3698511124,0.3667282164,0.6934933066,0.3683677614
174,0.3625936806,0.3865142167,0.3926150501,0.3780082166,0.3715223074,0.3821897507,0.3749864101
175,0.3658407629,0.3807046413,0.3740632534,0.3800284863,0.3684779108,0.5145230889,0.3743284643
176,0.3683526814,0.3759804666,0.3923355341,0.3826558888,0.3701079786,0.4060370028,0.3759857714
177,0.3523809612,0.3809129298,0.3612236083,0.3661486208,0.3581698239,0.9676632881,0.359004885
178,0.3598330915,0.3765802681,0.3600207269,0.357938379,0.3570559323,0.4309290946,0.3567049205
179,0.3503652811,0.3509930074,0.3569965363,0.3626783788,0.3493665755,0.7144877315,0.3518446684
180,0.3706010282,0.3976891935,0.3910279274,0.3838412762,0.3692204952,0.5046012998,0.3767668307
181,0.3628364503,0.3605767787,0.3681071699,0.3662768602,0.3563159704,1.218604684,0.3571530879
182,0.372736305,0.3447481692,0.37830773,0.3771048486,0.3690935373,0.3788355291,0.3682859838
183,0.4256739318,0.4257740974,0.4218329191,0.4183564484,0.4196373522,0.4178478718,0.4163074493
184,0.4159966409,0.4229057133,0.436524868,0.4275404513,0.4171573818,0.6875267029,0.4158862531
185,0.4062837064,0.4016745985,0.4136649668,0.4236353636,0.416954875,0.4491176307,0.4154346883
186,0.3796606958,0.3740051687,0.394503355,0.3897272646,0.3771768808,2.258135796,0.3827113211
187,0.3143033683,0.3513430059,0.332958132,0.3378362656,0.3070749938,3.829358339,0.3346883357
188,0.3196108043,0.3357594013,0.348051697,0.3377673626,0.3097246885,1.460273385,0.3268897235
189,0.3069083691,0.3490698338,0.3397805691,0.3402543366,0.3053208292,0.5553292632,0.3273041546
190,0.3134114742,0.3372654021,0.3360092342,0.3294023275,0.3016329408,0.5155158639,0.3156982362
191,0.2898252904,0.3613727093,0.3075706959,0.3130433261,0.2919599712,0.9014032483,0.2993706763
192,0.2611265481,0.2562743723,0.276327163,0.27353701,0.2620058954,2.044142008,0.2615945637
193,0.2499506027,0.2680709064,0.2721578181,0.2697894275,0.251437068,0.8062540889,0.2539613247
194,0.2523184121,0.2577933967,0.2607144117,0.2623539865,0.2506764829,0.5241214633,0.2503876388
195,0.2442498207,0.2446490526,0.257825762,0.2581076026,0.2511587441,0.260232091,0.2504536808
196,0.2533729374,0.2752498388,0.2579382062,0.2585331798,0.2526966035,0.2548271418,0.2522963285
197,0.2542180717,0.2908436358,0.2583936155,0.2551141977,0.2497121245,0.3882639706,0.2504045963
198,0.2452941984,0.2474915534,0.2454394847,0.2535545528,0.2485262156,0.3578681946,0.249994114
199,0.2196796387,0.2132531852,0.2068512589,0.2131818086,0.2099978477,2.165796995,0.2093269378
200,0.2381247878,0.2554560304,0.2546628714,0.2508721352,0.2399093658,0.3238906562,0.2400296479
201,0.2426425964,0.2507928312,0.242134735,0.2442922145,0.2397083789,0.2950233817,0.2395030111
202,0.2346042395,0.257224232,0.2547031343,0.2473339289,0.2440785915,0.3030264676,0.2440187484
203,0.2414242178,0.2757320106,0.2499355227,0.2571470439,0.2555378973,0.5903567672,0.2553011477
204,0.2442531586,0.2715706527,0.2499329001,0.2529325783,0.2518759668,0.5624547601,0.2515153587
205,0.2670428455,0.2790769339,0.2659928203,0.2659941018,0.2661823928,0.3153927326,0.2651197612
206,0.2987058461,0.2976857126,0.3054306805,0.2866257727,0.2900958359,0.796108067,0.2872836888
207,0.2928483784,0.3168741763,0.2950450182,0.2915175259,0.289319247,0.3159300685,0.286850363
208,0.2991325259,0.284687072,0.2945334613,0.2854721248,0.2888244092,0.3461998999,0.2861134112
209,0.2915196121,0.3279003203,0.2772759497,0.2879120409,0.2860860229,0.4383639395,0.2833200395
210,0.2988063395,0.2917895615,0.2914069593,0.2846575975,0.2864490747,0.2899312079,0.2835430205
211,0.2976208031,0.2993457615,0.2875775695,0.2883442044,0.2877525389,0.4784890115,0.2852625251
212,0.2899976969,0.3058452308,0.2819770575,0.2849439979,0.2859216332,0.3649902344,0.2840735018
213,0.2909431756,0.3032280505,0.2986523211,0.294950366,0.2936995924,0.3003261387,0.2928104401
214,0.3003928363,0.3355824947,0.2906585932,0.2977046371,0.2963867486,0.3575804234,0.2945261002
215,0.3032621145,0.2956496477,0.3005987406,0.2917365134,0.2941017449,0.3842489719,0.2925984859
216,0.3496651649,0.3223998845,0.3292315602,0.3304910958,0.3301462531,0.5114129186,0.3267847598
217,0.3476849496,0.3266465962,0.3359230459,0.3310725987,0.3324076235,0.4139413834,0.3279171288
218,0.3348208368,0.3144926131,0.3520768881,0.3230679333,0.3302297294,0.4900623858,0.3257605135
219,0.3410612643,0.3465888798,0.3385864794,0.3226586878,0.3310059905,0.5181778669,0.3276730478
220,0.3324359655,0.3482013941,0.3314085901,0.3268054128,0.3313601911,0.3395735025,0.3274840117
221,0.3472490311,0.3269691169,0.3295256197,0.3243434727,0.3318504691,0.3413238227,0.3283266723
222,0.3292703629,0.3358967602,0.3144378364,0.3169704378,0.3280857205,0.6612712741,0.3257965147
223,0.3399371803,0.3280403316,0.3116645515,0.3229111433,0.330206424,0.3313411772,0.3281738162
224,0.333458811,0.352452755,0.3215994835,0.3255633116,0.3301688731,0.397135973,0.327498287
225,0.3387593329,0.3248277605,0.331831336,0.3270051181,0.3300615847,0.3251764476,0.3273187578
226,0.3348904848,0.3452545702,0.3286393583,0.3310877085,0.3359634876,0.3296715021,0.3325862288
227,0.3633445203,0.3838228285,0.3520396054,0.3522900641,0.356790632,0.3809577525,0.3546399772
228,0.3258416355,0.332347542,0.3383570015,0.3282599449,0.3352653086,1.591772676,0.336830616
229,0.3344531357,0.365250349,0.3220544159,0.3324048817,0.3374456167,0.4967887104,0.3368204534
230,0.3235985935,0.3148904741,0.3178204596,0.3204907477,0.3249094784,0.8713791966,0.3231510818
231,0.2786173522,0.2838238776,0.284260869,0.2782691717,0.2785251439,2.643849134,0.2803029716
232,0.2880765796,0.2837642729,0.2810125649,0.2887989879,0.2879830897,0.5271118283,0.2856425941
233,0.2904277444,0.2887939215,0.2927360237,0.2878925502,0.2912924588,0.3109882474,0.2895690501
234,0.295340389,0.2781750858,0.2855417132,0.2913013399,0.2923513353,0.2928725779,0.2903247774
235,0.2945761383,0.2965317965,0.2824957669,0.2897835076,0.292203933,0.3647154868,0.289324075
236,0.2874213159,0.2956480086,0.2746386528,0.2834338844,0.2846339643,1.764467835,0.2834868431
237,0.2832593918,0.288913399,0.283842802,0.2856149375,0.2883082032,0.2842899561,0.286875248
238,0.3026170433,0.2734355628,0.2808659077,0.2845878303,0.2872359455,0.3167438805,0.2852500379
239,0.3050243556,0.285351783,0.2932009101,0.2913320959,0.2934230864,0.5111361742,0.292740792
240,0.2914550006,0.2921406031,0.2842455208,0.2885535657,0.2876884043,0.5218231678,0.2860965431
241,0.305328995,0.326838702,0.3151192963,0.3081845045,0.3097935021,0.3744355738,0.3091196716
242,0.3128213584,0.3049659431,0.3078096211,0.3043445349,0.3061474562,0.5051061511,0.3059681654
243,0.32103917,0.3170373738,0.3134060502,0.3170236051,0.3183189929,0.3476140797,0.3194719255
244,0.3241598904,0.3293702602,0.3062661588,0.3147244155,0.3167638183,0.3929572403,0.3171425164
245,0.3317898214,0.3382441103,0.3354876041,0.3247927129,0.3258864582,0.3296055794,0.3266576827
246,0.3313395977,0.3400332928,0.32750687,0.3279805779,0.3296699524,0.4015507996,0.3316605389
247,0.3313300312,0.3499623835,0.3371823132,0.3291821182,0.3296301365,0.3304421008,0.331279397
248,0.3491850793,0.3581674993,0.3317549229,0.3421801031,0.3354109228,1.934792638,0.3362994492
249,0.3520861864,0.3496865332,0.3493852615,0.3487881124,0.3416861594,0.3654825687,0.3421951234
250,0.3483323157,0.3565653861,0.357301116,0.3583756685,0.3485299051,0.6476330161,0.3503301442
251,0.3502369225,0.36156407,0.3500617445,0.3526444435,0.3449611664,1.189098477,0.3445626199
252,0.3499781191,0.3758642673,0.3506425917,0.3528414071,0.3454384804,0.4336820543,0.3451278508
253,0.337659359,0.3404738605,0.3286193609,0.3300495148,0.3307712972,1.084021926,0.332028836
254,0.3053680062,0.3070563674,0.2977888286,0.2995503545,0.2962533236,2.115853548,0.3065997362
255,0.2997746468,0.3030411005,0.297747165,0.3008010685,0.2993126512,0.3035081923,0.3094312251
256,0.3935167491,0.3865018785,0.3976018131,0.3907274008,0.3877462447,0.4174510241,0.4046646059
257,0.3961113393,0.411973834,0.3934682608,0.3971887529,0.3950723112,0.5012235045,0.4124090672
258,0.4447138309,0.4373363554,0.4418765008,0.4420167506,0.4389499128,0.5146693587,0.4628195465
259,0.4329493046,0.4261061847,0.4498324394,0.4363583028,0.4345264435,0.5572093129,0.4516123533
260,0.4352400601,0.4460680783,0.4422054291,0.4432953894,0.4395786822,0.4356018305,0.4531775415
261,0.4225669205,0.4564139545,0.4455386102,0.4424494207,0.4363681972,0.7135760188,0.4445878565
262,0.4617666304,0.4521663189,0.4666860104,0.4625516832,0.4558087289,0.683693707,0.4653683901
263,0.452057749,0.4808654785,0.4636528194,0.4667610824,0.4577664435,0.4776720107,0.4684250653
264,0.4174353182,0.440225929,0.4297966063,0.4279074669,0.4189787805,2.701268911,0.447503835
265,0.4723250866,0.5074859262,0.4878025949,0.4910840094,0.4747005701,0.7009382844,0.5015258193
266,0.4947057962,0.5138975978,0.4770386219,0.5009452701,0.4851733148,0.4968623817,0.5088916421
267,0.5291561484,0.5203670859,0.5258307457,0.5323348641,0.5245381594,0.6653256416,0.5371157527
268,0.5217273831,0.5523777008,0.5348395705,0.5298365355,0.5236334205,0.5995070338,0.5385513306
269,0.5220866799,0.5292688012,0.5288386345,0.5247302651,0.5235008597,0.5382587314,0.5356339812
270,0.5270368457,0.5458653569,0.532132566,0.5330875516,0.5275867581,0.6038948894,0.5399178863
271,0.5423348546,0.5495412946,0.5349211097,0.534136951,0.5315604806,0.6119971871,0.5420655012
272,0.5529960394,0.5595977306,0.5484204888,0.5485649109,0.5484907031,0.6577554345,0.5532175899
273,0.5531011224,0.5613514781,0.5619795918,0.5516315103,0.5500637889,0.5502377152,0.5552825928
274,0.5383465886,0.5644606948,0.5581709743,0.5468097925,0.5440337658,0.8602209091,0.5531914234
275,0.5295277238,0.5239366889,0.5402057767,0.5289068818,0.5316963196,1.563446403,0.5327124
276,0.5550374389,0.5502768159,0.5482804775,0.5430808663,0.5528834462,0.5849278569,0.5525752902
