window_index,best_model,best_loss,second_model,second_loss,margin_vs_second,best_single_model,best_single_loss,oracle_gain_vs_best_single
0,DLinear,0.8161942362785339,Persistence,0.8255096077919006,0.0093153715133667,ZeroPred,0.8504984974861145,0.034304261207580566
1,Persistence,0.8279183506965637,HAR_EWM,0.8279183506965637,0.0,ZeroPred,0.8539128303527832,0.025994479656219482
2,HAR_EWM,0.8335569500923157,DLinear,0.8347392082214355,0.001182258129119873,ZeroPred,0.8579511046409607,0.02439415454864502
3,DLinear,0.8312004208564758,HAR_EWM,0.8338456153869629,0.0026451945304870605,ZeroPred,0.8553938865661621,0.02419346570968628
4,HAR_EWM,0.8139873147010803,PatchTST,0.8254770636558533,0.01148974895477295,ZeroPred,0.8394650816917419,0.02547776699066162
5,PatchTST,0.7204330563545227,HAR_EWM,0.7609784603118896,0.04054540395736694,ZeroPred,0.7867903709411621,0.0663573145866394
6,HAR_EWM,0.7450690865516663,DLinear,0.7641506195068359,0.019081532955169678,ZeroPred,0.7733271718025208,0.028258085250854492
7,DLinear,0.753294050693512,HAR_EWM,0.7536312937736511,0.00033724308013916016,ZeroPred,0.7784549593925476,0.025160908699035645
8,HAR_EWM,0.7405902743339539,DLinear,0.7471824288368225,0.006592154502868652,ZeroPred,0.7679536938667297,0.02736341953277588
9,DLinear,0.7413230538368225,HAR_EWM,0.742626428604126,0.0013033747673034668,ZeroPred,0.7686499953269958,0.02732694149017334
10,Persistence,0.7595372200012207,HAR_EWM,0.7643406987190247,0.004803478717803955,ZeroPred,0.7864620685577393,0.026924848556518555
11,HAR_EWM,0.7800633311271667,DLinear,0.7824100852012634,0.0023467540740966797,ZeroPred,0.7986056208610535,0.01854228973388672
12,Persistence,0.78188157081604,HAR_EWM,0.7841467261314392,0.00226515531539917,ZeroPred,0.8042283058166504,0.02234673500061035
13,PatchTST,0.7535790801048279,HAR_EWM,0.7707532048225403,0.017174124717712402,ZeroPred,0.7879646420478821,0.0343855619430542
14,HAR_EWM,0.7666297554969788,ZeroPred,0.7877640724182129,0.02113431692123413,ZeroPred,0.7877640724182129,0.02113431692123413
15,HAR_EWM,0.7673735618591309,DLinear,0.7695056796073914,0.002132117748260498,ZeroPred,0.7877487540245056,0.020375192165374756
16,PatchTST,0.7382428050041199,HAR_EWM,0.7604885101318359,0.022245705127716064,ZeroPred,0.7827739715576172,0.044531166553497314
17,HAR_EWM,0.7582971453666687,DLinear,0.7639904022216797,0.005693256855010986,ZeroPred,0.7805659770965576,0.022268831729888916
18,HAR_EWM,0.6910611987113953,PatchTST,0.6933832168579102,0.0023220181465148926,ZeroPred,0.7075349688529968,0.016473770141601562
19,iTransformer,0.6807622909545898,DLinear,0.6913860440254211,0.010623753070831299,ZeroPred,0.705611526966095,0.024849236011505127
