window_index,ClassPrior,Centroid,DiagGaussian,LinearSoftmax
0,0.9426213785,1.131092413,14.93649336,0.9126027374
1,0.9668586724,1.1243356,15.22957771,0.9010712256
2,0.9200970509,1.138135542,15.41439622,0.852196641
3,1.047328405,1.115598688,15.48139006,1.041366349
4,0.9429156474,1.136760294,15.24396917,1.057670737
5,1.00376013,1.129398437,11.81967801,1.086818065
6,0.9688941948,1.129854472,14.87528835,1.040745524
7,0.925188411,1.135680209,14.79427161,0.9000118338
8,0.9266546473,1.137016534,18.46005386,0.9542231586
9,0.9165952922,1.13363356,14.25483774,0.8530633766
10,1.204704429,1.174240479,7.998187827,1.362975316
11,0.9324245149,1.019888555,5.56107588,0.7918267719
12,0.9583889186,1.027853661,4.214441435,0.8907515356
13,0.9910484274,1.038740051,4.159166099,0.952135101
14,0.9465407711,1.029610131,5.596581984,0.8354504078
15,1.092253695,1.081573956,3.876888088,1.047333345
16,1.010379409,1.053040005,6.113935936,0.9619987564
17,1.072196667,1.073274491,5.281849941,1.064238687
18,1.036097083,1.06131003,4.732985527,0.9639186057
19,1.052618956,1.064496289,4.889224461,0.9871281324
20,1.03217769,1.058104835,5.337544017,0.9336925171
21,1.062184851,1.070453325,4.701693302,1.010046438
22,1.123323603,1.094560322,4.709737394,1.1702337
23,1.040030619,1.063475659,4.649432679,1.071649132
24,0.9757126647,1.037878763,6.337004816,0.898640624
25,1.139584603,1.09984887,3.917298326,1.058998292
26,1.212078041,1.128378896,4.772457796,1.202850232
27,1.083798085,1.07783092,4.755736202,1.117993414
28,1.1339381,1.100853849,4.903064926,1.138382951
29,1.230298738,1.142718741,2.745730775,1.282510628
30,1.280021119,1.166141787,4.410891311,1.320669285
31,1.255399587,1.154853414,5.008822655,1.373084987
32,1.109700806,1.089437485,4.140642039,1.168254669
33,1.14486101,1.101922386,5.630679412,1.080162946
34,1.249643863,1.143011646,4.073697381,1.347217976
35,1.120685399,1.094850962,4.673035169,1.211299765
36,1.248163483,1.143538063,4.054178359,1.257058501
37,1.075067458,1.079912922,5.738993005,1.043498355
38,1.24449082,1.134191372,3.660542445,1.232966501
39,1.301805257,1.164502963,3.075212018,1.440548011
40,1.143162187,1.097565347,4.438896771,1.122664717
41,1.411186009,1.205611535,1.923629364,1.363992525
42,1.092267839,1.082253548,4.809060802,1.117308924
43,1.009283267,1.051687413,6.349122236,1.019848302
44,1.152035432,1.102997185,5.351382218,1.078093504
45,1.15118602,1.100712197,6.219957853,1.155854655
46,0.9406616822,1.041542666,6.913092688,0.8754684913
47,1.013757802,1.066208803,7.203665083,1.017050076
48,0.9956463275,1.06328954,6.758324185,0.9898981706
49,0.9226118897,1.039169074,6.396381868,0.8501746835
50,0.9846617349,1.055859835,6.218322088,0.9252078443
51,1.08342799,1.079481644,4.662262062,1.028118471
52,1.019110036,1.059114006,3.939704068,0.9930705274
53,1.260566773,1.130827588,2.934994158,1.213949513
54,1.14658812,1.099357677,4.448285433,1.150580366
55,1.016087594,1.062672605,4.941305254,0.9607241146
56,1.390806426,1.1665906,2.265580804,1.143991806
57,1.222939269,1.114557677,5.754254579,1.097810198
58,1.251665242,1.1276176,4.036024437,1.140028864
59,1.153084034,1.100017856,5.36919467,1.072315096
60,0.966132626,1.055085726,7.227283693,0.9396749887
61,1.180467135,1.105959752,4.792010623,1.211130386
62,1.400263099,1.164733184,4.316110973,1.43425507
63,1.272400777,1.138144181,4.700376456,1.348951294
64,1.216490894,1.119172545,4.142458228,1.23625849
65,1.126996265,1.097505055,4.680865793,1.120859893
66,0.9649606586,1.052296179,6.730862995,0.9392321572
67,1.108713886,1.089897876,5.499504549,1.091811847
68,1.033458879,1.070750033,5.622592665,1.038999673
69,1.16136874,1.103149965,4.966585115,1.074917838
70,1.332196657,1.141448671,3.336864404,1.369793054
71,1.284372289,1.13216978,4.375889275,1.245349872
72,1.277197868,1.134721187,4.572007425,1.400960682
73,1.296220437,1.144023614,3.718813036,1.372442301
74,1.223802824,1.116844671,4.52230025,1.132546854
75,1.039968936,1.069882598,5.061828107,0.9684480025
76,1.155304604,1.101231891,5.678715456,1.116655094
77,1.138721048,1.096521118,4.507116174,1.09377478
78,0.9985929437,1.04545705,8.134885237,0.9387445611
79,0.9971883898,1.05045877,7.141725163,0.9938240292
80,1.024448126,1.053662083,6.084248349,0.9384717673
81,0.9527424161,1.030962655,8.031667737,0.8783849676
82,0.9675371799,1.031926009,5.632589666,0.848043364
83,0.983181355,1.044927296,7.504665562,0.9244244518
84,1.310953518,1.159071273,3.572782771,1.453615726
85,1.378773231,1.197969008,3.650364829,1.559202694
86,1.236068605,1.137156485,6.010205792,1.233182542
87,1.278479057,1.154042302,5.836242452,1.228948833
88,1.05550389,1.068865126,7.274719077,1.044781611
89,1.27676609,1.155865549,3.472471607,1.406335633
90,1.213311691,1.123285474,3.887334973,1.242699838
91,1.156339063,1.107579149,6.797784696,1.14456636
92,1.244785089,1.139214649,4.84617862,1.220308354
93,1.359812344,1.177669095,4.201979356,1.405309985
94,1.434882304,1.204241533,3.46573799,1.458511067
95,1.295679438,1.152471402,4.113433123,1.276368101
96,1.45685149,1.215887001,2.308670879,1.410053374
97,1.218773146,1.122990191,6.278301005,1.179413117
98,1.254303445,1.141950241,6.779272831,1.319385163
99,1.509027027,1.243637642,3.000894963,1.507293588
100,1.481041244,1.229358189,2.606096698,1.51016659
101,1.201572765,1.12692978,5.113152147,1.212607395
102,1.359195519,1.174681074,4.038789446,1.191799268
103,1.14174349,1.096464049,4.489849484,1.093301192
104,1.30083248,1.159332965,3.814551596,1.302631067
105,1.336054367,1.173266552,2.979144527,1.398531849
106,1.36888478,1.187429235,3.382749976,1.424955505
107,1.376011662,1.189357946,3.376002543,1.190643304
108,0.9518313222,1.035698281,9.626847938,0.9757255218
109,1.192794599,1.121588816,4.531496248,1.132617042
110,1.155475508,1.109238443,4.426535299,1.153287912
111,1.328139756,1.170892073,3.387755731,1.299879901
112,1.324761362,1.172447169,2.522646875,1.394564913
113,1.343783931,1.175905501,3.233944371,1.341863206
114,1.087717478,1.081624378,6.212802741,1.086708002
115,1.301757718,1.161768895,3.541036776,1.414217688
116,1.146279708,1.102997196,5.957619356,1.137716491
117,1.215627339,1.129347867,4.581865046,1.209189904
118,1.120315304,1.093800214,7.466764751,1.122470886
119,1.289847888,1.153761841,4.269323768,1.27357642
120,1.300694972,1.159295564,4.088444871,1.314813396
121,1.316305752,1.157825142,2.995736569,1.22078758
122,1.056291619,1.075352562,8.217965827,1.126445935
123,1.388059,1.188285896,1.69740261,1.230246951
124,1.489079221,1.219350717,2.134927198,1.43384744
125,1.222877587,1.132517121,5.79329966,1.265985648
126,0.9822085786,1.042852551,6.48491389,0.9881338497
127,1.19101995,1.121842107,4.515965507,1.267926713
128,1.341776695,1.175317621,2.957327036,1.315913144
129,0.9594233775,1.113696204,15.30446847,1.026408982
130,0.9637886912,1.180327156,21.76018737,0.9649383299
131,0.9876083511,1.175361223,15.29635893,0.8915672744
132,1.081145738,1.136631504,18.31084497,1.063542722
133,1.025249998,1.166803705,18.58651393,0.9516973257
134,0.9568609998,1.18681907,18.92718844,0.8788801601
135,0.95973179,1.186107964,21.92113291,0.9591495779
136,0.9682156873,1.184382282,20.33098922,0.9493763907
137,1.026702091,1.155893666,19.37072831,0.9767818319
138,0.9577245547,1.194425411,19.86799132,0.9345064215
139,1.086189559,1.138149011,18.0219961,1.136701113
140,1.113202565,1.128564673,17.49726198,1.094234589
141,1.157558569,1.101921899,16.39764858,1.154056035
142,1.220595334,1.076618811,14.64741506,1.166026866
143,1.067508798,1.138994736,18.18613176,1.009937587
144,1.169729273,1.104081905,14.9230525,1.072989006
145,1.216984354,1.081353548,13.93037707,1.16539059
146,1.235774336,1.073288062,14.54251299,1.099144807
147,1.142517075,1.108673071,17.74852421,1.127956307
148,1.224467188,1.074959808,14.68317519,1.150236136
149,1.217662861,1.080215642,14.76615114,1.176589797
150,1.404429222,0.9943625704,8.657110984,1.225800185
151,1.314702007,1.03855344,11.22941055,1.104211181
152,1.369885843,1.011249283,10.23429363,1.412983208
153,1.25319316,1.062511739,13.06632362,1.161161786
154,1.354350889,1.021228207,9.851792384,1.21140867
155,1.200229894,1.087704589,14.96572175,1.209414441
156,1.376751852,1.013100965,9.502022283,1.237669226
157,1.210350932,1.083834914,13.7072478,1.071356502
158,1.16868067,1.097987859,11.81105498,0.9358575723
159,1.007076841,1.168992615,19.77296931,0.8879920141
160,1.574393583,0.9283896448,4.652585265,1.300727288
161,1.596917911,0.9256353888,2.145697711,1.149334892
162,1.170578684,1.098066924,16.18274652,1.076735964
163,1.239940459,1.071701188,13.80341226,1.11142712
164,1.341022362,1.020438948,9.461343111,1.047512896
165,1.149596419,1.112083582,16.12262107,1.169173224
166,1.220253526,1.079342791,13.96801518,1.001787411
167,1.153515811,1.108174099,15.59844733,1.055329361
168,1.458023457,0.981658084,7.423205217,1.185364368
169,1.00934495,1.176521338,17.07790284,1.073453425
170,1.049966609,1.150319509,18.54519459,0.9971805373
171,1.312173024,1.038647675,12.00325213,1.258318624
172,1.244476677,1.068062901,13.72344196,1.182209592
173,1.392272662,1.001509016,8.942025774,1.165046412
174,1.108343791,1.128883349,16.81214028,1.087419976
175,0.9815300712,1.186513205,20.94260465,1.051255836
176,1.331394784,1.029276838,9.499567166,1.170405746
177,1.188813524,1.093612521,12.77928793,1.120665365
178,1.404675952,0.9996714752,8.321584026,1.103030341
179,1.327646296,1.028204393,9.712197187,1.121815565
180,1.558796947,0.9280018692,2.880182277,1.378662672
181,1.430825403,0.9832952461,6.838408514,1.436335019
182,1.565121957,0.9284302009,2.922486192,1.463787049
183,1.440946441,0.979343211,7.762343152,1.252193854
184,1.56493691,0.9279353445,5.317602013,1.263047212
185,1.534559653,0.9453682689,5.761770545,1.200292742
186,1.292903726,1.044968314,13.28685014,1.18098199
187,1.229496865,1.072494131,13.64849773,1.07263895
188,1.241235791,1.072775973,14.21009425,1.233026249
189,1.516818273,0.9479957435,5.434494395,1.368433071
190,1.219745923,1.079557555,12.47871272,1.171568016
191,1.028552566,1.164476862,18.06388624,1.058451277
192,1.228894184,1.077846672,13.30223297,1.098774095
193,1.295124295,1.046779958,11.63005957,1.204107197
194,1.283447052,1.048629292,11.96432021,1.269008485
195,1.133568005,1.116876108,16.8691908,1.119540923
196,1.192424504,1.087675442,15.77892228,1.111839891
197,1.366184893,1.013033159,10.29158963,1.035803956
198,1.558796947,0.9317362936,3.011385535,1.194009034
199,1.498213338,0.9555799165,4.596093231,1.11144337
200,1.344894216,1.024325392,10.94651004,1.166988267
201,1.480116007,0.9682220455,6.10365718,1.134357283
202,1.522711506,0.94750507,4.186399284,1.212210503
203,1.364054293,1.017648249,10.65367608,1.226764495
204,1.205999761,1.085648527,12.85298432,1.086775401
205,1.1664601,1.096719655,14.78353868,1.019574032
206,1.388229904,1.000560062,9.442428444,1.30619576
207,1.440467124,0.9841013306,7.574183,1.273404429
208,1.111859694,1.121857441,11.64835096,0.9672458279
209,1.420951096,0.9860848422,8.343489176,1.202717581
210,1.423219204,0.9846247407,7.66670897,1.279886667
211,1.24301044,1.069437608,11.39233429,1.060851544
212,1.070469558,1.144251054,19.57100293,1.026808862
213,0.9677839098,1.194579612,16.90433785,0.9621126817
214,1.041928633,1.154041341,20.236604,1.001436135
215,0.984367466,1.186331766,18.47671608,0.9537538368
216,1.058312998,1.136262037,18.48988602,1.076888573
217,0.9520780522,1.130363886,12.0616499,0.8362802397
218,0.9859095283,1.122753079,14.98897,0.8459745524
219,0.9949819635,1.121977289,15.46973294,0.939374591
220,0.9449036308,1.132844178,13.83865624,0.8626717387
221,0.9279024408,1.127246711,13.59734972,0.8041736242
222,0.9456296773,1.129107077,15.78442275,0.9960039189
223,0.9362963685,1.122639047,15.19976351,0.848900774
224,1.011921471,1.054922042,5.491866745,0.9999314754
225,0.9809890722,1.03727385,4.715570253,0.9294714889
226,0.9405383172,1.020329872,4.156164506,0.8234746795
227,0.9554423024,1.030234387,5.074966021,0.8666969834
228,0.9972500723,1.0454858,5.660701863,0.954857177
229,1.000429275,1.050479562,4.923116954,0.9657006098
230,0.9347067672,1.019983345,5.020918437,0.8138566819
231,0.9747257448,1.035479427,5.322127888,0.9364634426
232,0.959807616,1.034180082,6.479264721,0.9715287602
233,1.017136196,1.052540288,5.052379534,0.9362439642
234,1.024386444,1.053770816,6.351577641,0.9445420235
235,1.029169391,1.05746874,5.85202955,0.9741347788
236,0.9848609259,1.035719661,4.78371675,0.8766193388
237,0.9794470099,1.042052029,6.163935982,0.9527644366
238,1.027750694,1.061501848,6.583138373,1.038082699
239,1.105287954,1.08467895,5.571723991,1.08532128
240,0.9933306797,1.048867478,6.960536391,0.9386048992
241,1.071703207,1.076661189,6.004634074,1.085549624
242,1.005363875,1.047278761,6.614435769,0.9724720053
243,1.165363959,1.114988137,4.85991091,1.259993545
244,0.9771789011,1.037582914,5.4519872,0.9281484099
245,1.149349689,1.102676851,5.030833388,1.119773644
246,1.137857493,1.10349925,4.973743706,1.176737669
247,1.090540729,1.084233903,6.040097868,1.042193377
248,1.104903715,1.091322039,5.662613738,1.14319435
249,1.227043709,1.135333304,3.991681997,1.262683248
250,1.069065004,1.076354413,5.984091428,1.104398311
251,0.9508444023,1.039751887,8.314258908,0.909912615
252,1.050891846,1.06617364,6.529765635,1.000201626
253,0.9848467824,1.04280223,6.470860325,0.9185175787
254,1.136837177,1.094883082,5.346191581,1.132997249
255,1.063110089,1.071011166,5.57387854,1.036256987
256,0.9586356486,1.034266602,5.699426228,0.9491662728
257,1.144320011,1.103746282,4.739918209,1.245196876
258,1.00835803,1.049161041,4.505233166,0.9803128133
259,1.035617766,1.060386729,5.137182361,1.00992679
260,1.289278602,1.144413762,4.349992837,1.145586211
261,1.178554978,1.109230125,5.831656634,1.140776226
262,1.097790976,1.087931873,7.109572036,1.062028482
263,1.040770809,1.074176757,6.623321005,1.048841081
264,1.072073302,1.082462339,6.778492726,1.134218828
265,1.063233454,1.079470646,5.934306632,1.013808074
266,1.291560854,1.136687182,3.693250035,1.216692829
267,1.224960648,1.119693094,4.802731602,1.231833404
268,1.136343717,1.095602025,6.981954638,1.101619476
269,1.002341432,1.063932149,7.176186722,1.043141166
270,1.110070901,1.089492097,6.260336252,1.067849087
271,1.085079274,1.085698659,6.456473512,1.083054949
272,1.234540687,1.127983651,4.306314827,1.200008262
273,1.186730463,1.110917538,4.70177134,1.191767284
274,1.419038938,1.17004568,3.163635978,1.298122882
275,1.452747049,1.174145172,3.313912594,1.217702446
276,1.237610668,1.118925166,4.731422171,1.144082962
277,1.158127855,1.098387067,5.042632353,1.027763596
278,1.251233464,1.124978483,4.627658682,1.188234317
279,1.070346193,1.079619482,5.806187184,1.024687851
280,1.085079274,1.08285419,5.560831221,1.041988178
281,1.013757802,1.066549324,6.617618404,1.038078068
282,1.119219162,1.088945309,7.005042415,1.087716837
283,1.045691265,1.07452862,7.349084304,0.9753969597
284,1.30543038,1.137634169,4.097999439,1.345363048
285,1.143024679,1.094761519,6.562946271,1.102834617
286,1.126701996,1.092248591,5.056457232,1.047396469
287,0.9287518522,1.038834753,7.055914113,0.8567174603
288,1.050583434,1.074985153,6.749823815,1.060118143
289,1.070839653,1.082451633,6.945258782,1.105537993
290,1.287812365,1.138829428,4.185020628,1.226696881
291,1.243859852,1.124863585,5.129538898,1.094167683
292,1.046232264,1.08012489,9.559627153,1.043966737
293,1.151062655,1.09836426,7.289060737,1.128073785
294,1.069558464,1.079905148,7.420850884,1.028399615
295,1.05886814,1.079166014,7.23216618,1.067748044
296,1.062925041,1.080567299,7.741615012,1.039054563
297,1.137748271,1.097661812,6.202619812,1.11564016
298,1.131731674,1.097387116,6.345105287,1.119191641
299,0.9680923223,1.046598622,7.45103634,0.9391355951
300,1.017999751,1.052120614,7.781560275,1.004128369
301,0.9716557635,1.030307434,5.700255546,0.8760417822
302,1.233307037,1.142944782,2.899733112,1.267207653
303,1.103499161,1.088594056,6.191812577,1.056024441
304,0.9884102236,1.042762413,7.963488166,0.9547872147
305,1.093178933,1.080624497,7.772212701,1.06285372
306,1.093795758,1.081347625,6.661504207,1.058592296
307,1.098037706,1.082422773,4.793159907,1.022025613
308,1.024016349,1.056607872,5.672161192,1.020945137
309,1.388538317,1.189889106,3.379172364,1.500893817
310,1.007741205,1.055596872,7.690144175,1.025619099
311,1.407622568,1.196589802,2.460403276,1.506497377
312,1.239878777,1.139203251,5.233929154,1.363808448
313,1.576785057,1.268238196,0.6700215063,1.726817231
314,1.396206198,1.198911225,4.062120469,1.411872127
315,1.473050807,1.231017634,1.856391111,1.513845117
316,1.433354386,1.202934774,2.508718956,1.471635947
317,1.413577483,1.200464934,2.643999904,1.426385263
318,1.506265458,1.235197592,1.58929488,1.565755298
319,1.607840821,1.276171534,0.3541766011,1.410896526
320,1.13541848,1.098135637,4.930271998,1.138221401
321,1.200723354,1.126589123,5.572652032,1.234859854
322,1.174142125,1.117821406,5.049280665,1.124718874
323,1.419100621,1.212175682,2.152634909,1.43729683
324,1.485145685,1.232060293,2.06483913,1.509922624
325,1.319670002,1.171068201,3.71329742,1.402581174
326,1.384310512,1.188621836,2.935388168,1.353912847
327,1.253700764,1.135424952,5.219744339,1.242672305
328,1.337705651,1.176013331,3.490225019,1.192794661
