window_index,DLinear,PatchTST,iTransformer,TimesNet
0,0.4031969607,0.2035380751,0.2827700973,0.003107796423
1,0.2086596489,0.1574067771,0.3138504624,-0.05821905285
2,0.3622026145,0.2857174277,0.1484191865,0.03771602362
3,0.3660278022,0.1972708851,0.1130365953,-0.06204689667
4,0.2270248234,0.2925851345,0.0932020098,0.0291483812
5,0.2005341798,0.4322518408,0.1159619391,0.01684036851
6,0.1652888358,0.1926148385,0.03874339536,-0.2733151615
7,0.3182448149,0.07350300252,0.07336812466,0.01844963059
8,0.2484725118,0.2551752329,-0.1061308756,-0.1395527422
9,0.3267380893,-0.04350617528,0.08750984073,0.1647686064
10,0.1292912662,0.1111662015,0.02451131493,0.1387230009
11,0.2365742773,0.1686338484,0.1201109365,0.01947497018
12,0.2476394624,0.007940057665,0.09336586297,0.08087958395
13,0.1229522452,0.3705328703,-0.0241180975,0.007280042395
14,-0.03152831644,0.2185303569,0.1064411104,-0.04435422271
15,0.2230407298,-0.02770300582,-0.1330553144,-0.1878372729
16,0.2010410577,0.2741653323,-0.04133962467,-0.1205542907
17,0.2030603141,-0.04055405408,0.09087892622,-0.3493076563
18,0.1215476319,0.1364416033,-0.002948828507,-0.05676634237
19,0.1804594398,0.120351471,0.3385141492,0.08898618817
20,0.2154766172,0.1068690121,0.2032022327,-0.06767378002
21,0.0007488788688,0.1908874065,0.1711584032,0.1385688335
22,0.1965515763,-0.1202546358,0.2158691734,-0.08076868206
23,0.03438067436,-0.02074542828,0.1587243378,0.002371321432
24,0.1698347181,0.03499836847,-0.07123754919,0.04259976372
25,0.1141065657,0.1386663169,0.1670414656,-0.1219406798
26,0.07246410847,0.04747616872,0.07154666632,-0.03499339893
27,0.02964240313,-0.1346348673,0.05746932328,0.2327433228
28,0.09358118474,0.138953343,0.1418355703,-0.06652589142
29,0.2201661319,0.3185124993,0.009597246535,-0.08964478225
30,0.03102028929,0.06002932414,0.2390762419,-0.2280174345
31,0.1890770644,-0.0602411814,-0.1100601926,-0.02508225292
32,0.05025003478,0.06876560301,0.2487522811,0.1899588555
33,0.09007618576,-0.08236189187,0.04942728952,0.1595835537
34,0.08487522602,-0.1309730262,0.1319130361,0.1866470128
35,0.04095226526,0.1741984338,0.1131727546,0.2470272332
36,0.1416898519,-0.02116607688,-0.1876748502,-0.05281763896
37,0.1094162762,-0.02779258974,-0.1828446686,0.04352669418
38,0.02782810293,0.08972655982,0.01297098957,0.1316842139
39,-0.03900070116,0.1659431756,0.02909089997,0.05734391883
40,-0.03220765665,-0.1403739452,0.3604225516,0.1981842667
41,0.05887917802,0.01566670835,-0.1398850977,-0.1079381555
42,0.1286218464,0.02353929728,-0.07833504677,-0.009301481768
43,0.08328094333,0.3027577102,-0.07163950801,0.07924585044
44,-0.01590181328,-0.02898954414,0.2314632237,0.03221404552
45,-0.07659116387,0.05445684865,0.2631387115,-0.08124832064
46,0.00886230357,0.02506861091,0.2405079305,0.1250690967
47,0.1080504954,-0.0314870812,0.1032656878,-0.188639462
48,0.2050191611,-0.1336432695,0.06212286651,0.01006980427
49,0.1947902739,-0.145812273,-0.02775200456,0.2083953321
50,0.1045946106,-0.04355444387,0.3324569762,0.03458147496
51,0.1389423758,0.1377245635,0.08319999278,0.05014076829
52,0.1588483453,0.04747407138,-0.04610796273,0.06035284698
53,0.05281943828,-0.00213298155,-0.04709921405,-0.07638891786
54,0.1472751498,-0.0249058269,0.1517079026,-0.1567740887
55,0.1107302606,-0.07818550617,-0.01101279259,0.2115330845
56,0.1483912766,0.1998693049,0.1852214783,0.07418014109
57,0.01773474738,0.007449477445,0.1681336462,0.07780370116
58,0.1110531315,0.001811146853,0.1873517036,0.1121341139
59,0.2181947678,0.1623606533,-0.0608714968,-0.3015857339
60,0.2064427435,0.02168127522,-0.07497282326,-0.3134541512
61,0.1735350639,0.1956210732,0.114006862,-0.1941632479
62,0.1165783405,0.1966579258,-0.05246333405,0.1163099781
63,0.1087422073,0.1265422255,-0.004072715528,0.2009491026
64,0.1713960022,0.2906377316,0.08299648017,0.04171986878
65,0.1572180241,0.243120268,0.0004249853373,0.2270079702
66,0.06513866037,0.1502204239,0.09925539792,0.08129122853
67,0.1219065934,0.02933914028,-0.09785551578,-0.1411638558
68,-0.03321719915,0.03903411701,0.1380218118,-0.1998441815
69,0.008556698449,0.05202302337,0.3124952316,-0.1572871506
70,0.08361269534,0.08745895326,0.2758030593,0.09919520468
71,0.1724824607,0.08662534505,-0.01772072725,-0.0238154754
72,0.01138213743,-0.003681170521,0.1265951395,-0.03678798676
73,0.1854024082,0.00994903408,0.1362948418,0.02595169842
74,0.216501981,0.1951553822,0.3639018834,-0.01600347087
75,0.1220828146,0.02627388388,-0.07602721453,-0.1027466357
76,0.03167097643,-0.1515032947,0.03859686852,0.1259805113
77,-0.141928494,-0.01522627659,-0.03494801745,0.1030499935
78,-0.1175075397,0.06737200916,0.2695011497,0.06789876521
79,-0.116169326,0.1525252461,0.07484867424,0.06908136606
80,-0.001300707925,0.2652098238,-0.05340989307,-0.1069619954
81,-0.04630371928,-0.1164295375,-0.09676701576,-0.07352490723
82,-0.009481961839,-0.1115121245,0.1330140382,-0.01265368424
83,-0.1265398413,-0.03149516135,-0.2588849664,-0.01100441534
84,-0.06928239763,-0.2132090926,0.2202966213,-0.05760871246
85,0.01444308273,-0.007817552425,0.1857056916,-0.02705162764
86,0.1780270934,0.06244087219,0.1006233767,0.07559940219
87,0.2790918052,0.02587521262,-0.2972450852,0.15854083
88,0.1747574359,0.2410693318,0.004237406421,0.1649270505
89,0.04080211744,-0.1103650257,0.2641578019,-0.0284050703
90,0.07726360112,0.3287537396,-0.1690485775,0.1828705072
91,-0.08231107891,0.05064792559,0.01758483239,0.1430748105
92,0.04357361048,-0.1245662943,-0.03518711776,-0.03251582384
93,-0.02415370196,0.1976773143,-0.04150046408,0.06286495179
94,-0.06006116793,0.1958794445,-0.1134054363,-0.01605684683
95,-0.08062494546,-0.00962678995,-0.06042005494,-0.2096165419
96,-0.178873077,-0.03052590601,-0.02245230973,-0.384973824
97,-0.1419194043,-0.07045265287,-0.1986762285,-0.4044091702
98,-0.2032095194,-0.1173428521,-0.05592791736,-0.1905371845
99,-0.1770385206,-0.256526053,-0.1150610745,-0.1932781935
100,-0.1294769049,-0.0721917972,0.004743126221,0.3187065423
101,-0.06473893672,-0.03448935598,0.04250864312,-0.03901390359
102,-0.01011373475,-0.0249686148,0.1881691664,-0.04249276593
103,-0.06700098515,-0.126309976,-0.09497328103,0.1639559865
104,-0.06939517707,-0.03788201883,-0.1362695545,0.1459157318
105,-0.06548790634,-0.2089463472,-0.1456256658,0.1545648128
106,-0.1415816545,-0.01901026815,0.01547166333,0.2304664105
107,-0.08070806414,-0.03996258229,-0.002346896799,0.2521907091
108,-0.04800335318,-0.004244194832,-0.1336239427,0.08593191952
109,-0.124363564,-0.09489970654,-0.001539235469,-0.07027956098
110,-0.04546774551,-0.118393071,-0.1183054,-0.1495208442
111,-0.04335324839,-0.03333835304,-0.09637211263,-0.2815108299
112,-0.08038580418,-0.08192010224,-0.06460354477,-0.2669275701
113,-0.07541549951,-0.05577247962,-0.1079442799,-0.1887696981
114,0.03793967515,-0.1187683269,-0.001169669209,-0.1698178798
115,0.08580943942,-0.03745912015,0.08722307533,-0.03253787383
116,-0.1265893728,-0.02029065788,0.2034555972,0.267349571
117,0.1142193228,-0.1042839885,0.1443783045,0.008182871155
118,0.08233959228,0.04676191136,-0.06051590294,0.144667536
119,0.0731427148,-0.06995602697,0.1097263694,0.06380490214
120,0.01490817033,0.2315693051,0.1185093746,0.05070669204
121,0.102684699,0.09256132692,-0.113302879,-0.09022989869
122,0.1078887582,0.01813456789,0.1991262138,0.1978549063
123,0.07913886756,-0.01912855357,0.0117772622,-0.01306049246
124,0.1288420856,0.2181535512,0.2821232677,-0.1659158468
125,0.01181304175,-0.07175511867,0.009585767984,-0.1840717643
126,-0.07534041256,0.09198080003,0.0291561503,-0.318082273
127,-0.1768283397,-0.1507747769,0.001298335614,-0.1638354212
128,0.01453953236,0.02966588177,0.03471527621,-0.1211345047
129,-0.1441809833,-0.01760880277,-0.02568853833,-0.1320274919
130,-0.06668468565,-0.2211499214,-0.1130928248,-0.1787303835
131,-0.0706301257,-0.2550804019,0.07940878719,-0.2381189466
132,-0.08300732821,0.1107073948,-0.08307688683,0.09857310355
