window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,ZeroPred,Persistence,HAR_EWM
0,1.280746698,0.2213830501,0.2965256572,0.1391140074,0.2642735243,0.3391949236,0.3515794277,0.3515794277
1,1.347974896,0.2060905099,0.3275953233,0.137568593,0.2613045275,0.3398667276,0.3516263068,0.3516263068
2,1.36955893,0.195335865,0.3655569851,0.1355244666,0.2580134571,0.3405756056,0.3778092861,0.3524138033
3,1.349157929,0.1873058528,0.4364796877,0.1330676228,0.2546131909,0.3410234451,0.4223896563,0.3542329967
4,1.414625764,0.1871557981,0.5140852332,0.1306117177,0.2514918745,0.3414940834,0.4556414187,0.3567502797
5,1.291582227,0.1940829903,0.6176620126,0.1280326098,0.249726221,0.3419868052,0.4918279946,0.359968394
6,1.430814385,0.2074212581,0.7757775784,0.1252765805,0.2482444495,0.3421588242,0.5513651967,0.3641752303
7,1.493884087,0.230093047,0.9371893406,0.1222805008,0.2474599481,0.3423379362,0.5946624279,0.3690937459
8,1.506677985,0.2587144077,1.049920678,0.1191409603,0.247439906,0.3426998556,0.5946698785,0.374017626
9,1.391259551,0.2835634053,1.010635257,0.1167088225,0.2476312667,0.3430322111,0.5110105872,0.3772984445
10,1.52262795,0.2848624289,0.6101987958,0.1157736704,0.2477478981,0.3431404531,0.2999132276,0.3745940924
11,1.496132374,0.2728694081,0.276181668,0.1156557277,0.2488106489,0.3431811333,0.2604144216,0.3651691377
12,1.563716531,0.2550733387,0.1943182498,0.1162197217,0.2517933547,0.3431543112,0.4540491104,0.3499754965
13,1.539301515,0.2348694801,0.3548819125,0.1184256151,0.2538823187,0.3430826366,0.7127329707,0.3323417902
14,1.360004544,0.2211088538,0.6752686501,0.1216504201,0.25621894,0.3429734409,1.007426262,0.3139199913
15,1.53597796,0.2193346173,1.016233921,0.1241912022,0.2614499032,0.3432482183,1.218849063,0.2973749638
16,1.574021697,0.2290369421,1.282937407,0.1272345632,0.2674984336,0.3432482183,1.2950629,0.2828117609
17,1.602353692,0.2368106395,1.121362209,0.1303676069,0.2730641067,0.3437077999,0.9748355746,0.2734139562
